chromosome,start,end,count,gene
chr1,21348947,21349299,1,ECE1
chr1,21475659,21476054,1,EIF4G3
chr1,21588829,21589430,1,ALPL
chr1,21588829,21589430,1,ECE1
chr1,21588829,21589430,1,EIF4G3
chr1,21611199,21611583,1,ALPL
chr1,21611199,21611583,1,ECE1
chr1,21611199,21611583,1,EIF4G3
chr1,22366226,22366841,1,USP48
chr1,22366226,22366841,1,ZBTB40
chr1,22863291,22863389,1,LOC729059
chr1,23916918,23917225,1,HNRNPR
chr1,24063897,24064210,1,PNRC2
chr1,24063897,24064210,1,RPL11
chr1,24519628,24519970,1,GRHL3
chr1,25251631,25252076,1,C1orf63
chr1,25251631,25252076,1,RCAN3
chr1,25251631,25252076,1,RUNX3
chr1,25251631,25252076,1,SRRM1
chr1,25251631,25252076,1,SYF2
chr1,25347909,25348138,1,C1orf63
chr1,25347909,25348138,1,RUNX3
chr1,25347909,25348138,1,SYF2
chr1,25360165,25361177,1,C1orf63
chr1,25360165,25361177,1,RUNX3
chr1,25360165,25361177,1,SYF2
chr1,25566195,25566411,1,TMEM57
chr1,25665993,25666367,1,C1orf63
chr1,25665993,25666367,1,FAM54B
chr1,25665993,25666367,1,RUNX3
chr1,26615016,26615421,1,ARID1A
chr1,26615016,26615421,1,SH3BGRL3
chr1,26615016,26615421,1,UBXN11
chr1,26616527,26617019,1,ARID1A
chr1,26616527,26617019,1,UBXN11
chr1,26678060,26678317,1,AIM1L
chr1,26678060,26678317,1,CNKSR1
chr1,26933734,26933982,1,PIGV
chr1,26933734,26933982,1,SH3BGRL3
chr1,26933734,26933982,1,UBXN11
chr1,27185755,27186143,1,C1orf172
chr1,27185755,27186143,1,RPS6KA1
chr1,27185755,27186143,1,SFN
chr1,27185755,27186143,1,ZNF683
chr1,27400779,27401092,1,ARID1A
chr1,27462835,27462988,1,ARID1A
chr1,27462835,27462988,1,FGR
chr1,27462835,27462988,1,PIGV
chr1,27462835,27462988,1,SLC9A1
chr1,27462835,27462988,1,WASF2
chr1,27462835,27462988,1,WDTC1
chr1,27462835,27462988,1,ZDHHC18
chr1,27691785,27692261,1,MAP3K6
chr1,27691785,27692261,1,TMEM222
chr1,27935491,27936061,2,C1orf38
chr1,27935491,27936061,2,EYA3
chr1,27935491,27936061,2,FGR
chr1,27935491,27936061,2,SLC9A1
chr1,27935491,27936061,2,SYTL1
chr1,27935491,27936061,2,WASF2
chr1,27935491,27936061,2,XKR8
chr1,27985869,27985982,1,C1orf38
chr1,27985869,27985982,1,EYA3
chr1,27985869,27985982,1,FGR
chr1,27985869,27985982,1,STX12
chr1,28433172,28433306,2,C1orf38
chr1,28433172,28433306,2,DNAJC8
chr1,28433172,28433306,2,EYA3
chr1,28433172,28433306,2,FGR
chr1,28433172,28433306,2,MED18
chr1,28433172,28433306,2,PTAFR
chr1,28433172,28433306,2,SESN2
chr1,28433172,28433306,2,STX12
chr1,28641770,28641993,1,C1orf38
chr1,28641770,28641993,1,EYA3
chr1,28641770,28641993,1,GMEB1
chr1,28641770,28641993,1,MED18
chr1,28641770,28641993,1,PTAFR
chr1,28641770,28641993,1,SESN2
chr1,28641770,28641993,1,TAF12
chr1,28641770,28641993,1,XKR8
chr1,29195388,29195583,1,OPRD1
chr1,31216468,31217229,2,LAPTM5
chr1,31223594,31223943,1,LAPTM5
chr1,31232736,31232923,1,LAPTM5
chr1,31232736,31232923,1,PUM1
chr1,32180603,32180986,1,COL16A1
chr1,32180603,32180986,1,PEF1
chr1,32180603,32180986,1,SPOCD1
chr1,32314121,32314597,1,LCK
chr1,32421622,32422096,2,KHDRBS1
chr1,32421622,32422096,2,MARCKSL1
chr1,32421622,32422096,2,PEF1
chr1,32421622,32422096,2,PTP4A2
chr1,32423598,32423720,1,PTP4A2
chr1,32729476,32729672,1,BSDC1
chr1,32729476,32729672,1,LCK
chr1,33225777,33226084,1,KIAA1522
chr1,33225777,33226084,1,TMEM54
chr1,33427851,33428169,1,PHC2
chr1,33427851,33428169,1,RNF19B
chr1,33438571,33438703,1,ADC
chr1,33438571,33438703,1,KIAA1522
chr1,33446816,33447482,2,RNF19B
chr1,33448758,33448929,1,RNF19B
chr1,33454783,33455472,1,RNF19B
chr1,33515825,33516245,1,RNF19B
chr1,35953903,35954237,1,EIF2C3
chr1,35953903,35954237,1,SFPQ
chr1,36849527,36849580,1,CSF3R
chr1,36849527,36849580,1,EIF2C3
chr1,36849527,36849580,1,MAP7D1
chr1,36849527,36849580,1,SH3D21
chr1,36849527,36849580,1,STK40
chr1,36849527,36849580,1,THRAP3
chr1,36952484,36952865,1,CSF3R
chr1,36952484,36952865,1,LSM10
chr1,36952484,36952865,1,MAP7D1
chr1,36952484,36952865,1,SH3D21
chr1,36952484,36952865,1,STK40
chr1,36952484,36952865,1,THRAP3
chr1,37784198,37784531,1,EPHA10
chr1,37784198,37784531,1,GRIK3
chr1,37937293,37937526,1,C1orf122
chr1,37937293,37937526,1,MTF1
chr1,37937293,37937526,1,YRDC
chr1,37937293,37937526,1,ZC3H12A
chr1,38009784,38010404,1,MTF1
chr1,38009784,38010404,1,SNIP1
chr1,38009784,38010404,1,ZC3H12A
chr1,38010731,38010979,3,MTF1
chr1,38010731,38010979,3,ZC3H12A
chr1,38287158,38287399,2,MTF1
chr1,38287158,38287399,2,SNIP1
chr1,38287158,38287399,2,YRDC
chr1,38287158,38287399,2,ZC3H12A
chr1,38311465,38311868,1,MTF1
chr1,38311465,38311868,1,SNIP1
chr1,38311465,38311868,1,YRDC
chr1,38311465,38311868,1,ZC3H12A
chr1,38317043,38317898,1,MTF1
chr1,38317043,38317898,1,SNIP1
chr1,38317043,38317898,1,YRDC
chr1,38317043,38317898,1,ZC3H12A
chr1,38958971,38959191,1,AKIRIN1
chr1,40805764,40805964,1,RLF
chr1,40805764,40805964,1,SMAP2
chr1,40841336,40841595,1,RLF
chr1,40841336,40841595,1,SMAP2
chr1,41005233,41005440,1,RLF
chr1,41164800,41165075,1,CITED4
chr1,41164800,41165075,1,DEM1
chr1,41164800,41165075,1,NFYC
chr1,41164800,41165075,1,SMAP2
chr1,41164800,41165075,1,ZMPSTE24
chr1,41164800,41165075,1,ZNF642
chr1,41164800,41165075,1,ZNF684
chr1,41915297,41915638,1,HIVEP3
chr1,42385609,42385954,1,FOXJ3
chr1,42934748,42935131,1,CCDC30
chr1,42934748,42935131,1,RIMKLA
chr1,43405621,43405821,1,CCDC23
chr1,43405621,43405821,1,CCDC30
chr1,43405621,43405821,1,ERMAP
chr1,43405621,43405821,1,SLC2A1
chr1,43405621,43405821,1,SZT2
chr1,43428386,43429108,1,CCDC23
chr1,43428386,43429108,1,CLDN19
chr1,43428386,43429108,1,ERMAP
chr1,43428386,43429108,1,SLC2A1
chr1,43997843,43998152,1,PTPRF
chr1,44176533,44177122,1,ATP6V0B
chr1,44176533,44177122,1,SZT2
chr1,44973431,44973656,2,C1orf228
chr1,44973431,44973656,2,PTCH2
chr1,44973431,44973656,2,RNF220
chr1,44973431,44973656,2,SLC6A9
chr1,44984751,44985020,1,C1orf228
chr1,44984751,44985020,1,RNF220
chr1,46010722,46010902,1,IPP
chr1,46351629,46351956,3,C1orf190
chr1,46796624,46796901,1,UQCRH
chr1,51757763,51757925,1,OSBPL9
chr1,51757763,51757925,1,TTC39A
chr1,53588397,53588520,1,PODN
chr1,54953784,54954325,1,SSBP3
chr1,55753963,55754247,2,USP24
chr1,57042744,57043185,1,C1orf168
chr1,57042744,57043185,1,C8A
chr1,57042744,57043185,1,C8B
chr1,57042744,57043185,1,PPAP2B
chr1,57043287,57044160,1,PPAP2B
chr1,57043287,57044160,1,PRKAA2
chr1,57472428,57472552,2,C1orf168
chr1,57472428,57472552,2,C8A
chr1,57472428,57472552,2,C8B
chr1,59369049,59370138,1,FGGY
chr1,59395500,59395772,1,JUN
chr1,61478973,61479215,1,NFIA
chr1,61649786,61650305,2,NFIA
chr1,62698531,62698618,1,KANK4
chr1,62698531,62698618,1,L1TD1
chr1,62698531,62698618,1,USP1
chr1,64127998,64128504,2,ROR1
chr1,65549780,65550082,1,JAK1
chr1,65549780,65550082,1,LEPR
chr1,65549780,65550082,1,LEPROT
chr1,66231335,66231771,1,LEPR
chr1,66231335,66231771,1,LEPROT
chr1,66277656,66278058,2,LEPR
chr1,66277656,66278058,2,LEPROT
chr1,66472257,66472674,2,PDE4B
chr1,66716160,66716649,2,PDE4B
chr1,66717339,66717678,1,PDE4B
chr1,66747978,66748387,1,PDE4B
chr1,66800202,66800555,1,PDE4B
chr1,66815726,66816360,3,PDE4B
chr1,66859299,66859884,2,PDE4B
chr1,66863786,66863913,1,PDE4B
chr1,70418678,70418852,1,LRRC7
chr1,70691921,70692281,1,ANKRD13C
chr1,70691921,70692281,1,LRRC40
chr1,70691921,70692281,1,SRSF11
chr1,72686486,72686621,1,NEGR1
chr1,75590785,75591155,1,SLC44A5
chr1,77230839,77231032,1,ST6GALNAC5
chr1,77404135,77404353,1,ST6GALNAC5
chr1,84120524,84120814,1,PRKACB
chr1,84134786,84135032,1,PRKACB
chr1,84844335,84844468,1,DNASE2B
chr1,84844335,84844468,1,GNG5
chr1,84844335,84844468,1,SAMD13
chr1,84844335,84844468,1,SSX2IP
chr1,84848055,84848491,1,DNASE2B
chr1,84848055,84848491,1,PRKACB
chr1,84848055,84848491,1,SAMD13
chr1,84848055,84848491,1,SSX2IP
chr1,85349108,85349420,1,LPAR3
chr1,85457149,85457643,2,BCL10
chr1,85457149,85457643,2,GNG5
chr1,85457149,85457643,2,LPAR3
chr1,85457149,85457643,2,MCOLN2
chr1,85737728,85738105,1,BCL10
chr1,85796595,85797055,1,CYR61
chr1,85991291,85991622,2,CYR61
chr1,85991291,85991622,2,DDAH1
chr1,86077140,86077408,1,CYR61
chr1,86077578,86077925,1,CYR61
chr1,86077578,86077925,1,DDAH1
chr1,86078461,86078819,2,CYR61
chr1,86078461,86078819,2,DDAH1
chr1,89466934,89467175,1,GBP2
chr1,89466934,89467175,1,GBP3
chr1,89466934,89467175,1,GTF2B
chr1,89534473,89534797,1,GBP1
chr1,89534473,89534797,1,GBP2
chr1,89534473,89534797,1,GBP4
chr1,89534473,89534797,1,GBP5
chr1,89534473,89534797,1,GTF2B
chr1,89535751,89536015,1,GBP1
chr1,89535751,89536015,1,GBP2
chr1,89535751,89536015,1,GBP3
chr1,89535751,89536015,1,GBP4
chr1,89535751,89536015,1,GBP5
chr1,89535751,89536015,1,GTF2B
chr1,89595596,89595852,1,GBP1
chr1,89595596,89595852,1,GBP2
chr1,89595596,89595852,1,GBP3
chr1,89595596,89595852,1,GBP4
chr1,89595596,89595852,1,GBP5
chr1,89595596,89595852,1,GTF2B
chr1,90101821,90102213,2,GBP4
chr1,90101821,90102213,2,GBP5
chr1,90101821,90102213,2,LRRC8B
chr1,90101821,90102213,2,LRRC8C
chr1,90101821,90102213,2,LRRC8D
chr1,90101821,90102213,2,ZNF326
chr1,90190139,90190909,1,GBP5
chr1,90190139,90190909,1,LRRC8B
chr1,90190139,90190909,1,LRRC8C
chr1,90190139,90190909,1,ZNF326
chr1,90204490,90205244,2,LRRC8C
chr1,90204490,90205244,2,LRRC8D
chr1,90204490,90205244,2,ZNF326
chr1,90309838,90310280,1,LRRC8C
chr1,90309838,90310280,1,ZNF326
chr1,90321378,90321621,1,LRRC8C
chr1,90321378,90321621,1,ZNF326
chr1,90376424,90376756,1,LRRC8D
chr1,90376424,90376756,1,ZNF326
chr1,91478571,91478975,1,ZNF644
chr1,94133922,94134283,1,FNBP1L
chr1,94189333,94189558,1,FNBP1L
chr1,94429275,94429464,2,GCLM
chr1,95113814,95114327,1,F3
chr1,95191212,95191391,1,F3
chr1,95645260,95645496,3,RWDD3
chr1,95645260,95645496,3,TMEM56
chr1,95645260,95645496,3,TMEM56-RWDD3
chr1,100138206,100138591,4,AGL
chr1,100138206,100138591,4,PALMD
chr1,100494312,100494735,1,CDC14A
chr1,100494312,100494735,1,HIAT1
chr1,100827551,100827774,1,CDC14A
chr1,100827551,100827774,1,HIAT1
chr1,100827551,100827774,1,SLC35A3
chr1,100905821,100906168,1,CDC14A
chr1,100905821,100906168,1,HIAT1
chr1,100905821,100906168,1,SLC35A3
chr1,100996437,100996829,1,SLC30A7
chr1,101725356,101725679,1,SLC30A7
chr1,101774729,101775525,2,S1PR1
chr1,101775588,101775858,1,S1PR1
chr1,103475785,103476234,1,COL11A1
chr1,108329022,108329589,2,VAV3
chr1,108338013,108338351,1,VAV3
chr1,108479405,108480123,1,VAV3
chr1,108592060,108592279,1,VAV3
chr1,108594435,108594579,1,VAV3
chr1,108650339,108650754,1,FAM102B
chr1,108650339,108650754,1,VAV3
chr1,108661190,108661332,1,FAM102B
chr1,108695322,108695861,1,FAM102B
chr1,109100040,109100237,1,FAM102B
chr1,109100040,109100237,1,PRPF38B
chr1,109104473,109104583,1,FAM102B
chr1,109104473,109104583,1,PRPF38B
chr1,109133120,109133338,1,FAM102B
chr1,109133120,109133338,1,PRPF38B
chr1,109133120,109133338,1,STXBP3
chr1,109133637,109134097,1,FAM102B
chr1,109133637,109134097,1,PRPF38B
chr1,109133637,109134097,1,STXBP3
chr1,109133637,109134097,1,TMEM167B
chr1,109467804,109468470,2,CELSR2
chr1,109467804,109468470,2,CLCC1
chr1,109467804,109468470,2,GPSM2
chr1,109467804,109468470,2,PSRC1
chr1,109467804,109468470,2,SORT1
chr1,109467804,109468470,2,WDR47
chr1,109933790,109934137,1,GNAI3
chr1,109933790,109934137,1,SORT1
chr1,109933790,109934137,1,TMEM167B
chr1,110333273,110333688,1,AMPD2
chr1,110333273,110333688,1,CSF1
chr1,110333273,110333688,1,GNAI3
chr1,110336950,110337403,1,CSF1
chr1,110336950,110337403,1,GSTM2
chr1,110363861,110364229,1,AMPD2
chr1,110363861,110364229,1,GNAI3
chr1,110418068,110418377,1,SORT1
chr1,110429456,110429734,1,AMPD2
chr1,110429456,110429734,1,GNAI3
chr1,110444415,110444738,1,AMPD2
chr1,110444415,110444738,1,CSF1
chr1,110444415,110444738,1,GNAI3
chr1,110454846,110455290,1,CSF1
chr1,110454846,110455290,1,GSTM2
chr1,110537379,110537528,1,AHCYL1
chr1,110537379,110537528,1,GSTM5
chr1,110976504,110976901,1,CD53
chr1,111170436,111170835,1,CD53
chr1,111170436,111170835,1,LRIF1
chr1,111188051,111188448,2,CD53
chr1,111188051,111188448,2,LRIF1
chr1,111189973,111190443,1,CD53
chr1,111189973,111190443,1,KCNA3
chr1,111189973,111190443,1,LRIF1
chr1,111191148,111191392,1,CD53
chr1,111191148,111191392,1,KCNA3
chr1,111191148,111191392,1,LRIF1
chr1,111329904,111330079,1,KCNA2
chr1,111417124,111417532,1,CD53
chr1,111417124,111417532,1,DRAM2
chr1,111417124,111417532,1,KCNA3
chr1,111417124,111417532,1,LRIF1
chr1,111759901,111760085,1,DENND2D
chr1,111762260,111762740,1,CD53
chr1,111762260,111762740,1,CEPT1
chr1,111762260,111762740,1,CHI3L2
chr1,111762260,111762740,1,DENND2D
chr1,111764327,111764759,1,CD53
chr1,111764327,111764759,1,CEPT1
chr1,111764327,111764759,1,CHI3L2
chr1,111764327,111764759,1,DENND2D
chr1,111764327,111764759,1,RAP1A
chr1,112058341,112058601,1,ADORA3
chr1,112058341,112058601,1,C1orf162
chr1,112058341,112058601,1,RAP1A
chr1,113369203,113369427,1,SLC16A1
chr1,114656563,114656717,1,HIPK1
chr1,115052481,115052766,1,BCAS2
chr1,115052481,115052766,1,TRIM33
chr1,115605190,115605611,3,BCAS2
chr1,115605190,115605611,3,SIKE1
chr1,115605746,115606114,2,BCAS2
chr1,115873164,115873576,1,NGF
chr1,116370977,116371565,1,SLC22A15
chr1,116920378,116921129,1,ATP1A1
chr1,116920378,116921129,1,CD58
chr1,116920378,116921129,1,SLC22A15
chr1,117047053,117047428,1,ATP1A1
chr1,117047053,117047428,1,CD101
chr1,117047053,117047428,1,CD58
chr1,117129425,117129671,1,CD58
chr1,117129425,117129671,1,TTF2
chr1,117424835,117425013,1,PTGFRN
chr1,118197244,118197521,1,FAM46C
chr1,118197244,118197521,1,GDAP2
chr1,118197244,118197521,1,MAN1A2
chr1,118198788,118199247,1,FAM46C
chr1,118198788,118199247,1,GDAP2
chr1,118198788,118199247,1,MAN1A2
chr1,118203607,118204114,1,MAN1A2
chr1,144533627,144534178,7,PDE4DIP
chr1,144908312,144908601,1,NBPF10
chr1,144908312,144908601,1,NOTCH2NL
chr1,144908312,144908601,1,PDE4DIP
chr1,144908312,144908601,1,SEC22B
chr1,144927217,144927550,1,NBPF10
chr1,144927217,144927550,1,NOTCH2NL
chr1,144927217,144927550,1,PDE4DIP
chr1,144927217,144927550,1,SEC22B
chr1,145023690,145024549,3,NBPF10
chr1,145023690,145024549,3,NOTCH2NL
chr1,145023690,145024549,3,PDE4DIP
chr1,145023690,145024549,3,SEC22B
chr1,145042783,145043227,1,NBPF10
chr1,145042783,145043227,1,NOTCH2NL
chr1,145042783,145043227,1,PDE4DIP
chr1,145042783,145043227,1,SEC22B
chr1,145058996,145059322,1,NBPF10
chr1,145058996,145059322,1,NOTCH2NL
chr1,145058996,145059322,1,PDE4DIP
chr1,145058996,145059322,1,SEC22B
chr1,145064438,145064839,4,PDE4DIP
chr1,145090155,145090603,2,NBPF10
chr1,145090155,145090603,2,NOTCH2NL
chr1,145090155,145090603,2,PDE4DIP
chr1,145090155,145090603,2,SEC22B
chr1,145092450,145092883,1,PDE4DIP
chr1,145092450,145092883,1,SEC22B
chr1,145113904,145114998,3,NBPF10
chr1,145113904,145114998,3,NOTCH2NL
chr1,145113904,145114998,3,PDE4DIP
chr1,145113904,145114998,3,SEC22B
chr1,145195834,145196197,1,NBPF10
chr1,145195834,145196197,1,NOTCH2NL
chr1,145195834,145196197,1,PDE4DIP
chr1,145195834,145196197,1,SEC22B
chr1,145435103,145435641,4,ANKRD34A
chr1,145435103,145435641,4,CD160
chr1,145435103,145435641,4,TXNIP
chr1,146612089,146612358,1,CHD1L
chr1,146612089,146612358,1,PRKAB2
chr1,150154529,150154860,1,MCL1
chr1,150154529,150154860,1,SV2A
chr1,150159099,150159241,1,MCL1
chr1,150159099,150159241,1,PLEKHO1
chr1,150159099,150159241,1,PRPF3
chr1,150585815,150586394,1,ANP32E
chr1,150585815,150586394,1,CDC42SE1
chr1,150585815,150586394,1,CTSS
chr1,150585815,150586394,1,FAM63A
chr1,150585815,150586394,1,MCL1
chr1,150585815,150586394,1,PLEKHO1
chr1,150585815,150586394,1,PRPF3
chr1,150592182,150592667,1,ANP32E
chr1,150592182,150592667,1,CDC42SE1
chr1,150592182,150592667,1,CTSS
chr1,150592182,150592667,1,FAM63A
chr1,150592182,150592667,1,MCL1
chr1,150592182,150592667,1,PLEKHO1
chr1,150592182,150592667,1,PRPF3
chr1,150735950,150736336,2,CDC42SE1
chr1,150735950,150736336,2,CTSS
chr1,150735950,150736336,2,FAM63A
chr1,150735950,150736336,2,MCL1
chr1,150735950,150736336,2,PRPF3
chr1,150735950,150736336,2,TNFAIP8L2
chr1,151284018,151284391,1,CDC42SE1
chr1,151284018,151284391,1,FAM63A
chr1,151284018,151284391,1,PI4KB
chr1,151284018,151284391,1,RFX5
chr1,151284018,151284391,1,TNFAIP8L2
chr1,151284018,151284391,1,ZNF687
chr1,151445792,151446161,1,C1orf56
chr1,151445792,151446161,1,OAZ3
chr1,151445792,151446161,1,RIIAD1
chr1,151792678,151793001,1,RORC
chr1,151809390,151809745,2,C2CD4D
chr1,151809390,151809745,2,RORC
chr1,151961675,151962369,2,S100A10
chr1,151961675,151962369,2,S100A11
chr1,152007615,152008057,1,THEM4
chr1,153361312,153361704,2,S100A12
chr1,153361312,153361704,2,S100A7L2
chr1,153361312,153361704,2,S100A8
chr1,153361312,153361704,2,S100A9
chr1,153541018,153541368,1,PGLYRP3
chr1,153541018,153541368,1,S100A13
chr1,153541018,153541368,1,S100A14
chr1,153541018,153541368,1,S100A16
chr1,153541018,153541368,1,S100A2
chr1,153541018,153541368,1,S100A6
chr1,153541018,153541368,1,S100A7L2
chr1,153715466,153715694,1,INTS3
chr1,153715466,153715694,1,PGLYRP3
chr1,153762591,153763309,1,NPR1
chr1,154392646,154393050,1,ADAR
chr1,154392646,154393050,1,C1orf43
chr1,154392646,154393050,1,CRTC2
chr1,154392646,154393050,1,IL6R
chr1,154392646,154393050,1,UBAP2L
chr1,154395894,154396284,1,ADAR
chr1,154395894,154396284,1,C1orf43
chr1,154395894,154396284,1,IL6R
chr1,154395894,154396284,1,UBAP2L
chr1,154404273,154404562,1,ADAR
chr1,154404273,154404562,1,C1orf43
chr1,154404273,154404562,1,CRTC2
chr1,154404273,154404562,1,IL6R
chr1,154404273,154404562,1,UBAP2L
chr1,154731745,154732111,1,ADAR
chr1,154731745,154732111,1,IL6R
chr1,154973335,154973935,1,ADAR
chr1,154973335,154973935,1,MTX1
chr1,154973335,154973935,1,SHC1
chr1,155944562,155945214,1,C1orf182
chr1,155944562,155945214,1,C1orf61
chr1,155944562,155945214,1,PAQR6
chr1,155944562,155945214,1,SYT11
chr1,156073142,156073699,1,LMNA
chr1,156073142,156073699,1,YY1AP1
chr1,156073854,156074351,1,LMNA
chr1,156073854,156074351,1,MEF2D
chr1,156073854,156074351,1,YY1AP1
chr1,156074715,156075305,2,LMNA
chr1,156074715,156075305,2,YY1AP1
chr1,156103413,156103690,2,GON4L
chr1,156103413,156103690,2,LMNA
chr1,156103413,156103690,2,MEF2D
chr1,156103413,156103690,2,YY1AP1
chr1,156134935,156135401,1,ARHGEF2
chr1,156134935,156135401,1,MEF2D
chr1,156134935,156135401,1,RIT1
chr1,156134935,156135401,1,YY1AP1
chr1,156426931,156427503,1,ARHGEF2
chr1,156426931,156427503,1,C1orf182
chr1,156426931,156427503,1,LMNA
chr1,156426931,156427503,1,MEF2D
chr1,156426931,156427503,1,PMF1
chr1,156426931,156427503,1,RRNAD1
chr1,156426931,156427503,1,SH2D2A
chr1,156426931,156427503,1,SLC25A44
chr1,156494222,156494678,1,MEF2D
chr1,156494222,156494678,1,RRNAD1
chr1,156718467,156719136,1,C1orf182
chr1,156718467,156719136,1,ETV3
chr1,156718467,156719136,1,MEF2D
chr1,156718467,156719136,1,RRNAD1
chr1,156774360,156774606,1,C1orf61
chr1,156864713,156865066,1,PEAR1
chr1,158779760,158780042,4,IFI16
chr1,158779760,158780042,4,MNDA
chr1,158779760,158780042,4,PYHIN1
chr1,158789355,158789655,1,IFI16
chr1,158789355,158789655,1,MNDA
chr1,158789355,158789655,1,PYHIN1
chr1,158994687,158995148,1,FCER1A
chr1,158994687,158995148,1,IFI16
chr1,158994687,158995148,1,MNDA
chr1,158994687,158995148,1,OR10X1
chr1,158994687,158995148,1,OR10Z1
chr1,158994687,158995148,1,OR6K3
chr1,158994687,158995148,1,OR6N1
chr1,158994687,158995148,1,OR6N2
chr1,158994687,158995148,1,OR6P1
chr1,159142876,159143043,1,CADM3
chr1,159142876,159143043,1,DARC
chr1,159142876,159143043,1,FCER1A
chr1,159142876,159143043,1,OR10J5
chr1,159142876,159143043,1,OR6K3
chr1,159142876,159143043,1,OR6N1
chr1,159142876,159143043,1,OR6N2
chr1,159798443,159799254,1,SLAMF8
