chromosome,start,end,enhancer,count,length,s_entropy
chr1,36617554,36617914,chr1:36617554-36617914,1,361,9.562361630623151
chr1,36840093,36840535,chr1:36840093-36840535,1,443,9.7676432302822
chr1,36866636,36866899,chr1:36866636-36866899,1,264,8.619434024257266
chr1,36877889,36878288,chr1:36877889-36878288,1,400,9.598566571006739
chr1,37721552,37721986,chr1:37721552-37721986,1,435,9.742074514146134
chr1,37784198,37784531,chr1:37784198-37784531,1,334,8.725489251770883
chr1,38312444,38312820,chr1:38312444-38312820,1,377,9.702830162747302
chr1,39633654,39634014,chr1:39633654-39634014,1,361,9.712703569022102
chr1,40005546,40005959,chr1:40005546-40005959,1,414,9.671991607528641
chr1,40006104,40006751,chr1:40006104-40006751,1,648,9.988685195801738
chr1,40295095,40295414,chr1:40295095-40295414,1,320,9.67445360361644
chr1,40561233,40561752,chr1:40561233-40561752,1,520,10.079684963683965
chr1,40606256,40606595,chr1:40606256-40606595,1,340,9.215808360237991
chr1,41164800,41165075,chr1:41164800-41165075,1,276,9.26931775465493
chr1,41501908,41501999,chr1:41501908-41501999,1,92,7.880377554783824
chr1,42127851,42128791,chr1:42127851-42128791,1,941,10.070490179171067
chr1,42192975,42193489,chr1:42192975-42193489,1,515,9.596397292269502
chr1,42204580,42205516,chr1:42204580-42205516,1,937,10.498208509816664
chr1,42230379,42230587,chr1:42230379-42230587,2,209,8.579640031786269
chr1,42366364,42366624,chr1:42366364-42366624,1,261,9.155946667110815
chr1,42512214,42512486,chr1:42512214-42512486,1,273,8.90863268649297
chr1,43402778,43403133,chr1:43402778-43403133,1,356,9.356795681698388
chr1,43406108,43407009,chr1:43406108-43407009,1,902,10.539402818964248
chr1,43428386,43429108,chr1:43428386-43429108,2,723,10.400664377621057
chr1,44176533,44177122,chr1:44176533-44177122,1,590,10.275726332495863
chr1,44378405,44378587,chr1:44378405-44378587,1,183,8.877470307261884
chr1,44703858,44704161,chr1:44703858-44704161,1,304,8.62844828519259
chr1,45670767,45670868,chr1:45670767-45670868,1,102,7.71622938370504
chr1,45875042,45875301,chr1:45875042-45875301,1,260,9.121299633495164
chr1,46796624,46796901,chr1:46796624-46796901,2,278,8.56073822940808
chr1,48484635,48484856,chr1:48484635-48484856,1,222,8.799814240827375
chr1,49317577,49317713,chr1:49317577-49317713,1,137,7.74736445913098
chr1,49812572,49812854,chr1:49812572-49812854,1,283,9.497033890995567
chr1,50619908,50620155,chr1:50619908-50620155,1,248,8.795725873770017
chr1,51245588,51245972,chr1:51245588-51245972,1,385,9.681407801129705
chr1,51302197,51302583,chr1:51302197-51302583,1,387,9.920570780922093
chr1,51703075,51703494,chr1:51703075-51703494,2,420,9.411258058945144
chr1,52628189,52628583,chr1:52628189-52628583,1,395,9.397238372455282
chr1,53102510,53103405,chr1:53102510-53103405,1,896,10.729940456626228
chr1,53559901,53560045,chr1:53559901-53560045,1,145,7.739881436962907
chr1,54953784,54954325,chr1:54953784-54954325,1,542,9.239713434846408
chr1,55678785,55679185,chr1:55678785-55679185,1,401,9.60920219104023
chr1,55909250,55909597,chr1:55909250-55909597,1,348,9.316177048030372
chr1,56184456,56184884,chr1:56184456-56184884,1,429,9.665511021454922
chr1,56680724,56680992,chr1:56680724-56680992,1,269,8.931272012572473
chr1,57794372,57794686,chr1:57794372-57794686,2,315,9.493367055647434
chr1,57988271,57988573,chr1:57988271-57988573,1,303,9.492440250553368
chr1,58225769,58226165,chr1:58225769-58226165,1,397,9.980796986097564
chr1,58613652,58613771,chr1:58613652-58613771,1,120,8.151995444680718
chr1,59280773,59281281,chr1:59280773-59281281,1,509,9.276985610638786
chr1,61649786,61650305,chr1:61649786-61650305,2,520,9.565078288315116
chr1,65364183,65364439,chr1:65364183-65364439,1,257,9.333372275211916
chr1,65387772,65388547,chr1:65387772-65388547,1,776,10.815898105068994
chr1,66173812,66174180,chr1:66173812-66174180,2,369,9.52241313811703
chr1,66472257,66472674,chr1:66472257-66472674,1,418,9.765882180457245
chr1,66800202,66800555,chr1:66800202-66800555,1,354,9.619409317917256
chr1,66859299,66859884,chr1:66859299-66859884,1,586,10.265668391786582
chr1,66862032,66862547,chr1:66862032-66862547,2,516,9.965959849132988
chr1,66867932,66868143,chr1:66867932-66868143,1,212,8.924530878154144
chr1,66881715,66881835,chr1:66881715-66881835,1,121,8.258101891603255
chr1,66910997,66911424,chr1:66910997-66911424,1,428,9.719711964806567
chr1,67223993,67224234,chr1:67223993-67224234,1,242,9.076486374800005
chr1,67802002,67802116,chr1:67802002-67802116,1,115,7.386184583082116
chr1,68036173,68036524,chr1:68036173-68036524,1,352,9.425099702846039
chr1,68084470,68084693,chr1:68084470-68084693,1,224,8.412793501378118
chr1,68215256,68215932,chr1:68215256-68215932,1,677,10.336385963453226
chr1,71398250,71398442,chr1:71398250-71398442,1,193,8.63229071404446
chr1,71413812,71414188,chr1:71413812-71414188,1,377,9.632752365810559
chr1,75102878,75102994,chr1:75102878-75102994,1,117,8.23805869917222
chr1,75590785,75591155,chr1:75590785-75591155,3,371,8.853961600464288
chr1,77013544,77013818,chr1:77013544-77013818,1,275,9.395238909309816
chr1,77165935,77166101,chr1:77165935-77166101,1,167,7.701158859176397
chr1,77230839,77231032,chr1:77230839-77231032,3,194,8.201066584756791
chr1,77385063,77385511,chr1:77385063-77385511,2,449,10.014107787017327
chr1,77891343,77891690,chr1:77891343-77891690,1,348,9.772695376921938
chr1,81927696,81927980,chr1:81927696-81927980,1,285,8.943876209031627
chr1,82268420,82269588,chr1:82268420-82269588,1,1169,10.519244509046544
chr1,84284633,84284926,chr1:84284633-84284926,1,294,9.27590444719035
chr1,84289999,84290187,chr1:84289999-84290187,1,189,8.905051469473356
chr1,84848055,84848491,chr1:84848055-84848491,1,437,9.944562712568155
chr1,85225280,85225579,chr1:85225280-85225579,1,300,9.098223388896571
chr1,85241214,85241288,chr1:85241214-85241288,1,75,7.615367788894105
chr1,85248638,85248992,chr1:85248638-85248992,1,355,9.278904957577847
chr1,87311891,87312243,chr1:87311891-87312243,1,353,9.589607209577151
chr1,87355999,87356364,chr1:87355999-87356364,1,366,9.534605136968715
chr1,87799623,87799998,chr1:87799623-87799998,1,376,9.333555368971576
chr1,88081374,88081620,chr1:88081374-88081620,1,247,9.06678325419226
chr1,89466934,89467175,chr1:89466934-89467175,1,242,9.25019655849313
chr1,89534473,89534797,chr1:89534473-89534797,1,325,9.411815226632461
chr1,89535751,89536015,chr1:89535751-89536015,1,265,9.109728136629816
chr1,89752578,89752835,chr1:89752578-89752835,1,258,9.004732182558048
chr1,90187003,90187162,chr1:90187003-90187162,1,160,8.675121152761065
chr1,92242645,92243003,chr1:92242645-92243003,1,359,9.758537457310084
chr1,92269494,92269966,chr1:92269494-92269966,1,473,9.943726341734267
chr1,93270252,93270588,chr1:93270252-93270588,1,337,9.037601877902636
chr1,93443213,93443602,chr1:93443213-93443602,1,390,9.835910113254542
chr1,94007993,94008357,chr1:94007993-94008357,1,365,9.564564704199864
chr1,94127789,94128026,chr1:94127789-94128026,1,238,8.868478611843448
chr1,94133922,94134283,chr1:94133922-94134283,1,362,9.318278959649744
chr1,94167175,94167520,chr1:94167175-94167520,1,346,9.812779810374415
chr1,94224546,94224929,chr1:94224546-94224929,1,384,9.561306595421556
chr1,95258204,95258621,chr1:95258204-95258621,1,418,9.724962690193315
chr1,95508067,95508435,chr1:95508067-95508435,1,369,9.532116636288828
chr1,96827006,96827340,chr1:96827006-96827340,1,335,9.225818579447935
chr1,96828119,96828533,chr1:96828119-96828533,1,415,10.0441828441975
chr1,100169951,100170218,chr1:100169951-100170218,2,268,8.471448437624476
chr1,101758840,101759229,chr1:101758840-101759229,1,390,9.579036885640955
chr1,106338303,106338531,chr1:106338303-106338531,2,229,8.094279799370705
chr1,107853487,107853575,chr1:107853487-107853575,1,89,7.8381114667005765
chr1,108329022,108329589,chr1:108329022-108329589,1,568,10.106129503548175
chr1,108581319,108581798,chr1:108581319-108581798,1,480,9.677049986904917
chr1,108617640,108617970,chr1:108617640-108617970,1,331,9.073905349019675
chr1,109262615,109262764,chr1:109262615-109262764,1,150,8.35486427543521
chr1,109800134,109800539,chr1:109800134-109800539,1,406,9.544603165622378
chr1,110271520,110271826,chr1:110271520-110271826,1,307,8.98257705397013
chr1,110339466,110339959,chr1:110339466-110339959,2,494,9.983354801111453
chr1,110364881,110365302,chr1:110364881-110365302,1,422,9.694279769716431
chr1,110694968,110695154,chr1:110694968-110695154,1,187,8.491780567147671
chr1,110879130,110879445,chr1:110879130-110879445,1,316,9.562374239406903
chr1,111162611,111162919,chr1:111162611-111162919,2,309,8.816435450616188
chr1,111188051,111188448,chr1:111188051-111188448,1,398,9.974856381058236
chr1,111265440,111265838,chr1:111265440-111265838,1,399,9.50322909194738
chr1,111757482,111757860,chr1:111757482-111757860,1,379,9.259398159294879
chr1,111764327,111764759,chr1:111764327-111764759,1,433,9.835285350989658
chr1,112384057,112384387,chr1:112384057-112384387,1,331,9.41671900319985
chr1,112438367,112438956,chr1:112438367-112438956,1,590,9.639939773269823
chr1,113013577,113014004,chr1:113013577-113014004,1,428,9.772629652626426
chr1,113014906,113015158,chr1:113014906-113015158,1,253,9.175775905819306
chr1,113584893,113585079,chr1:113584893-113585079,1,187,8.575097195208043
chr1,115713702,115714032,chr1:115713702-115714032,1,331,9.567624343115192
chr1,116727924,116728081,chr1:116727924-116728081,1,158,7.9568818981527984
chr1,117080047,117080432,chr1:117080047-117080432,1,386,9.718357496077658
chr1,117111804,117112156,chr1:117111804-117112156,1,353,9.603831110951635
chr1,117421623,117422020,chr1:117421623-117422020,1,398,9.695377624892922
chr1,118176414,118176771,chr1:118176414-118176771,1,358,9.558671115611466
chr1,118203607,118204114,chr1:118203607-118204114,1,508,9.894590440230596
chr1,118206889,118207267,chr1:118206889-118207267,1,379,9.296047073747824
chr1,119405026,119405379,chr1:119405026-119405379,2,354,9.281593465075614
chr1,120052717,120053071,chr1:120052717-120053071,1,355,9.562071691557842
chr1,144908312,144908601,chr1:144908312-144908601,2,290,9.344039353914532
chr1,145042783,145043227,chr1:145042783-145043227,1,445,9.813398428187806
chr1,145064438,145064839,chr1:145064438-145064839,1,402,9.891687828466642
chr1,145092450,145092883,chr1:145092450-145092883,1,434,9.22752620959526
chr1,145113904,145114998,chr1:145113904-145114998,3,1095,11.197713828520794
chr1,145640932,145641287,chr1:145640932-145641287,1,356,8.985149824976833
chr1,150154529,150154860,chr1:150154529-150154860,1,332,8.946323191319834
chr1,150735950,150736336,chr1:150735950-150736336,2,387,9.684105422589901
chr1,150949569,150950014,chr1:150949569-150950014,1,446,9.636806140660319
chr1,151168297,151168505,chr1:151168297-151168505,1,209,8.043415794918468
chr1,151284018,151284391,chr1:151284018-151284391,1,374,9.60880180822452
chr1,151579004,151579225,chr1:151579004-151579225,1,222,9.14501086500331
chr1,151795693,151795913,chr1:151795693-151795913,1,221,8.438605739194003
chr1,151809390,151809745,chr1:151809390-151809745,2,356,9.603985583877511
chr1,151913815,151914271,chr1:151913815-151914271,1,457,9.906258096901029
chr1,152007615,152008057,chr1:152007615-152008057,1,443,10.150713464927568
chr1,152022022,152022514,chr1:152022022-152022514,1,493,9.754188091809125
chr1,152984765,152984957,chr1:152984765-152984957,2,193,8.937635662802712
chr1,153526279,153526545,chr1:153526279-153526545,1,267,9.269420744250937
chr1,153545866,153546049,chr1:153545866-153546049,1,184,8.43265178798905
chr1,153583449,153583810,chr1:153583449-153583810,1,362,9.471887934260808
chr1,153670755,153671012,chr1:153670755-153671012,1,258,8.447506624838411
chr1,154397743,154397997,chr1:154397743-154397997,1,255,8.592204198493002
chr1,154694298,154694595,chr1:154694298-154694595,1,298,9.129349053526203
chr1,154973335,154973935,chr1:154973335-154973935,1,601,9.591316418992363
chr1,154979104,154979305,chr1:154979104-154979305,1,202,8.719058496007365
chr1,155496665,155497012,chr1:155496665-155497012,1,348,9.073857053334892
chr1,155916072,155916212,chr1:155916072-155916212,1,141,8.497536757063974
chr1,156073142,156073699,chr1:156073142-156073699,1,558,10.047642163131854
chr1,156073854,156074351,chr1:156073854-156074351,1,498,9.774639278966337
chr1,156089405,156089622,chr1:156089405-156089622,1,218,9.158745620975596
chr1,156426931,156427503,chr1:156426931-156427503,1,573,9.481281724845223
chr1,156494222,156494678,chr1:156494222-156494678,1,457,9.854000211668868
chr1,156774360,156774606,chr1:156774360-156774606,1,247,9.105538742500398
chr1,157373072,157373269,chr1:157373072-157373269,1,198,8.55644685537304
chr1,157980631,157980890,chr1:157980631-157980890,1,260,9.12519643286238
chr1,158789355,158789655,chr1:158789355-158789655,1,301,9.398380843869901
chr1,158808262,158808538,chr1:158808262-158808538,2,277,9.107710307708636
chr1,158982200,158982857,chr1:158982200-158982857,1,658,10.253859616198207
chr1,159088188,159088370,chr1:159088188-159088370,1,183,8.852905468013402
chr1,159270044,159270159,chr1:159270044-159270159,1,116,7.829487429186731
chr1,159829428,159829783,chr1:159829428-159829783,1,356,9.418882318232791
chr1,159852272,159852569,chr1:159852272-159852569,1,298,9.263972893977439
chr1,160444087,160444465,chr1:160444087-160444465,1,379,9.817524722164652
chr1,160489695,160490087,chr1:160489695-160490087,1,393,9.634611333308753
chr1,160510042,160510238,chr1:160510042-160510238,1,197,8.548710508004364
chr1,160615019,160615411,chr1:160615019-160615411,1,393,9.64595189861636
chr1,160677742,160679048,chr1:160677742-160679048,1,1307,11.34452615433815
chr1,160711781,160712159,chr1:160711781-160712159,1,379,9.672009003480682
chr1,160712184,160712818,chr1:160712184-160712818,1,635,10.265750536374142
chr1,160736716,160737349,chr1:160736716-160737349,1,634,10.198432483007664
chr1,160877833,160878093,chr1:160877833-160878093,1,261,8.609806180806684
chr1,161356382,161356652,chr1:161356382-161356652,1,271,9.4220922017849
chr1,161582212,161582506,chr1:161582212-161582506,1,295,8.495688542828185
chr1,162511455,162511984,chr1:162511455-162511984,1,530,10.08457728290168
chr1,162659800,162660152,chr1:162659800-162660152,1,353,9.374945678093399
chr1,163844797,163845064,chr1:163844797-163845064,1,268,8.68145309690298
chr1,164734934,164735098,chr1:164734934-164735098,1,165,8.71515462530984
chr1,164961189,164961330,chr1:164961189-164961330,1,142,8.143244235072187
chr1,165506688,165506898,chr1:165506688-165506898,1,211,8.608960390607884
chr1,167440766,167441089,chr1:167440766-167441089,1,324,9.25034891257562
chr1,167453750,167454075,chr1:167453750-167454075,1,326,8.724027788282424
chr1,167478725,167479215,chr1:167478725-167479215,1,491,9.668598498065979
chr1,167532775,167533094,chr1:167532775-167533094,1,320,9.431516425991607
chr1,167586596,167587245,chr1:167586596-167587245,1,650,10.400218051214914
chr1,167602083,167602470,chr1:167602083-167602470,1,388,9.771304196880765
chr1,167635730,167635903,chr1:167635730-167635903,1,174,8.233908289034613
chr1,168479157,168479362,chr1:168479157-168479362,1,206,8.51807086762676
chr1,168479815,168480142,chr1:168479815-168480142,1,328,9.108777120047266
chr1,169661915,169662500,chr1:169661915-169662500,1,586,10.331520407025
chr1,170636506,170636902,chr1:170636506-170636902,1,397,9.184584121243274
chr1,170669976,170670263,chr1:170669976-170670263,1,288,9.340023830344649
chr1,170794960,170795269,chr1:170794960-170795269,1,310,9.355226268251357
chr1,171111810,171112100,chr1:171111810-171112100,1,291,9.037971486047706
chr1,171714228,171714396,chr1:171714228-171714396,1,169,7.979978492973363
chr1,172631926,172632270,chr1:172631926-172632270,1,345,9.074538133013071
chr1,172814602,172814764,chr1:172814602-172814764,1,163,8.13968521715927
chr1,172959872,172960111,chr1:172959872-172960111,1,240,9.254609729551916
chr1,173008475,173008781,chr1:173008475-173008781,1,307,9.489112260019256
chr1,173379915,173380349,chr1:173379915-173380349,2,435,9.69598333666109
chr1,173398914,173399297,chr1:173398914-173399297,1,384,9.267489823705942
chr1,173816933,173817269,chr1:173816933-173817269,1,337,8.72598777815274
chr1,175158150,175158288,chr1:175158150-175158288,1,139,8.294850821240868
chr1,175224481,175224839,chr1:175224481-175224839,1,359,9.447868593438555
chr1,176244494,176244887,chr1:176244494-176244887,1,394,9.802350143474932
chr1,176501841,176501939,chr1:176501841-176501939,1,99,7.316803248144543
chr1,177151173,177151362,chr1:177151173-177151362,1,190,8.507444496857419
chr1,177216889,177217021,chr1:177216889-177217021,1,133,7.853377476781285
chr1,177896186,177896486,chr1:177896186-177896486,1,301,9.352804689223586
chr1,178157578,178157966,chr1:178157578-178157966,1,389,9.673477194130395
chr1,178509347,178509739,chr1:178509347-178509739,1,393,9.384550344403872
chr1,179290775,179290979,chr1:179290775-179290979,1,205,9.012084021519707
chr1,180895607,180895967,chr1:180895607-180895967,1,361,9.212038723847572
chr1,181065454,181065797,chr1:181065454-181065797,1,344,9.08256258526184
chr1,181104473,181105818,chr1:181104473-181105818,1,1346,11.204734922226702
chr1,181110732,181111003,chr1:181110732-181111003,1,272,9.125466196464004
chr1,183129116,183129507,chr1:183129116-183129507,1,392,9.337891600977338
chr1,183171353,183171815,chr1:183171353-183171815,1,463,10.101038271813747
chr1,183573035,183573933,chr1:183573035-183573933,2,899,10.804184928234331
chr1,183839940,183840077,chr1:183839940-183840077,1,138,8.27178462364735
chr1,184033703,184034036,chr1:184033703-184034036,1,334,9.615207623199105
chr1,184387904,184388094,chr1:184387904-184388094,1,191,8.904842672804149
chr1,184421485,184421696,chr1:184421485-184421696,1,212,8.68992220514543
chr1,184828541,184828899,chr1:184828541-184828899,1,359,9.60582661627842
chr1,184836042,184836526,chr1:184836042-184836526,3,485,9.889340388719528
chr1,184987809,184988169,chr1:184987809-184988169,2,361,9.500731312927824
chr1,185032022,185032401,chr1:185032022-185032401,1,380,9.732395420694862
chr1,185109809,185110137,chr1:185109809-185110137,1,329,9.320786462633034
chr1,185298342,185298619,chr1:185298342-185298619,1,278,8.749349826190521
chr1,185344563,185345243,chr1:185344563-185345243,1,681,10.302262702898545
chr1,185389788,185390210,chr1:185389788-185390210,1,423,9.521343228904119
chr1,185453251,185453699,chr1:185453251-185453699,2,449,10.084144597958296
chr1,185537736,185537864,chr1:185537736-185537864,1,129,8.00450584353376
chr1,186042920,186043354,chr1:186042920-186043354,1,435,9.925205855821638
chr1,186090860,186091020,chr1:186090860-186091020,1,161,8.34896383385912
chr1,186623829,186624230,chr1:186623829-186624230,1,402,9.459496027447312
chr1,186818021,186818219,chr1:186818021-186818219,1,199,8.98527298600613
chr1,186975833,186976078,chr1:186975833-186976078,1,246,8.732620551173833
chr1,187599792,187600205,chr1:187599792-187600205,1,414,9.569561163259708
chr1,190157636,190157874,chr1:190157636-190157874,1,239,9.227730856770053
chr1,192139487,192139804,chr1:192139487-192139804,1,318,9.507911544340816
chr1,192490879,192491144,chr1:192490879-192491144,1,266,9.236441795530611
chr1,192514282,192514417,chr1:192514282-192514417,1,136,7.921099974079119
chr1,192521878,192522349,chr1:192521878-192522349,1,472,9.7365356099998
chr1,192562673,192562880,chr1:192562673-192562880,1,208,8.835824833517817
chr1,192578246,192578789,chr1:192578246-192578789,1,544,10.014892611566676
chr1,193655157,193655512,chr1:193655157-193655512,1,356,9.4884443830088685
chr1,194045207,194045486,chr1:194045207-194045486,1,280,9.235311997447713
chr1,194828218,194828283,chr1:194828218-194828283,1,66,6.112757963848219
chr1,195765278,195765540,chr1:195765278-195765540,3,263,8.891643228548963
chr1,196778400,196778793,chr1:196778400-196778793,1,394,9.343360395396715
chr1,198087299,198087585,chr1:198087299-198087585,1,287,9.14435457394662
chr1,198092315,198092633,chr1:198092315-198092633,1,319,9.385826657710437
chr1,198128112,198128944,chr1:198128112-198128944,1,833,10.171005225534477
chr1,198488746,198489088,chr1:198488746-198489088,2,343,9.38357507817062
chr1,198625518,198626374,chr1:198625518-198626374,1,857,10.78455621774618
chr1,198648714,198649413,chr1:198648714-198649413,2,700,9.77874031222367
chr1,198889384,198889935,chr1:198889384-198889935,1,552,10.170132863581108
chr1,198893258,198893473,chr1:198893258-198893473,1,216,9.100896510474245
chr1,198903935,198904934,chr1:198903935-198904934,1,1000,10.851650231051604
chr1,198989111,198989545,chr1:198989111-198989545,1,435,9.774854587488413
chr1,199032913,199033260,chr1:199032913-199033260,1,348,9.436325111119926
chr1,199914824,199914978,chr1:199914824-199914978,1,155,8.332498703580276
chr1,200068069,200068443,chr1:200068069-200068443,1,375,9.692885392011542
chr1,200341273,200341515,chr1:200341273-200341515,1,243,9.150303083405609
chr1,200865264,200865418,chr1:200865264-200865418,1,155,8.317398382713051
chr1,200865457,200866265,chr1:200865457-200866265,2,809,10.603254201624457
chr1,201540345,201540578,chr1:201540345-201540578,1,234,8.806333982077822
chr1,201619383,201619798,chr1:201619383-201619798,1,416,8.960539865063108
chr1,201739210,201739573,chr1:201739210-201739573,1,364,9.455044983430684
chr1,201883288,201883655,chr1:201883288-201883655,1,368,9.299293622174305
chr1,201987611,201988279,chr1:201987611-201988279,2,669,10.132520571376732
chr1,203506114,203506504,chr1:203506114-203506504,1,391,9.690139429994964
chr1,203576404,203576703,chr1:203576404-203576703,1,300,9.178348271178303
chr1,203598711,203598999,chr1:203598711-203598999,1,289,8.468801964467307
chr1,203661733,203662076,chr1:203661733-203662076,1,344,9.497107794893305
chr1,204386444,204387188,chr1:204386444-204387188,1,745,10.505102220120698
chr1,204976101,204976640,chr1:204976101-204976640,1,540,10.153675469701586
chr1,206531313,206531464,chr1:206531313-206531464,1,152,8.603301479692655
chr1,206966600,206966901,chr1:206966600-206966901,1,302,8.837662576954655
chr1,207413364,207413503,chr1:207413364-207413503,1,140,8.481572860015461
chr1,207671434,207671825,chr1:207671434-207671825,1,392,9.397803193353242
chr1,207997315,207997832,chr1:207997315-207997832,1,518,9.765314695885037
chr1,209422787,209423049,chr1:209422787-209423049,1,263,9.264165821025784
chr1,209538127,209538433,chr1:209538127-209538433,1,307,9.39167537625212
chr1,209570810,209570947,chr1:209570810-209570947,1,138,8.259940944523308
chr1,209938931,209939742,chr1:209938931-209939742,1,812,10.6325957487006
chr1,210056461,210057439,chr1:210056461-210057439,1,979,11.17041859567162
chr1,212854473,212854873,chr1:212854473-212854873,1,401,9.785123804920666
chr1,216402261,216402628,chr1:216402261-216402628,1,368,9.321002833563258
chr1,216774004,216774285,chr1:216774004-216774285,1,282,8.564307127748402
chr1,216823711,216823952,chr1:216823711-216823952,1,242,9.281141401741104
chr1,218382752,218383112,chr1:218382752-218383112,1,361,9.571591071154
chr1,218662454,218662669,chr1:218662454-218662669,1,216,8.792980405155756
chr1,220189685,220189943,chr1:220189685-220189943,1,259,8.762085530361052
chr1,221129937,221130174,chr1:221129937-221130174,1,238,8.915244146191355
chr1,221209079,221209530,chr1:221209079-221209530,1,452,9.696341570434976
chr1,221270955,221271464,chr1:221270955-221271464,1,510,10.099823387737127
