chromosome,start,end,enhancer,count,length,s_entropy
chr1,110448900,110449220,chr1:110448900-110449220,1,321,8.717862543225658
chr1,110626726,110627062,chr1:110626726-110627062,1,337,8.729736705084369
chr1,111170436,111170835,chr1:111170436-111170835,1,400,8.935707216362427
chr1,111265440,111265838,chr1:111265440-111265838,1,399,9.091860191494831
chr1,111762260,111762740,chr1:111762260-111762740,1,481,9.254547528171145
chr1,112013331,112014031,chr1:112013331-112014031,2,701,9.838004941789146
chr1,113369203,113369427,chr1:113369203-113369427,1,225,8.133004647985752
chr1,115605746,115606114,chr1:115605746-115606114,1,369,8.99163274695294
chr1,115722074,115722498,chr1:115722074-115722498,1,425,9.078360117079512
chr1,115873164,115873576,chr1:115873164-115873576,1,413,9.022515436833183
chr1,116039640,116039989,chr1:116039640-116039989,1,350,8.678481937295578
chr1,117047053,117047428,chr1:117047053-117047428,1,376,8.82439012238101
chr1,117533270,117533527,chr1:117533270-117533527,1,258,8.32482657659088
chr1,119401140,119401399,chr1:119401140-119401399,1,260,8.437789482647458
chr1,119405026,119405379,chr1:119405026-119405379,1,354,8.722538299722759
chr1,120052717,120053071,chr1:120052717-120053071,1,355,8.89442956802619
chr1,120275491,120275880,chr1:120275491-120275880,1,390,8.902588470219897
chr1,144908806,144909147,chr1:144908806-144909147,1,342,8.82317520278493
chr1,144986415,144987071,chr1:144986415-144987071,1,657,9.658757983208222
chr1,145009158,145009716,chr1:145009158-145009716,1,559,9.511858042306844
chr1,145012331,145013054,chr1:145012331-145013054,1,724,9.93879305075082
chr1,145526126,145526326,chr1:145526126-145526326,1,201,7.974874613272252
chr1,146624494,146624779,chr1:146624494-146624779,2,286,8.515436641489924
chr1,149215297,149215704,chr1:149215297-149215704,1,408,8.998639701148631
chr1,150135231,150135764,chr1:150135231-150135764,1,534,9.35660239773526
chr1,151172620,151173197,chr1:151172620-151173197,1,578,9.500162296743943
chr1,151809390,151809745,chr1:151809390-151809745,1,356,8.725830432844267
chr1,151871280,151871437,chr1:151871280-151871437,1,158,7.571075581042754
chr1,151961675,151962369,chr1:151961675-151962369,1,695,9.722873035861765
chr1,152006910,152007460,chr1:152006910-152007460,1,551,9.43844073320187
chr1,152010545,152011004,chr1:152010545-152011004,1,460,9.302783190667219
chr1,153358841,153359368,chr1:153358841-153359368,1,528,9.394998026294056
chr1,153361312,153361704,chr1:153361312-153361704,1,393,8.980011763348395
chr1,153504746,153504953,chr1:153504746-153504953,1,208,7.995346428496324
chr1,153541018,153541368,chr1:153541018-153541368,1,351,8.800874138619488
chr1,154405619,154406249,chr1:154405619-154406249,1,631,9.581043865172141
chr1,154731745,154732111,chr1:154731745-154732111,1,367,8.772006298215354
chr1,154973036,154973200,chr1:154973036-154973200,1,165,7.5246496688293485
chr1,156645551,156645913,chr1:156645551-156645913,1,363,8.76113160561508
chr1,156663993,156664153,chr1:156663993-156664153,2,161,7.558796500217072
chr1,157076072,157076782,chr1:157076072-157076782,3,711,9.713639541627574
chr1,157082632,157083078,chr1:157082632-157083078,1,447,9.083777560028503
chr1,157111103,157111381,chr1:157111103-157111381,1,279,8.44783652650832
chr1,157244599,157245063,chr1:157244599-157245063,1,465,9.172968860544945
chr1,157245880,157246130,chr1:157245880-157246130,2,251,8.219169237749288
chr1,157248443,157248858,chr1:157248443-157248858,1,416,9.083405566751512
chr1,157249264,157249609,chr1:157249264-157249609,1,346,8.690087693852536
chr1,158255393,158256068,chr1:158255393-158256068,1,676,9.698145108506177
chr1,158294240,158294398,chr1:158294240-158294398,1,159,8.099185238351295
chr1,158942717,158942925,chr1:158942717-158942925,1,209,8.0919137077889
chr1,159158093,159158524,chr1:159158093-159158524,1,432,9.030784013502462
chr1,159798443,159799254,chr1:159798443-159799254,1,812,9.99371671981385
chr1,159880076,159880706,chr1:159880076-159880706,1,631,9.563416593856306
chr1,160546217,160546501,chr1:160546217-160546501,1,285,8.57599775120852
chr1,160674845,160675222,chr1:160674845-160675222,1,378,8.883752892979919
chr1,160677742,160679048,chr1:160677742-160679048,1,1307,10.726662077233003
chr1,160714037,160714549,chr1:160714037-160714549,1,513,9.375961493038808
chr1,160736716,160737349,chr1:160736716-160737349,1,634,9.624223860234073
chr1,161037907,161038726,chr1:161037907-161038726,2,820,9.915696965753572
chr1,161170260,161170636,chr1:161170260-161170636,1,377,8.804038402382787
chr1,161321309,161321798,chr1:161321309-161321798,1,490,9.46028030052424
chr1,161348767,161349231,chr1:161348767-161349231,1,465,9.264627165656334
chr1,161469487,161469783,chr1:161469487-161469783,1,297,8.69490534020401
chr1,161582212,161582506,chr1:161582212-161582506,1,295,8.536024685243627
chr1,161998457,161998829,chr1:161998457-161998829,1,373,8.989527589837573
chr1,162937771,162938014,chr1:162937771-162938014,1,244,8.271914066548838
chr1,163844797,163845064,chr1:163844797-163845064,1,268,8.391648640197875
chr1,164340132,164340494,chr1:164340132-164340494,1,363,8.939717178374504
chr1,164717528,164717907,chr1:164717528-164717907,1,380,9.018319949481526
chr1,165204752,165205122,chr1:165204752-165205122,1,371,8.901767550280182
chr1,165868061,165868423,chr1:165868061-165868423,1,363,8.857401331676945
chr1,167425853,167426232,chr1:167425853-167426232,1,380,8.927263030342234
chr1,167438624,167439122,chr1:167438624-167439122,1,499,9.364698516099915
chr1,167458424,167459120,chr1:167458424-167459120,1,697,9.691015719473228
chr1,167469653,167470005,chr1:167469653-167470005,1,353,8.920752488829201
chr1,167480005,167480498,chr1:167480005-167480498,1,494,9.326807564617567
chr1,167532775,167533094,chr1:167532775-167533094,1,320,8.669717717798292
chr1,167586596,167587245,chr1:167586596-167587245,1,650,9.627254569374426
chr1,167635730,167635903,chr1:167635730-167635903,1,174,7.721011179232192
chr1,168594082,168594481,chr1:168594082-168594481,2,400,9.121820628292687
chr1,170669976,170670263,chr1:170669976-170670263,1,288,8.590213288462122
chr1,170794960,170795269,chr1:170794960-170795269,1,310,8.611175847822953
chr1,171255417,171255820,chr1:171255417-171255820,1,404,9.067703479826934
chr1,171257317,171257381,chr1:171257317-171257381,1,65,5.915838236647159
chr1,171407653,171408026,chr1:171407653-171408026,1,374,8.932360755302607
chr1,171832189,171832290,chr1:171832189-171832290,1,102,6.971153034538136
chr1,172630377,172630501,chr1:172630377-172630501,1,125,7.480272643599621
chr1,172804293,172804464,chr1:172804293-172804464,1,172,7.778585387657053
chr1,172878579,172879356,chr1:172878579-172879356,2,778,10.017098953530102
chr1,172900674,172900969,chr1:172900674-172900969,1,296,8.45966785279192
chr1,175094142,175094504,chr1:175094142-175094504,1,363,9.057506284342276
chr1,175224481,175224839,chr1:175224481-175224839,1,359,8.8036867922974
chr1,175579228,175579572,chr1:175579228-175579572,1,345,8.763859650824182
chr1,176244494,176244887,chr1:176244494-176244887,1,394,9.098540397515873
chr1,176599377,176599591,chr1:176599377-176599591,1,215,8.211792262720495
chr1,177146488,177146831,chr1:177146488-177146831,1,344,8.876446519878856
chr1,177150553,177151051,chr1:177150553-177151051,3,499,9.2987270891095
chr1,177178348,177178736,chr1:177178348-177178736,1,389,8.909659719008417
chr1,178231351,178231525,chr1:178231351-178231525,1,175,7.963410053095635
chr1,178252303,178252477,chr1:178252303-178252477,1,175,8.096759903405149
chr1,179153644,179153909,chr1:179153644-179153909,1,266,8.297014297472508
chr1,179734817,179735116,chr1:179734817-179735116,1,300,8.458643693349655
chr1,180554738,180554883,chr1:180554738-180554883,1,146,7.659938251835787
chr1,181032056,181032215,chr1:181032056-181032215,1,160,7.7100830402070635
chr1,181060502,181060611,chr1:181060502-181060611,1,110,7.180853317793318
chr1,181074349,181074924,chr1:181074349-181074924,1,576,9.581059238777245
chr1,182116340,182116866,chr1:182116340-182116866,1,527,9.526613245547836
chr1,182643740,182644063,chr1:182643740-182644063,2,324,8.679190608760297
chr1,182998797,182999044,chr1:182998797-182999044,1,248,8.37934427121213
chr1,183241451,183241867,chr1:183241451-183241867,1,417,9.073965104148522
chr1,183248987,183249454,chr1:183248987-183249454,1,468,9.182248600980534
chr1,183526698,183527308,chr1:183526698-183527308,1,611,9.596442593406723
chr1,183573035,183573933,chr1:183573035-183573933,1,899,10.113254968153218
chr1,184129300,184129941,chr1:184129300-184129941,1,642,9.714878886132126
chr1,184758240,184758595,chr1:184758240-184758595,1,356,8.848676583163076
chr1,185389788,185390210,chr1:185389788-185390210,2,423,8.289791464402535
chr1,186580348,186580617,chr1:186580348-186580617,1,270,8.534393012014489
chr1,186818504,186818763,chr1:186818504-186818763,1,260,8.482305846657363
chr1,187364832,187365131,chr1:187364832-187365131,2,300,8.786547780927494
chr1,187599792,187600205,chr1:187599792-187600205,1,414,9.046037000946786
chr1,192542752,192542937,chr1:192542752-192542937,1,186,8.027060120555976
chr1,192549613,192549895,chr1:192549613-192549895,1,283,8.520367830430454
chr1,192578246,192578789,chr1:192578246-192578789,1,544,9.487574163353177
chr1,192597587,192597787,chr1:192597587-192597787,1,201,8.20749683183918
chr1,192608900,192609547,chr1:192608900-192609547,2,648,9.864101096334789
chr1,192757327,192757592,chr1:192757327-192757592,1,266,8.387728949563598
chr1,198090244,198090551,chr1:198090244-198090551,1,308,8.611373498301408
chr1,198124316,198124670,chr1:198124316-198124670,1,355,8.797352829270562
chr1,198488746,198489088,chr1:198488746-198489088,1,343,8.976715864761225
chr1,198590109,198590618,chr1:198590109-198590618,1,510,9.341296234553997
chr1,198603022,198603333,chr1:198603022-198603333,1,312,8.704448007407212
chr1,198648714,198649413,chr1:198648714-198649413,1,700,9.825167396564485
chr1,198650930,198651643,chr1:198650930-198651643,2,714,9.91669535250903
chr1,198712497,198712942,chr1:198712497-198712942,1,446,9.373657667696843
chr1,198889384,198889935,chr1:198889384-198889935,1,552,9.637663404336552
chr1,198901469,198901869,chr1:198901469-198901869,1,401,9.083088335134025
chr1,200323350,200323623,chr1:200323350-200323623,1,274,8.55682944731279
chr1,201431088,201431253,chr1:201431088-201431253,1,166,7.653773823177564
chr1,201619383,201619798,chr1:201619383-201619798,3,416,9.097347336339865
chr1,202217450,202217807,chr1:202217450-202217807,1,358,8.78593688321966
chr1,203247590,203248072,chr1:203247590-203248072,1,483,9.225709762894445
chr1,203259429,203259985,chr1:203259429-203259985,1,557,9.444517565891678
chr1,203619380,203619832,chr1:203619380-203619832,2,453,9.180484878960039
chr1,204332438,204332553,chr1:204332438-204332553,1,116,7.271483682225004
chr1,204386444,204387188,chr1:204386444-204387188,1,745,9.94950864318648
chr1,204389721,204389989,chr1:204389721-204389989,1,269,8.42087876632597
chr1,205216742,205217034,chr1:205216742-205217034,1,293,8.455373322564977
chr1,205510005,205510378,chr1:205510005-205510378,1,374,8.86212027049996
chr1,206751685,206751882,chr1:206751685-206751882,1,198,8.197274379374926
chr1,206910483,206910789,chr1:206910483-206910789,1,307,8.469944873321268
chr1,207032663,207032940,chr1:207032663-207032940,1,278,8.417125171754645
chr1,207509006,207509478,chr1:207509006-207509478,1,473,9.236393603902005
chr1,208078027,208078145,chr1:208078027-208078145,1,119,7.514422950605187
chr1,208081540,208081662,chr1:208081540-208081662,1,123,7.175425771880192
chr1,208358733,208359022,chr1:208358733-208359022,1,290,8.465726458629325
chr1,208670997,208671177,chr1:208670997-208671177,1,181,7.804224472838521
chr1,209542596,209542897,chr1:209542596-209542897,1,302,8.569241639247618
chr1,209578512,209578819,chr1:209578512-209578819,1,308,8.663824948001992
chr1,209591220,209591436,chr1:209591220-209591436,1,217,8.140464375955506
chr1,209597695,209597830,chr1:209597695-209597830,1,136,7.5311824860354974
chr1,209989263,209989693,chr1:209989263-209989693,1,431,9.007911661184805
chr1,210056461,210057439,chr1:210056461-210057439,1,979,10.332348345785837
chr1,211712804,211713120,chr1:211712804-211713120,1,317,8.659909514673055
chr1,212659054,212659720,chr1:212659054-212659720,1,667,9.683542003452096
chr1,212840606,212841015,chr1:212840606-212841015,1,410,8.932105870053977
chr1,213151011,213151388,chr1:213151011-213151388,1,378,8.870174713297374
chr1,213152730,213153023,chr1:213152730-213153023,1,294,8.466600145444861
chr1,215225203,215225566,chr1:215225203-215225566,1,364,9.01933901674632
chr1,220510650,220511010,chr1:220510650-220511010,1,361,8.93715655359925
chr1,220671702,220671851,chr1:220671702-220671851,1,150,7.714852114134376
chr1,221129937,221130174,chr1:221129937-221130174,1,238,8.262953412475412
chr1,221201814,221202202,chr1:221201814-221202202,1,389,9.04859997224406
chr1,221219252,221219404,chr1:221219252-221219404,1,153,7.559443336234751
chr1,221271745,221272272,chr1:221271745-221272272,1,528,9.375363923607425
chr1,221877654,221878134,chr1:221877654-221878134,1,481,9.302505997429224
chr1,221881394,221881826,chr1:221881394-221881826,1,433,9.177986395108226
chr1,222411720,222412018,chr1:222411720-222412018,1,299,8.631706280302687
chr1,223914239,223914747,chr1:223914239-223914747,1,509,9.200883999034765
chr1,224545542,224546006,chr1:224545542-224546006,2,465,9.292855284254726
chr1,224732016,224732357,chr1:224732016-224732357,2,342,8.86765176444386
chr1,224883520,224883811,chr1:224883520-224883811,1,292,8.534518746640547
chr1,224924541,224924939,chr1:224924541-224924939,1,399,8.940782608897509
chr1,225654906,225655584,chr1:225654906-225655584,1,679,9.709676721149139
chr1,225845408,225845613,chr1:225845408-225845613,1,206,8.009020041503769
chr1,226841173,226841776,chr1:226841173-226841776,1,604,9.576741488331022
chr1,226870398,226870999,chr1:226870398-226870999,1,602,9.518263732078882
chr1,226875915,226876346,chr1:226875915-226876346,1,432,9.027588755788605
chr1,226896121,226896509,chr1:226896121-226896509,1,389,8.97358815223682
chr1,226997737,226998213,chr1:226997737-226998213,1,477,9.188557310597654
chr1,227002760,227003096,chr1:227002760-227003096,1,337,8.73375226277272
chr1,228350789,228351109,chr1:228350789-228351109,1,321,8.666269966153626
chr1,228651177,228651630,chr1:228651177-228651630,1,454,9.127755740090326
chr1,228848738,228848880,chr1:228848738-228848880,1,143,7.743686315660768
chr1,228913817,228914177,chr1:228913817-228914177,1,361,8.909960399903019
chr1,229131021,229131272,chr1:229131021-229131272,1,252,8.357778609198819
chr1,230643766,230644066,chr1:230643766-230644066,1,301,8.570705833511923
chr1,231860737,231860947,chr1:231860737-231860947,1,211,8.037390836323903
chr1,231868761,231869568,chr1:231868761-231869568,1,808,8.927571121746311
chr1,234341903,234342254,chr1:234341903-234342254,1,352,8.720276186409711
chr1,234470466,234470691,chr1:234470466-234470691,1,226,8.317905529181548
chr1,234559176,234559516,chr1:234559176-234559516,1,341,8.741073560173701
chr1,234648411,234648687,chr1:234648411-234648687,1,277,8.366325357001356
chr1,234686100,234686288,chr1:234686100-234686288,1,189,7.862436229531384
chr1,234728712,234729023,chr1:234728712-234729023,1,312,8.680815810688156
chr1,234891292,234891478,chr1:234891292-234891478,1,187,7.8918956010482635
chr1,234914073,234914641,chr1:234914073-234914641,1,569,9.424940422371119
chr1,234918221,234918587,chr1:234918221-234918587,1,367,8.854915139382646
chr1,234985592,234985878,chr1:234985592-234985878,1,287,8.615161025027732
chr1,235133014,235133422,chr1:235133014-235133422,1,409,9.046752670406201
chr1,235151501,235151917,chr1:235151501-235151917,1,417,9.028772976272803
chr1,236022018,236022676,chr1:236022018-236022676,1,659,9.604018966394547
chr1,236026992,236027471,chr1:236026992-236027471,1,480,9.23045380243577
chr1,236319808,236320415,chr1:236319808-236320415,1,608,9.607957624342104
chr1,236698906,236699167,chr1:236698906-236699167,1,262,8.358069166665997
chr1,237833544,237833823,chr1:237833544-237833823,1,280,7.813595150392187
chr1,238811242,238811567,chr1:238811242-238811567,1,326,8.768008653824747
chr1,239186851,239187187,chr1:239186851-239187187,2,337,8.915603764111978
chr1,240306890,240307603,chr1:240306890-240307603,1,714,9.87316829846597
chr1,240437557,240437954,chr1:240437557-240437954,1,398,8.956329164211915
chr1,240514375,240514531,chr1:240514375-240514531,1,157,8.02040053513122
chr1,240562823,240563040,chr1:240562823-240563040,1,218,8.180294664087523
chr1,240958882,240959244,chr1:240958882-240959244,1,363,9.114650920725962
chr1,241209593,241209845,chr1:241209593-241209845,1,253,8.167185510450995
chr1,241390681,241391063,chr1:241390681-241391063,1,383,8.929441887282554
chr1,241469731,241469956,chr1:241469731-241469956,1,226,8.192640263310766
chr1,242627058,242627162,chr1:242627058-242627162,1,105,7.244468781410096
chr1,243487001,243487352,chr1:243487001-243487352,2,352,8.89991845620936
