chromosome,start,end,enhancer,count,length,s_entropy
chr1,57472428,57472552,chr1:57472428-57472552,2,125,8.16954055143341
chr1,57482949,57483134,chr1:57482949-57483134,1,186,8.790627063374492
chr1,57948146,57948309,chr1:57948146-57948309,2,164,8.284596250588047
chr1,59229881,59230252,chr1:59229881-59230252,1,372,9.788244665226426
chr1,59369049,59370138,chr1:59369049-59370138,1,1090,11.228402994900625
chr1,59395500,59395772,chr1:59395500-59395772,1,273,9.345006604476199
chr1,59629518,59629774,chr1:59629518-59629774,2,257,9.29687466335078
chr1,59734755,59734992,chr1:59734755-59734992,1,238,9.179428339115328
chr1,60062084,60062408,chr1:60062084-60062408,2,325,9.66919175840029
chr1,61478973,61479215,chr1:61478973-61479215,1,243,9.225451903938195
chr1,61649786,61650305,chr1:61649786-61650305,2,520,10.198197026715487
chr1,62698531,62698618,chr1:62698531-62698618,1,88,7.640486311979248
chr1,64127998,64128504,chr1:64127998-64128504,2,507,10.273778009057285
chr1,64496116,64496488,chr1:64496116-64496488,1,373,9.779458123219067
chr1,65549780,65550082,chr1:65549780-65550082,1,303,9.31587374296936
chr1,66231335,66231771,chr1:66231335-66231771,1,437,10.045737879330252
chr1,66277656,66278058,chr1:66277656-66278058,2,403,9.993773945981685
chr1,66472257,66472674,chr1:66472257-66472674,2,418,9.978016327283097
chr1,66712370,66712790,chr1:66712370-66712790,1,421,9.983572194104264
chr1,66716160,66716649,chr1:66716160-66716649,2,490,10.206484442571757
chr1,66717339,66717678,chr1:66717339-66717678,1,340,9.716686808099029
chr1,66747978,66748387,chr1:66747978-66748387,1,410,10.005052275540582
chr1,66778961,66779513,chr1:66778961-66779513,2,553,10.441782754582075
chr1,66800202,66800555,chr1:66800202-66800555,1,354,9.724445970782712
chr1,66815726,66816360,chr1:66815726-66816360,3,635,10.584213100727155
chr1,66859299,66859884,chr1:66859299-66859884,2,586,10.495581145088588
chr1,66863786,66863913,chr1:66863786-66863913,1,128,8.325955140177566
chr1,66867932,66868143,chr1:66867932-66868143,2,212,9.054871409231179
chr1,67847773,67848018,chr1:67847773-67848018,1,246,9.22788913088713
chr1,67944536,67944823,chr1:67944536-67944823,1,288,9.438277369406359
chr1,68166463,68166766,chr1:68166463-68166766,2,304,9.535360485572662
chr1,68215256,68215932,chr1:68215256-68215932,1,677,10.687041316486305
chr1,68285768,68286070,chr1:68285768-68286070,1,303,9.446912487018986
chr1,68314949,68315302,chr1:68314949-68315302,1,354,9.717450005220831
chr1,68354536,68354908,chr1:68354536-68354908,1,373,9.830367670689153
chr1,68488279,68488394,chr1:68488279-68488394,1,116,7.809419989936649
chr1,68945486,68945782,chr1:68945486-68945782,1,297,9.41395588911579
chr1,70418678,70418852,chr1:70418678-70418852,1,175,8.50571944014952
chr1,70691921,70692281,chr1:70691921-70692281,1,361,9.719337088963186
chr1,70709017,70709466,chr1:70709017-70709466,1,450,9.868159704237659
chr1,70806613,70806974,chr1:70806613-70806974,1,362,9.668971199079786
chr1,71399907,71400234,chr1:71399907-71400234,1,328,9.599496654794434
chr1,72686486,72686621,chr1:72686486-72686621,1,136,8.231865280008648
chr1,72750417,72750888,chr1:72750417-72750888,2,472,10.05520712721691
chr1,73066346,73066731,chr1:73066346-73066731,2,386,9.805261519251212
chr1,73859450,73859778,chr1:73859450-73859778,3,329,9.396172358652873
chr1,74264571,74264859,chr1:74264571-74264859,2,289,9.392162097057849
chr1,75102878,75102994,chr1:75102878-75102994,1,117,8.22843210228509
chr1,75435312,75435653,chr1:75435312-75435653,2,342,9.661378933625468
chr1,75590785,75591155,chr1:75590785-75591155,1,371,9.706747777168374
chr1,76080205,76080672,chr1:76080205-76080672,1,468,9.993642248728353
chr1,77230839,77231032,chr1:77230839-77231032,1,194,8.823243661013034
chr1,77404135,77404353,chr1:77404135-77404353,1,219,9.044578264801059
chr1,78557346,78557710,chr1:78557346-78557710,1,365,9.80656883380256
chr1,79215772,79216132,chr1:79215772-79216132,1,361,9.722259018303461
chr1,80186272,80186571,chr1:80186272-80186571,1,300,9.321692289039147
chr1,82913618,82913898,chr1:82913618-82913898,1,281,9.436166023059041
chr1,84120524,84120814,chr1:84120524-84120814,1,291,9.405609815195369
chr1,84134786,84135032,chr1:84134786-84135032,1,247,9.163583415258154
chr1,84284633,84284926,chr1:84284633-84284926,2,294,9.494024115546125
chr1,84844335,84844468,chr1:84844335-84844468,1,134,8.410576507961622
chr1,84848055,84848491,chr1:84848055-84848491,1,437,10.065364862670107
chr1,85349108,85349420,chr1:85349108-85349420,1,313,9.585798378305276
chr1,85457149,85457643,chr1:85457149-85457643,2,495,10.281325008751068
chr1,85737728,85738105,chr1:85737728-85738105,1,378,9.806988270871695
chr1,85796595,85797055,chr1:85796595-85797055,1,461,10.10631732841898
chr1,85991291,85991622,chr1:85991291-85991622,2,332,9.636549725241172
chr1,86077140,86077408,chr1:86077140-86077408,1,269,9.40493826249336
chr1,86077578,86077925,chr1:86077578-86077925,1,348,9.713316913860822
chr1,86078461,86078819,chr1:86078461-86078819,2,359,9.801398878989913
chr1,87624464,87624629,chr1:87624464-87624629,1,166,8.636996466336612
chr1,87800631,87801610,chr1:87800631-87801610,1,980,11.07408831174399
chr1,88655570,88655742,chr1:88655570-88655742,1,173,8.708503710677693
chr1,88716578,88716942,chr1:88716578-88716942,1,365,9.825852690870498
chr1,88907516,88907759,chr1:88907516-88907759,1,244,9.113230092806962
chr1,89112806,89113177,chr1:89112806-89113177,1,372,9.814933264888607
chr1,89466934,89467175,chr1:89466934-89467175,1,242,9.21195671806091
chr1,89534473,89534797,chr1:89534473-89534797,1,325,9.642819213026868
chr1,89535751,89536015,chr1:89535751-89536015,1,265,9.330826165354189
chr1,89595596,89595852,chr1:89595596-89595852,1,257,9.245557774236026
chr1,90101821,90102213,chr1:90101821-90102213,2,393,9.86072043965864
chr1,90190139,90190909,chr1:90190139-90190909,1,771,10.863474461695702
chr1,90204490,90205244,chr1:90204490-90205244,2,755,10.857186822327566
chr1,90309838,90310280,chr1:90309838-90310280,1,443,10.048934512205248
chr1,90321378,90321621,chr1:90321378-90321621,1,244,9.165990046090133
chr1,90376424,90376756,chr1:90376424-90376756,1,333,9.63016758475142
chr1,91478571,91478975,chr1:91478571-91478975,1,405,9.866123141076784
chr1,92048914,92049154,chr1:92048914-92049154,1,241,9.147306587459548
chr1,94133922,94134283,chr1:94133922-94134283,1,362,9.720086236912492
chr1,94189333,94189558,chr1:94189333-94189558,1,226,9.106277164376396
chr1,94429275,94429464,chr1:94429275-94429464,2,190,8.72791048277579
chr1,95080650,95081082,chr1:95080650-95081082,1,433,10.036301277745077
chr1,95113814,95114327,chr1:95113814-95114327,1,514,10.227781903149916
chr1,95191212,95191391,chr1:95191212-95191391,1,180,8.781348305177838
chr1,95193393,95193837,chr1:95193393-95193837,1,445,10.029714735736057
chr1,95258204,95258621,chr1:95258204-95258621,1,418,9.91796129348712
chr1,95260997,95261398,chr1:95260997-95261398,1,402,9.850581193775282
chr1,95263833,95264301,chr1:95263833-95264301,1,469,10.075721879210066
chr1,95645260,95645496,chr1:95645260-95645496,3,237,9.201574853722102
chr1,97994700,97995088,chr1:97994700-97995088,1,389,9.792173856305347
chr1,98408796,98409171,chr1:98408796-98409171,1,376,9.718087100633984
chr1,98518546,98518920,chr1:98518546-98518920,1,375,9.325514770297072
chr1,98788970,98789228,chr1:98788970-98789228,1,259,9.309539574376572
chr1,99784335,99784593,chr1:99784335-99784593,1,259,9.28544339234281
chr1,100104444,100104686,chr1:100104444-100104686,1,243,9.157316670447381
chr1,100138206,100138591,chr1:100138206-100138591,4,386,9.84223467069611
chr1,100140321,100140582,chr1:100140321-100140582,3,262,9.300601985692092
chr1,100169951,100170218,chr1:100169951-100170218,1,268,9.224707135236097
chr1,100494312,100494735,chr1:100494312-100494735,1,424,10.008817701306485
chr1,100827551,100827774,chr1:100827551-100827774,1,224,9.051095070201974
chr1,100905821,100906168,chr1:100905821-100906168,1,348,9.710989961680024
chr1,100996437,100996829,chr1:100996437-100996829,1,393,9.90279346218022
chr1,101202267,101202571,chr1:101202267-101202571,1,305,9.53430167693492
chr1,101725356,101725679,chr1:101725356-101725679,1,324,9.651323813663613
chr1,101758840,101759229,chr1:101758840-101759229,2,390,9.75904571542759
chr1,101774729,101775525,chr1:101774729-101775525,2,797,10.794946732294683
chr1,101775588,101775858,chr1:101775588-101775858,1,271,9.344794385590186
chr1,101853882,101854194,chr1:101853882-101854194,1,313,9.594646354853223
chr1,101873254,101873661,chr1:101873254-101873661,1,408,9.953466034814088
chr1,103475785,103476234,chr1:103475785-103476234,1,450,10.050631361408003
chr1,108329022,108329589,chr1:108329022-108329589,2,568,10.38534323058651
chr1,108338013,108338351,chr1:108338013-108338351,1,339,9.649624207978292
chr1,108479405,108480123,chr1:108479405-108480123,1,719,10.741948662597315
chr1,108581319,108581798,chr1:108581319-108581798,3,480,10.151437355847355
chr1,108592060,108592279,chr1:108592060-108592279,1,220,9.044538251758468
chr1,108594435,108594579,chr1:108594435-108594579,1,145,8.39683445963283
chr1,108595513,108595797,chr1:108595513-108595797,1,285,9.380525573818431
chr1,108595998,108596525,chr1:108595998-108596525,1,528,10.32952348705917
chr1,108650339,108650754,chr1:108650339-108650754,1,416,9.94871869272666
chr1,108661190,108661332,chr1:108661190-108661332,1,143,8.404450081841501
chr1,108695322,108695861,chr1:108695322-108695861,1,540,10.37385924945223
chr1,109100040,109100237,chr1:109100040-109100237,1,198,8.95311027520146
chr1,109104473,109104583,chr1:109104473-109104583,1,111,8.005220014122244
chr1,109133120,109133338,chr1:109133120-109133338,1,219,9.023596225239716
chr1,109133637,109134097,chr1:109133637-109134097,1,461,10.074228763220951
chr1,109262615,109262764,chr1:109262615-109262764,1,150,8.513011236588335
chr1,109467804,109468470,chr1:109467804-109468470,2,667,10.682305708113994
chr1,109515208,109515609,chr1:109515208-109515609,1,402,9.81265749647745
chr1,109842394,109842833,chr1:109842394-109842833,1,440,10.04230311929889
chr1,109933790,109934137,chr1:109933790-109934137,1,348,9.735861649267429
chr1,110333273,110333688,chr1:110333273-110333688,1,416,9.988910616449488
chr1,110336950,110337403,chr1:110336950-110337403,1,454,10.053940641533917
chr1,110363861,110364229,chr1:110363861-110364229,1,369,9.824777092388954
chr1,110418068,110418377,chr1:110418068-110418377,1,310,9.529740405617307
chr1,110429456,110429734,chr1:110429456-110429734,1,279,9.418199328298368
chr1,110444415,110444738,chr1:110444415-110444738,1,324,9.625170506177598
chr1,110454846,110455290,chr1:110454846-110455290,1,445,10.155483574356616
chr1,110537379,110537528,chr1:110537379-110537528,1,150,8.496200435274753
chr1,110976504,110976901,chr1:110976504-110976901,1,398,9.955231031259782
chr1,111053467,111053812,chr1:111053467-111053812,1,346,9.649504521823124
chr1,111170436,111170835,chr1:111170436-111170835,1,400,9.928235444728955
chr1,111188051,111188448,chr1:111188051-111188448,2,398,9.917044490387882
chr1,111189973,111190443,chr1:111189973-111190443,1,471,10.137024747495028
chr1,111191148,111191392,chr1:111191148-111191392,1,245,9.196489079321015
chr1,111329904,111330079,chr1:111329904-111330079,1,176,8.780870401198856
chr1,111417124,111417532,chr1:111417124-111417532,1,409,9.996947296621382
chr1,111759901,111760085,chr1:111759901-111760085,1,185,8.806857849834435
chr1,111762260,111762740,chr1:111762260-111762740,1,481,10.179946984406614
chr1,111764327,111764759,chr1:111764327-111764759,1,433,10.055003807279935
chr1,112058341,112058601,chr1:112058341-112058601,1,261,9.185911049325725
chr1,113086746,113087141,chr1:113086746-113087141,1,396,9.89076327205296
chr1,113369203,113369427,chr1:113369203-113369427,1,225,9.057587629338427
chr1,114656563,114656717,chr1:114656563-114656717,1,155,8.606208549507665
chr1,114665635,114666029,chr1:114665635-114666029,1,395,9.944846813549697
chr1,115052481,115052766,chr1:115052481-115052766,1,286,9.43025687261025
chr1,115605190,115605611,chr1:115605190-115605611,3,422,9.992394054951907
chr1,115605746,115606114,chr1:115605746-115606114,2,369,9.77200645610978
chr1,115873164,115873576,chr1:115873164-115873576,1,413,9.950837836006203
chr1,115968975,115969167,chr1:115968975-115969167,2,193,8.909023707337896
chr1,116039640,116039989,chr1:116039640-116039989,1,350,9.766184366632684
chr1,116088478,116088732,chr1:116088478-116088732,1,255,9.248293794423057
chr1,116370977,116371565,chr1:116370977-116371565,1,589,10.309128917936693
chr1,116920378,116921129,chr1:116920378-116921129,1,752,10.799893574240045
chr1,117047053,117047428,chr1:117047053-117047428,1,376,9.848237088553894
chr1,117129425,117129671,chr1:117129425-117129671,1,247,9.251445624622036
chr1,117424835,117425013,chr1:117424835-117425013,1,179,8.616210028286751
chr1,117493512,117493635,chr1:117493512-117493635,1,124,8.28074185301814
chr1,118197244,118197521,chr1:118197244-118197521,1,278,9.393821240010865
chr1,118198788,118199247,chr1:118198788-118199247,1,460,10.12056791272196
chr1,118203607,118204114,chr1:118203607-118204114,1,508,10.22760111510057
chr1,118792385,118792801,chr1:118792385-118792801,1,417,9.981134283234313
chr1,119503304,119503581,chr1:119503304-119503581,1,278,9.397518085485165
chr1,119506251,119506502,chr1:119506251-119506502,1,252,9.27204508291431
chr1,143992805,143993078,chr1:143992805-143993078,1,274,9.404203113119296
chr1,144533627,144534178,chr1:144533627-144534178,7,552,10.282386796024161
chr1,144908312,144908601,chr1:144908312-144908601,1,290,9.411318531202914
chr1,144927217,144927550,chr1:144927217-144927550,1,334,9.650482247156932
chr1,145023690,145024549,chr1:145023690-145024549,3,860,11.019056147540866
chr1,145042783,145043227,chr1:145042783-145043227,1,445,10.04506055610163
chr1,145058996,145059322,chr1:145058996-145059322,1,327,9.632833324555191
chr1,145064438,145064839,chr1:145064438-145064839,4,402,9.800439609706066
chr1,145090155,145090603,chr1:145090155-145090603,2,449,10.054022261505787
chr1,145092450,145092883,chr1:145092450-145092883,1,434,9.954189339387487
chr1,145113904,145114998,chr1:145113904-145114998,3,1095,11.314923962877547
chr1,145195834,145196197,chr1:145195834-145196197,1,364,9.815477750553363
chr1,145435103,145435641,chr1:145435103-145435641,4,539,10.385896532056778
chr1,146612089,146612358,chr1:146612089-146612358,1,270,9.348817435177539
chr1,147120817,147121145,chr1:147120817-147121145,2,329,9.651097638085437
chr1,150154529,150154860,chr1:150154529-150154860,1,332,9.59728424622132
chr1,150159099,150159241,chr1:150159099-150159241,1,143,8.22314159804059
chr1,150585815,150586394,chr1:150585815-150586394,1,580,10.412133158526672
chr1,150592182,150592667,chr1:150592182-150592667,1,486,10.179333092573913
chr1,150735950,150736336,chr1:150735950-150736336,2,387,9.756586034018934
chr1,150800498,150800843,chr1:150800498-150800843,1,346,9.657252744108263
chr1,151166314,151166527,chr1:151166314-151166527,2,214,8.827268656194203
chr1,151284018,151284391,chr1:151284018-151284391,1,374,9.832749761232005
chr1,151445792,151446161,chr1:151445792-151446161,1,370,9.667114033594128
chr1,151792678,151793001,chr1:151792678-151793001,1,324,9.649575995151332
chr1,151809390,151809745,chr1:151809390-151809745,2,356,9.799694409290305
chr1,151961675,151962369,chr1:151961675-151962369,2,695,10.747982717862937
chr1,152007615,152008057,chr1:152007615-152008057,1,443,10.131012752507234
chr1,153361312,153361704,chr1:153361312-153361704,2,393,9.87117150625961
chr1,153541018,153541368,chr1:153541018-153541368,1,351,9.670031468245256
chr1,153715466,153715694,chr1:153715466-153715694,1,229,9.109923260026553
