chromosome,start,end,promoter,count,length,s_entropy
chr1,11321608,11323608,chr1:11321608-11323608,2,2001,12.198620869397775
chr1,11723149,11725149,chr1:11723149-11725149,1,2001,12.243920339734029
chr1,11821249,11823249,chr1:11821249-11823249,1,2001,12.282909616252027
chr1,11917992,11919992,chr1:11917992-11919992,2,2001,12.275568142268233
chr1,11985485,11987485,chr1:11985485-11987485,1,2001,12.209880044001627
chr1,11993723,11995723,chr1:11993723-11995723,1,2001,12.2523339680813
chr1,12039237,12041237,chr1:12039237-12041237,1,2001,12.256462442310756
chr1,12122433,12124433,chr1:12122433-12124433,1,2001,11.016001078083104
chr1,12226059,12228059,chr1:12226059-12228059,1,2001,12.233057283474464
chr1,12675788,12677788,chr1:12675788-12677788,1,2001,12.270323347828002
chr1,12805133,12807133,chr1:12805133-12807133,1,2001,12.24468639877625
chr1,12833990,12835990,chr1:12833990-12835990,1,2001,12.288150724633907
chr1,12890264,12892264,chr1:12890264-12892264,4,2001,12.21374093792441
chr1,12915940,12917940,chr1:12915940-12917940,5,2001,12.239425451776977
chr1,13839242,13841242,chr1:13839242-13841242,1,2001,12.284959106516071
chr1,13909251,13911251,chr1:13909251-13911251,3,2001,12.274250018675245
chr1,13910966,13912966,chr1:13910966-13912966,3,2001,12.250707388907223
chr1,14030349,14032349,chr1:14030349-14032349,2,2001,12.210597628062102
chr1,14074875,14076875,chr1:14074875-14076875,1,2001,12.25637088017873
chr1,15271414,15273414,chr1:15271414-15273414,2,2001,12.269853608334364
chr1,15497120,15499120,chr1:15497120-15499120,1,2001,12.265736028200674
chr1,15763937,15765937,chr1:15763937-15765937,1,2001,12.192968472151172
chr1,15782222,15784222,chr1:15782222-15784222,5,2001,12.212438283527627
chr1,15850285,15852285,chr1:15850285-15852285,1,2001,12.070084085392772
chr1,15852307,15854307,chr1:15852307-15854307,1,2001,12.242477669955512
chr1,15910605,15912605,chr1:15910605-15912605,3,2001,12.151644863634159
chr1,15985207,15987207,chr1:15985207-15987207,1,2001,12.241185854842108
chr1,16009797,16011797,chr1:16009797-16011797,1,2001,12.103494007181675
chr1,16133194,16135194,chr1:16133194-16135194,2,2001,12.195600308306656
chr1,16173358,16175358,chr1:16173358-16175358,1,2001,12.270246389378618
chr1,16301627,16303627,chr1:16301627-16303627,1,2001,12.2578524443002
chr1,16345089,16347089,chr1:16345089-16347089,1,2001,12.308183359875606
chr1,16347485,16349485,chr1:16347485-16349485,1,2001,12.30134323822945
chr1,16369230,16371230,chr1:16369230-16371230,1,2001,12.28816656672349
chr1,16399127,16401127,chr1:16399127-16401127,1,2001,12.226475305164966
chr1,16481604,16483604,chr1:16481604-16483604,3,2001,12.28196344992538
chr1,16762919,16764919,chr1:16762919-16764919,3,2001,12.150304273666316
chr1,16939100,16941100,chr1:16939100-16941100,7,2001,12.264834641251392
chr1,17089975,17091975,chr1:17089975-17091975,5,2001,12.281255475121135
chr1,17247444,17249444,chr1:17247444-17249444,1,2001,12.291739183540358
chr1,17307081,17309081,chr1:17307081-17309081,2,2001,12.221751264427946
chr1,17337467,17339467,chr1:17337467-17339467,1,2001,12.27927636050417
chr1,17379665,17381665,chr1:17379665-17381665,1,2001,12.173246620253977
chr1,17574592,17576592,chr1:17574592-17576592,1,2001,12.237613003940858
chr1,17633689,17635689,chr1:17633689-17635689,2,2001,12.243173998769633
chr1,17697690,17699690,chr1:17697690-17699690,1,2001,12.290679257570842
chr1,17764059,17766059,chr1:17764059-17766059,1,2001,12.270579337778992
chr1,17906047,17908047,chr1:17906047-17908047,1,2001,12.257881109703272
chr1,18080807,18082807,chr1:18080807-18082807,2,2001,12.243599247027696
chr1,18433239,18435239,chr1:18433239-18435239,2,2001,12.213544393514152
chr1,18806423,18808423,chr1:18806423-18808423,2,2001,12.284985490002805
chr1,19185155,19187155,chr1:19185155-19187155,1,2001,12.25811916315426
chr1,19216385,19218385,chr1:19216385-19218385,2,2001,12.251567088076945
chr1,19535746,19537746,chr1:19535746-19537746,1,2001,12.262925997287889
chr1,19922470,19924470,chr1:19922470-19924470,2,2001,12.25339865947142
chr1,20125514,20127514,chr1:20125514-20127514,1,2001,12.266068601543694
chr1,20140771,20142771,chr1:20140771-20142771,2,2001,12.278143641217946
chr1,20395700,20397700,chr1:20395700-20397700,2,2001,12.191962809414607
chr1,20502857,20504857,chr1:20502857-20504857,1,2001,12.249594247320744
chr1,20616411,20618411,chr1:20616411-20618411,1,2001,12.225721360170523
chr1,21043510,21045510,chr1:21043510-21045510,1,2001,12.228346237649081
chr1,21058133,21060133,chr1:21058133-21060133,1,2001,12.192158431435715
chr1,21436876,21438876,chr1:21436876-21438876,1,2001,12.178337520578355
chr1,21994873,21996873,chr1:21994873-21996873,1,2001,12.30824799592635
chr1,22108692,22110692,chr1:22108692-22110692,2,2001,12.272973100716714
chr1,22302386,22304386,chr1:22302386-22304386,1,2001,12.251238686195562
chr1,22327148,22329148,chr1:22327148-22329148,2,2001,12.256404058699871
chr1,22378119,22380119,chr1:22378119-22380119,3,2001,12.225894058710571
chr1,22777343,22779343,chr1:22777343-22779343,2,2001,12.27535674857119
chr1,22961998,22963998,chr1:22961998-22963998,1,2001,12.26377664955402
chr1,22978473,22980473,chr1:22978473-22980473,1,2001,12.267083786342221
chr1,23290923,23292923,chr1:23290923-23292923,3,2001,12.248478713925001
chr1,23341343,23343343,chr1:23341343-23343343,1,2001,12.12886683616786
chr1,23344940,23346940,chr1:23344940-23346940,2,2001,12.239730420962408
chr1,23520222,23522222,chr1:23520222-23522222,1,2001,12.259860528823735
chr1,23856712,23858712,chr1:23856712-23858712,1,2001,12.273204457676865
chr1,23885285,23887285,chr1:23885285-23887285,1,2001,12.285071262834148
chr1,23952823,23954823,chr1:23952823-23954823,1,2001,12.186766301176563
chr1,24017268,24019268,chr1:24017268-24019268,2,2001,12.229502322141927
chr1,24068855,24070855,chr1:24068855-24070855,1,2001,12.25474466812863
chr1,24103875,24105875,chr1:24103875-24105875,2,2001,12.25239046297973
chr1,24126034,24128034,chr1:24126034-24128034,1,2001,12.288371466087098
chr1,24150949,24152949,chr1:24150949-24152949,2,2001,12.224138036528473
chr1,24193859,24195859,chr1:24193859-24195859,1,2001,12.241515642954331
chr1,24512765,24514765,chr1:24512765-24514765,1,2001,12.231083573632253
chr1,24645055,24647055,chr1:24645055-24647055,3,2001,12.288974179036057
chr1,24648529,24650529,chr1:24648529-24650529,3,2001,12.26368845502165
chr1,24738976,24740976,chr1:24738976-24740976,3,2001,12.224170737927347
chr1,24739262,24741262,chr1:24739262-24741262,3,2001,12.187244923074163
chr1,24740587,24742587,chr1:24740587-24742587,1,2001,12.206862427883955
chr1,24741244,24743244,chr1:24741244-24743244,2,2001,12.263793637060296
chr1,24828386,24830386,chr1:24828386-24830386,1,2001,12.226158132453776
chr1,24968593,24970593,chr1:24968593-24970593,1,2001,12.268902598918887
chr1,25290501,25292501,chr1:25290501-25292501,1,2001,12.29456631133116
chr1,25558013,25560013,chr1:25558013-25560013,2,2001,12.268861831933002
chr1,25597976,25599976,chr1:25597976-25599976,1,2001,12.26316601382392
chr1,26145396,26147396,chr1:26145396-26147396,1,2001,12.225723565012268
chr1,26184949,26186949,chr1:26184949-26186949,3,2001,12.24469058960172
chr1,26231993,26233993,chr1:26231993-26233993,1,2001,12.284344797384096
chr1,26323648,26325648,chr1:26323648-26325648,3,2001,12.272269423004525
chr1,26371629,26373629,chr1:26371629-26373629,1,2001,12.305444111682617
chr1,26484510,26486510,chr1:26484510-26486510,1,2001,12.320425819126514
chr1,26516118,26518118,chr1:26516118-26518118,3,2001,12.285327602053634
chr1,26559643,26561643,chr1:26559643-26561643,2,2001,12.263466907488274
chr1,26605212,26607212,chr1:26605212-26607212,2,2001,12.281342252602673
chr1,26632195,26634195,chr1:26632195-26634195,1,2001,12.260706412783762
chr1,26643410,26645410,chr1:26643410-26645410,1,2001,12.282245003097794
chr1,26643756,26645756,chr1:26643756-26645756,1,2001,12.279263768212566
chr1,26679621,26681621,chr1:26679621-26681621,1,2001,12.302295074390013
chr1,26698285,26700285,chr1:26698285-26700285,3,2001,12.2281983805961
chr1,26757772,26759772,chr1:26757772-26759772,1,2001,12.249626733285453
chr1,26855248,26857248,chr1:26855248-26857248,1,2001,12.249021212926687
chr1,27225962,27227962,chr1:27225962-27227962,1,2001,12.235715318795885
chr1,27239567,27241567,chr1:27239567-27241567,4,2001,12.096511179982873
chr1,27285901,27287901,chr1:27285901-27287901,1,2001,12.285413184838433
chr1,27338333,27340333,chr1:27338333-27340333,1,2001,12.245682272129518
chr1,27480621,27482621,chr1:27480621-27482621,1,2001,12.251336457565444
chr1,27647635,27649635,chr1:27647635-27649635,2,2001,12.23469650093059
chr1,27667482,27669482,chr1:27667482-27669482,1,2001,12.244046064624303
chr1,27700343,27702343,chr1:27700343-27702343,2,2001,12.271205330028765
chr1,27952106,27954106,chr1:27952106-27954106,1,2001,12.21272404671405
chr1,27997724,27999724,chr1:27997724-27999724,1,2001,12.219016120675441
chr1,28051489,28053489,chr1:28051489-28053489,1,2001,12.283311399145715
chr1,28098693,28100693,chr1:28098693-28100693,1,2001,12.256173245559983
chr1,28198053,28200053,chr1:28198053-28200053,1,2001,12.2704558504488
chr1,28260465,28262465,chr1:28260465-28262465,1,2001,12.227303079730145
chr1,28414148,28416148,chr1:28414148-28416148,2,2001,12.205549237544243
chr1,28502455,28504455,chr1:28502455-28504455,1,2001,12.26208134840234
chr1,28558542,28560542,chr1:28558542-28560542,2,2001,12.193257603446325
chr1,28584962,28586962,chr1:28584962-28586962,1,2001,12.302992318808103
chr1,28654512,28656512,chr1:28654512-28656512,2,2001,12.13218183457302
chr1,28695064,28697064,chr1:28695064-28697064,1,2001,12.254215217913973
chr1,28843744,28845744,chr1:28843744-28845744,3,2001,12.250782688641886
chr1,28878528,28880528,chr1:28878528-28880528,1,2001,12.041263614864807
chr1,28917711,28919711,chr1:28917711-28919711,1,2001,12.297885995944226
chr1,28918006,28920006,chr1:28918006-28920006,1,2001,12.301577504817008
chr1,29062135,29064135,chr1:29062135-29064135,1,2001,12.262881777996016
chr1,29137653,29139653,chr1:29137653-29139653,2,2001,12.268753706899165
chr1,29507637,29509637,chr1:29507637-29509637,2,2001,12.25192583262427
chr1,29562027,29564027,chr1:29562027-29564027,1,2001,12.219333158990805
chr1,31195432,31197432,chr1:31195432-31197432,1,2001,12.28422986906856
chr1,31229683,31231683,chr1:31229683-31231683,2,2001,12.301874881887224
chr1,31537564,31539564,chr1:31537564-31539564,3,2001,12.250434428268903
chr1,31768644,31770644,chr1:31768644-31770644,2,2001,12.250560126047093
chr1,31768828,31770828,chr1:31768828-31770828,3,2001,12.25396251711571
chr1,31845135,31847135,chr1:31845135-31847135,3,2001,12.277843698548798
chr1,31882020,31884020,chr1:31882020-31884020,1,2001,12.259817870691938
chr1,32168768,32170768,chr1:32168768-32170768,1,2001,12.27474703386582
chr1,32228664,32230664,chr1:32228664-32230664,1,2001,12.20063433012871
chr1,32402988,32404988,chr1:32402988-32404988,1,2001,12.212485398974481
chr1,32572643,32574643,chr1:32572643-32574643,1,2001,12.235974781756871
chr1,32664986,32666986,chr1:32664986-32666986,1,2001,12.292772960213847
chr1,32673694,32675694,chr1:32673694-32675694,1,2001,12.250442087390507
chr1,32686972,32688972,chr1:32686972-32688972,1,2001,12.275409467474796
chr1,32738711,32740711,chr1:32738711-32740711,2,2001,12.214036944228425
chr1,32756707,32758707,chr1:32756707-32758707,1,2001,12.272830061439306
chr1,32800840,32802840,chr1:32800840-32802840,1,2001,12.273694970436738
chr1,32859062,32861062,chr1:32859062-32861062,1,2001,12.266554541300836
chr1,33115191,33117191,chr1:33115191-33117191,1,2001,12.22707066661072
chr1,33115748,33117748,chr1:33115748-33117748,1,2001,12.266309127790011
chr1,33167361,33169361,chr1:33167361-33169361,1,2001,12.28450893170793
chr1,33282042,33284042,chr1:33282042-33284042,4,2001,12.287049353093938
chr1,33282118,33284118,chr1:33282118-33284118,4,2001,12.289373058263035
chr1,33282633,33284633,chr1:33282633-33284633,3,2001,12.292063286932482
chr1,33335414,33337414,chr1:33335414-33337414,1,2001,12.300995814266143
chr1,33351097,33353097,chr1:33351097-33353097,1,2001,12.296088149661022
chr1,33366041,33368041,chr1:33366041-33368041,1,2001,12.284023043766409
chr1,33429414,33431414,chr1:33429414-33431414,2,2001,12.257563136948997
chr1,33501512,33503512,chr1:33501512-33503512,2,2001,12.251475528339995
chr1,33545713,33547713,chr1:33545713-33547713,1,2001,12.285004434441326
chr1,33641151,33643151,chr1:33641151-33643151,1,2001,12.198603543861289
chr1,33785699,33787699,chr1:33785699-33787699,1,2001,12.280094064972642
chr1,34325075,34327075,chr1:34325075-34327075,2,2001,12.221208861684577
chr1,34631483,34633483,chr1:34631483-34633483,1,2001,12.296991558310728
chr1,34641552,34643552,chr1:34641552-34643552,2,2001,12.28942896914451
chr1,35224341,35226341,chr1:35224341-35226341,2,2001,12.287399646253684
chr1,35245789,35247789,chr1:35245789-35247789,1,2001,12.261474619231251
chr1,35246910,35248910,chr1:35246910-35248910,3,2001,12.298316504528865
chr1,35257598,35259598,chr1:35257598-35259598,1,2001,12.286549961494678
chr1,35323646,35325646,chr1:35323646-35325646,1,2001,12.259470903390485
chr1,35324417,35326417,chr1:35324417-35326417,1,2001,12.262714982690161
chr1,35394186,35396186,chr1:35394186-35396186,1,2001,12.252987293891636
chr1,35496569,35498569,chr1:35496569-35498569,2,2001,12.184509914922
chr1,35524386,35526386,chr1:35524386-35526386,1,2001,12.131513157305202
chr1,35543963,35545963,chr1:35543963-35545963,1,2001,12.190210492047681
chr1,35733567,35735567,chr1:35733567-35735567,1,2001,12.265662935317673
chr1,36022037,36024037,chr1:36022037-36024037,1,2001,12.282720983221184
chr1,36022392,36024392,chr1:36022392-36024392,1,2001,12.286586300007626
chr1,36181512,36183512,chr1:36181512-36183512,1,2001,12.248130750506446
chr1,36272827,36274827,chr1:36272827-36274827,1,2001,12.212564034181211
chr1,36347795,36349795,chr1:36347795-36349795,1,2001,12.281129086964539
chr1,36395682,36397682,chr1:36395682-36397682,1,2001,12.257275838547667
chr1,36548675,36550675,chr1:36548675-36550675,3,2001,12.271792195408798
chr1,36589685,36591685,chr1:36589685-36591685,1,2001,12.29314816440037
chr1,36614115,36616115,chr1:36614115-36616115,1,2001,12.265837883393349
chr1,36689012,36691012,chr1:36689012-36691012,1,2001,12.278370724510333
chr1,36689016,36691016,chr1:36689016-36691016,1,2001,12.278212550483815
chr1,36770993,36772993,chr1:36770993-36772993,2,2001,12.29022833315251
chr1,36929040,36931040,chr1:36929040-36931040,2,2001,12.252050586943776
chr1,37498844,37500844,chr1:37498844-37500844,1,2001,12.286815693021948
chr1,37939118,37941118,chr1:37939118-37941118,2,2001,12.249278198557947
chr1,37979420,37981420,chr1:37979420-37981420,2,2001,12.271987684378246
chr1,38021519,38023519,chr1:38021519-38023519,3,2001,12.29195926023102
chr1,38099595,38101595,chr1:38099595-38101595,1,2001,12.29874941231167
chr1,38229824,38231824,chr1:38229824-38231824,4,2001,12.223065727102851
chr1,38260159,38262159,chr1:38260159-38262159,1,2001,12.279045088948939
chr1,38272472,38274472,chr1:38272472-38274472,1,2001,12.276754385959938
chr1,38272865,38274865,chr1:38272865-38274865,1,2001,12.276369852997684
chr1,38324292,38326292,chr1:38324292-38326292,1,2001,12.26999148449914
chr1,38454782,38456782,chr1:38454782-38456782,2,2001,12.140208550332305
chr1,38470187,38472187,chr1:38470187-38472187,1,2001,12.29487067233848
chr1,38477383,38479383,chr1:38477383-38479383,2,2001,12.197144159721338
chr1,39324495,39326495,chr1:39324495-39326495,1,2001,12.256826705284922
chr1,39346298,39348298,chr1:39346298-39348298,1,2001,11.919144181558192
chr1,39394185,39396185,chr1:39394185-39396185,1,2001,12.242681464940407
chr1,39455915,39457915,chr1:39455915-39457915,1,2001,12.262099388434454
chr1,39548838,39550838,chr1:39548838-39550838,2,2001,12.2191027644033
chr1,39956317,39958317,chr1:39956317-39958317,1,2001,12.268633664953905
chr1,40041521,40043521,chr1:40041521-40043521,1,2001,12.232543497406095
chr1,40136710,40138710,chr1:40136710-40138710,1,2001,12.301867585132873
chr1,40203516,40205516,chr1:40203516-40205516,2,2001,12.222362828534994
chr1,40348183,40350183,chr1:40348183-40350183,1,2001,12.231371175778285
chr1,40419783,40421783,chr1:40419783-40421783,1,2001,12.274988400227963
chr1,40505254,40507254,chr1:40505254-40507254,1,2001,12.29553710009064
chr1,40562142,40564142,chr1:40562142-40564142,2,2001,12.219878684537909
chr1,40626040,40628040,chr1:40626040-40628040,1,2001,12.261708940209898
chr1,40712572,40714572,chr1:40712572-40714572,1,2001,12.219149097420079
chr1,40722721,40724721,chr1:40722721-40724721,2,2001,12.242475679005237
chr1,40781939,40783939,chr1:40781939-40783939,1,2001,12.288745689359875
chr1,40838377,40840377,chr1:40838377-40840377,1,2001,12.21179712218763
chr1,40839304,40841304,chr1:40839304-40841304,1,2001,12.19425751660147
chr1,41130324,41132324,chr1:41130324-41132324,1,2001,12.289495264469737
chr1,41443970,41445970,chr1:41443970-41445970,3,2001,12.267675013521796
chr1,41453119,41455119,chr1:41453119-41455119,3,2001,12.259517201956418
chr1,41486427,41488427,chr1:41486427-41488427,1,2001,12.304126489435575
chr1,41626104,41628104,chr1:41626104-41628104,3,2001,12.224696618487572
chr1,42618091,42620091,chr1:42618091-42620091,2,2001,12.287420017538162
chr1,42800548,42802548,chr1:42800548-42802548,1,2001,12.25587551674693
chr1,42845467,42847467,chr1:42845467-42847467,1,2001,12.281591248396463
chr1,42997690,42999690,chr1:42997690-42999690,1,2001,12.213365469060676
chr1,43123047,43125047,chr1:43123047-43125047,1,2001,12.259258689543575
chr1,43290248,43292248,chr1:43290248-43292248,2,2001,12.243686514712817
chr1,43311243,43313243,chr1:43311243-43313243,1,2001,12.217849967950782
chr1,43612593,43614593,chr1:43612593-43614593,2,2001,12.240507067213555
chr1,43734664,43736664,chr1:43734664-43736664,2,2001,12.281235416311633
chr1,43750250,43752250,chr1:43750250-43752250,1,2001,12.292052923184245
chr1,43750288,43752288,chr1:43750288-43752288,1,2001,12.290038146804656
chr1,43854483,43856483,chr1:43854483-43856483,1,2001,12.261446535518473
chr1,43854555,43856555,chr1:43854555-43856555,1,2001,12.255152715690617
chr1,43990707,43992707,chr1:43990707-43992707,2,2001,12.253018331988786
chr1,44114796,44116796,chr1:44114796-44116796,1,2001,12.26422091996352
chr1,44172203,44174203,chr1:44172203-44174203,1,2001,12.270550557901178
chr1,44411477,44413477,chr1:44411477-44413477,1,2001,12.284094544462793
chr1,44434652,44436652,chr1:44434652-44436652,3,2001,12.257506679485916
chr1,44482012,44484012,chr1:44482012-44484012,1,2001,12.231311319337651
chr1,44583521,44585521,chr1:44583521-44585521,1,2001,12.224243935585346
chr1,44678124,44680124,chr1:44678124-44680124,1,2001,12.280627064571782
chr1,44819951,44821951,chr1:44819951-44821951,1,2001,12.266691003625013
chr1,44869831,44871831,chr1:44869831-44871831,1,2001,12.244932401526908
chr1,45240245,45242245,chr1:45240245-45242245,1,2001,12.272805393616974
chr1,45252426,45254426,chr1:45252426-45254426,1,2001,12.262156345912997
chr1,45271957,45273957,chr1:45271957-45273957,2,2001,12.316522748531137
chr1,45273153,45275153,chr1:45273153-45275153,2,2001,12.30859687375428
chr1,45451394,45453394,chr1:45451394-45453394,1,2001,12.227640142881784
chr1,45476804,45478804,chr1:45476804-45478804,1,2001,12.27795875048006
chr1,45791544,45793544,chr1:45791544-45793544,1,2001,12.256633279172023
chr1,45805142,45807142,chr1:45805142-45807142,1,2001,12.274774146442379
chr1,45955840,45957840,chr1:45955840-45957840,1,2001,12.269531637548837
chr1,45964855,45966855,chr1:45964855-45966855,3,2001,12.20634519867464
chr1,45986610,45988610,chr1:45986610-45988610,1,2001,12.267252154765552
chr1,45987562,45989562,chr1:45987562-45989562,1,2001,12.104161181544324
chr1,46015454,46017454,chr1:46015454-46017454,2,2001,12.23106207053152
chr1,46048659,46050659,chr1:46048659-46050659,1,2001,12.263456002368658
chr1,46088731,46090731,chr1:46088731-46090731,1,2001,12.278717195833098
chr1,46151302,46153302,chr1:46151302-46153302,1,2001,12.26861509442233
chr1,46152846,46154846,chr1:46152846-46154846,1,2001,12.244251999559298
chr1,46215485,46217485,chr1:46215485-46217485,1,2001,12.257991690012453
chr1,46597380,46599380,chr1:46597380-46599380,1,2001,12.279254009453627
chr1,46597708,46599708,chr1:46597708-46599708,1,2001,12.300770618853308
chr1,46639748,46641748,chr1:46639748-46641748,1,2001,12.245135536611464
chr1,46668005,46670005,chr1:46668005-46670005,1,2001,12.186947459821292
chr1,46805849,46807849,chr1:46805849-46807849,1,2001,12.295007544673231
chr1,46971667,46973667,chr1:46971667-46973667,2,2001,12.236356631242407
chr1,47068966,47070966,chr1:47068966-47070966,2,2001,12.27859765998939
chr1,47079805,47081805,chr1:47079805-47081805,1,2001,12.297081792280673
chr1,47133099,47135099,chr1:47133099-47135099,1,2001,12.275871930407861
chr1,47263669,47265669,chr1:47263669-47265669,1,2001,12.282317367354912
chr1,47406156,47408156,chr1:47406156-47408156,3,2001,12.243717123307622
chr1,47488239,47490239,chr1:47488239-47490239,1,2001,12.236390237906981
chr1,47532159,47534159,chr1:47532159-47534159,2,2001,12.237432005057517
chr1,47602096,47604096,chr1:47602096-47604096,3,2001,12.243179904698666
chr1,47654771,47656771,chr1:47654771-47656771,2,2001,12.31422021300257
chr1,47778819,47780819,chr1:47778819-47780819,2,2001,12.233459658433572
chr1,47798468,47800468,chr1:47798468-47800468,2,2001,12.273900281206178
chr1,48461562,48463562,chr1:48461562-48463562,1,2001,12.281890761432711
chr1,48687356,48689356,chr1:48687356-48689356,1,2001,12.285008474515559
chr1,48936880,48938880,chr1:48936880-48938880,2,2001,12.253220513992
chr1,49241641,49243641,chr1:49241641-49243641,1,2001,12.283013388857748
chr1,50488626,50490626,chr1:50488626-50490626,2,2001,12.273453990666646
chr1,50573591,50575591,chr1:50573591-50575591,3,2001,12.245133775751873
chr1,50888119,50890119,chr1:50888119-50890119,1,2001,12.289807705503604
chr1,51433366,51435366,chr1:51433366-51435366,1,2001,12.292934709124182
chr1,51566899,51568899,chr1:51566899-51568899,3,2001,12.177525308599826
chr1,51700944,51702944,chr1:51700944-51702944,1,2001,12.265813343178053
chr1,51886793,51888793,chr1:51886793-51888793,3,2001,12.189656659519255
chr1,51983995,51985995,chr1:51983995-51985995,1,2001,12.251471935114695
chr1,52194485,52196485,chr1:52194485-52196485,1,2001,12.24904525157488
chr1,52343609,52345609,chr1:52343609-52345609,1,2001,12.267148023654816
chr1,52455436,52457436,chr1:52455436-52457436,1,2001,12.260820444647454
chr1,52869143,52871143,chr1:52869143-52871143,3,2001,12.25556710301736
chr1,52869218,52871218,chr1:52869218-52871218,3,2001,12.247851558021592
chr1,53017762,53019762,chr1:53017762-53019762,3,2001,12.271636217237582
chr1,53163038,53165038,chr1:53163038-53165038,2,2001,12.234162228118839
chr1,53191130,53193130,chr1:53191130-53193130,1,2001,12.231652390932902
chr1,53307182,53309182,chr1:53307182-53309182,1,2001,12.156009950659382
chr1,53386446,53388446,chr1:53386446-53388446,3,2001,12.236880314338793
chr1,53526723,53528723,chr1:53526723-53528723,1,2001,12.277182273681367
chr1,53607304,53609304,chr1:53607304-53609304,2,2001,12.278960891357103
chr1,53661100,53663100,chr1:53661100-53663100,1,2001,12.28122733547766
