chromosome,start,end,promoter,count,length,s_entropy
chr1,2517188,2519188,chr1:2517188-2519188,2,2001,11.49831732551791
chr1,2984741,2986741,chr1:2984741-2986741,2,2001,11.476270498046247
chr1,3370146,3372146,chr1:3370146-3372146,1,2001,11.468238247149795
chr1,3527059,3529059,chr1:3527059-3529059,2,2001,11.455143800900046
chr1,3565671,3567671,chr1:3565671-3567671,3,2001,11.42210765437516
chr1,3568128,3570128,chr1:3568128-3570128,2,2001,11.49866365250709
chr1,3712068,3714068,chr1:3712068-3714068,1,2001,11.499263557669815
chr1,3772797,3774797,chr1:3772797-3774797,1,2001,11.480415396781666
chr1,3772830,3774830,chr1:3772830-3774830,1,2001,11.482813939110569
chr1,4714104,4716104,chr1:4714104-4716104,1,2001,11.566147855246207
chr1,6051533,6053533,chr1:6051533-6053533,1,2001,11.481147936447533
chr1,6093347,6095347,chr1:6093347-6095347,1,2001,11.476469033153512
chr1,6239194,6241194,chr1:6239194-6241194,3,2001,11.529571662511833
chr1,6265188,6267188,chr1:6265188-6267188,1,2001,11.506821360366063
chr1,6320035,6322035,chr1:6320035-6322035,1,2001,11.487460251542263
chr1,6478979,6480979,chr1:6478979-6480979,1,2001,11.535267106842257
chr1,6556484,6558484,chr1:6556484-6558484,1,2001,11.454010544611018
chr1,6639050,6641050,chr1:6639050-6641050,1,2001,11.507031122112254
chr1,6760966,6762966,chr1:6760966-6762966,2,2001,11.49035349121223
chr1,6844383,6846383,chr1:6844383-6846383,4,2001,11.478385147701307
chr1,7912104,7914104,chr1:7912104-7914104,2,2001,11.679454831678855
chr1,8377144,8379144,chr1:8377144-8379144,2,2001,11.49459022285151
chr1,8938151,8940151,chr1:8938151-8940151,1,2001,11.493778192911037
chr1,9004892,9006892,chr1:9004892-9006892,1,2001,11.495965490937122
chr1,9128887,9130887,chr1:9128887-9130887,1,2001,11.520814813312777
chr1,9188229,9190229,chr1:9188229-9190229,1,2001,11.40224252452488
chr1,9351940,9353940,chr1:9351940-9353940,1,2001,11.453676323635026
chr1,9710788,9712788,chr1:9710788-9712788,2,2001,11.483261856985903
chr1,9748602,9750602,chr1:9748602-9750602,2,2001,11.451787286040055
chr1,9969316,9971316,chr1:9969316-9971316,2,2001,11.48637429230164
chr1,10056254,10058254,chr1:10056254-10058254,1,2001,11.480597643712045
chr1,10458048,10460048,chr1:10458048-10460048,1,2001,11.535243328954687
chr1,11041094,11043094,chr1:11041094-11043094,2,2001,11.377695915835686
chr1,11071678,11073678,chr1:11071678-11073678,1,2001,11.49920097936523
chr1,11119091,11121091,chr1:11119091-11121091,1,2001,11.505484627254573
chr1,11158967,11160967,chr1:11158967-11160967,1,2001,11.458232562636072
chr1,11248345,11250345,chr1:11248345-11250345,1,2001,11.572636119763251
chr1,11321608,11323608,chr1:11321608-11323608,1,2001,11.457134986964972
chr1,11538294,11540294,chr1:11538294-11540294,2,2001,11.518468432085895
chr1,11713431,11715431,chr1:11713431-11715431,1,2001,11.459730427826017
chr1,11713888,11715888,chr1:11713888-11715888,1,2001,11.46904152301897
chr1,11713913,11715913,chr1:11713913-11715913,1,2001,11.46967925143544
chr1,11723149,11725149,chr1:11723149-11725149,1,2001,11.478983538871892
chr1,11740271,11742271,chr1:11740271-11742271,1,2001,11.497415984412617
chr1,11750678,11752678,chr1:11750678-11752678,1,2001,11.519438849356412
chr1,11750780,11752780,chr1:11750780-11752780,1,2001,11.516936087935697
chr1,11821249,11823249,chr1:11821249-11823249,2,2001,11.447354666356421
chr1,11865152,11867152,chr1:11865152-11867152,1,2001,11.480636029470137
chr1,11865160,11867160,chr1:11865160-11867160,1,2001,11.478607457120383
chr1,11906840,11908840,chr1:11906840-11908840,1,2001,11.462737333615165
chr1,11917992,11919992,chr1:11917992-11919992,1,2001,11.466822425191692
chr1,12039237,12041237,chr1:12039237-12041237,2,2001,11.47390249378434
chr1,12226059,12228059,chr1:12226059-12228059,1,2001,11.449383080867374
chr1,12676737,12678737,chr1:12676737-12678737,1,2001,11.46522422559998
chr1,12703565,12705565,chr1:12703565-12705565,1,2001,11.241371240899042
chr1,12805133,12807133,chr1:12805133-12807133,2,2001,11.629554024609151
chr1,12833990,12835990,chr1:12833990-12835990,1,2001,11.515129778372053
chr1,12850545,12852545,chr1:12850545-12852545,1,2001,11.623638002217398
chr1,12915940,12917940,chr1:12915940-12917940,1,2001,11.611181238034892
chr1,13839242,13841242,chr1:13839242-13841242,1,2001,11.494265054961168
chr1,13909251,13911251,chr1:13909251-13911251,1,2001,11.495728546735839
chr1,13910966,13912966,chr1:13910966-13912966,3,2001,11.512991888389827
chr1,14030349,14032349,chr1:14030349-14032349,1,2001,11.637290143830082
chr1,14074875,14076875,chr1:14074875-14076875,1,2001,11.517033679221544
chr1,15271414,15273414,chr1:15271414-15273414,3,2001,11.49050515113243
chr1,15478027,15480027,chr1:15478027-15480027,2,2001,11.488919469913334
chr1,15479228,15481228,chr1:15479228-15481228,2,2001,11.528244378622313
chr1,15497120,15499120,chr1:15497120-15499120,2,2001,11.476321291526844
chr1,15763937,15765937,chr1:15763937-15765937,1,2001,11.447017889880676
chr1,15852307,15854307,chr1:15852307-15854307,1,2001,11.539046082047523
chr1,15910605,15912605,chr1:15910605-15912605,1,2001,11.417459279284953
chr1,15942952,15944952,chr1:15942952-15944952,1,2001,11.500423512058553
chr1,15985207,15987207,chr1:15985207-15987207,1,2001,11.694369646763532
chr1,16173358,16175358,chr1:16173358-16175358,1,2001,11.558262396193859
chr1,16301627,16303627,chr1:16301627-16303627,2,2001,11.521165793814996
chr1,16347485,16349485,chr1:16347485-16349485,1,2001,11.445094810422294
chr1,16399127,16401127,chr1:16399127-16401127,4,2001,11.44073488989628
chr1,16481604,16483604,chr1:16481604-16483604,1,2001,11.470740993191532
chr1,16692524,16694524,chr1:16692524-16694524,1,2001,11.453264189108053
chr1,16762919,16764919,chr1:16762919-16764919,2,2001,11.446187855775172
chr1,16939100,16941100,chr1:16939100-16941100,2,2001,11.495038457955149
chr1,17247444,17249444,chr1:17247444-17249444,2,2001,11.446355059803375
chr1,17307081,17309081,chr1:17307081-17309081,1,2001,11.42879846708836
chr1,17379665,17381665,chr1:17379665-17381665,1,2001,11.393369857011718
chr1,17444948,17446948,chr1:17444948-17446948,4,2001,11.45206693102416
chr1,17530620,17532620,chr1:17530620-17532620,2,2001,11.494064670281947
chr1,17574592,17576592,chr1:17574592-17576592,2,2001,11.453652799678682
chr1,17633689,17635689,chr1:17633689-17635689,3,2001,11.481812338547307
chr1,18080807,18082807,chr1:18080807-18082807,2,2001,11.388011565772617
chr1,19185155,19187155,chr1:19185155-19187155,2,2001,11.459004482356637
chr1,19216385,19218385,chr1:19216385-19218385,3,2001,11.42371897283999
chr1,19281826,19283826,chr1:19281826-19283826,2,2001,11.528204950867813
chr1,19577053,19579053,chr1:19577053-19579053,1,2001,11.519410711255636
chr1,19577074,19579074,chr1:19577074-19579074,1,2001,11.517343914355765
chr1,19922470,19924470,chr1:19922470-19924470,1,2001,11.531590506455842
chr1,19969207,19971207,chr1:19969207-19971207,1,2001,11.416540262093946
chr1,19969666,19971666,chr1:19969666-19971666,1,2001,11.51506656886559
chr1,19990779,19992779,chr1:19990779-19992779,1,2001,11.512840363084761
chr1,20207887,20209887,chr1:20207887-20209887,1,2001,11.518381590806124
chr1,20305932,20307932,chr1:20305932-20307932,2,2001,11.51664704670892
chr1,20445059,20447059,chr1:20445059-20447059,2,2001,11.511281986288125
chr1,20511570,20513570,chr1:20511570-20513570,2,2001,11.438153859219728
chr1,20616411,20618411,chr1:20616411-20618411,2,2001,11.450095395251996
chr1,20833674,20835674,chr1:20833674-20835674,1,2001,11.536884093969848
chr1,20877931,20879931,chr1:20877931-20879931,1,2001,11.503942787253349
chr1,20958947,20960947,chr1:20958947-20960947,1,2001,11.514197859003355
chr1,21043510,21045510,chr1:21043510-21045510,1,2001,11.456632705463685
chr1,21112181,21114181,chr1:21112181-21114181,2,2001,11.544491441271033
chr1,21436876,21438876,chr1:21436876-21438876,2,2001,11.617246795799064
chr1,21605183,21607183,chr1:21605183-21607183,1,2001,11.464035791495073
chr1,21615982,21617982,chr1:21615982-21617982,1,2001,11.439442758098618
chr1,21765582,21767582,chr1:21765582-21767582,1,2001,11.492046063827532
chr1,21834850,21836850,chr1:21834850-21836850,4,2001,11.462201699629672
chr1,22137757,22139757,chr1:22137757-22139757,1,2001,11.492313146739908
chr1,22262790,22264790,chr1:22262790-22264790,1,2001,11.464771310843275
chr1,22327148,22329148,chr1:22327148-22329148,1,2001,11.500711729385161
chr1,22888994,22890994,chr1:22888994-22890994,1,2001,11.431049849395578
chr1,22961998,22963998,chr1:22961998-22963998,1,2001,11.472357354272898
chr1,22978473,22980473,chr1:22978473-22980473,1,2001,11.467013125935928
chr1,23290923,23292923,chr1:23290923-23292923,2,2001,11.506138136782578
chr1,23341343,23343343,chr1:23341343-23343343,2,2001,11.538474619584264
chr1,23344940,23346940,chr1:23344940-23346940,1,2001,11.469874643027238
chr1,23494351,23496351,chr1:23494351-23496351,2,2001,11.476988653159417
chr1,23520222,23522222,chr1:23520222-23522222,1,2001,11.5604026702083
chr1,23669857,23671857,chr1:23669857-23671857,1,2001,11.493845662987654
chr1,23885285,23887285,chr1:23885285-23887285,1,2001,11.507189816198004
chr1,23952823,23954823,chr1:23952823-23954823,1,2001,11.455948340259956
chr1,24017268,24019268,chr1:24017268-24019268,1,2001,11.548224639279892
chr1,24068855,24070855,chr1:24068855-24070855,1,2001,11.527812904619918
chr1,24238817,24240817,chr1:24238817-24240817,2,2001,11.479193064624653
chr1,24437665,24439665,chr1:24437665-24439665,1,2001,11.472791362310687
chr1,24648529,24650529,chr1:24648529-24650529,2,2001,11.516008041319333
chr1,25290501,25292501,chr1:25290501-25292501,3,2001,11.428548817231057
chr1,25869075,25871075,chr1:25869075-25871075,1,2001,11.481543987888314
chr1,25942958,25944958,chr1:25942958-25944958,1,2001,11.525252464558658
chr1,26125666,26127666,chr1:26125666-26127666,2,2001,11.439851559116661
chr1,26184949,26186949,chr1:26184949-26186949,1,2001,11.517641561506519
chr1,26323648,26325648,chr1:26323648-26325648,3,2001,11.537573903528733
chr1,26347270,26349270,chr1:26347270-26349270,1,2001,11.417647153445788
chr1,26371629,26373629,chr1:26371629-26373629,1,2001,11.501849201866662
chr1,26393125,26395125,chr1:26393125-26395125,2,2001,11.452089791746895
chr1,26436655,26438655,chr1:26436655-26438655,1,2001,11.513703827348829
chr1,26437267,26439267,chr1:26437267-26439267,1,2001,11.53229308343348
chr1,26495387,26497387,chr1:26495387-26497387,1,2001,11.49341339706296
chr1,26502980,26504980,chr1:26502980-26504980,3,2001,11.452136001910974
chr1,26516118,26518118,chr1:26516118-26518118,2,2001,11.444439095334355
chr1,26632195,26634195,chr1:26632195-26634195,1,2001,11.480358769396059
chr1,26698285,26700285,chr1:26698285-26700285,1,2001,11.45602957980123
chr1,26797901,26799901,chr1:26797901-26799901,1,2001,11.51931605278124
chr1,26855248,26857248,chr1:26855248-26857248,1,2001,11.478926250025069
chr1,27285901,27287901,chr1:27285901-27287901,2,2001,11.467744049064521
chr1,27480621,27482621,chr1:27480621-27482621,1,2001,11.504634707449044
chr1,27560006,27562006,chr1:27560006-27562006,2,2001,11.441541297706848
chr1,27647635,27649635,chr1:27647635-27649635,1,2001,11.51961712975977
chr1,27667482,27669482,chr1:27667482-27669482,1,2001,11.408670018717833
chr1,27700343,27702343,chr1:27700343-27702343,1,2001,11.437190728174684
chr1,27708823,27710823,chr1:27708823-27710823,2,2001,11.452653822725134
chr1,27718147,27720147,chr1:27718147-27720147,3,2001,11.466380224014792
chr1,27952106,27954106,chr1:27952106-27954106,3,2001,11.45178314911475
chr1,27960727,27962727,chr1:27960727-27962727,2,2001,11.43159713904646
chr1,28051489,28053489,chr1:28051489-28053489,1,2001,11.500649756906796
chr1,28260465,28262465,chr1:28260465-28262465,1,2001,11.488603006302162
chr1,28558542,28560542,chr1:28558542-28560542,1,2001,11.472605262015884
chr1,28654512,28656512,chr1:28654512-28656512,1,2001,11.440266930991529
chr1,28843744,28845744,chr1:28843744-28845744,1,2001,11.478707827833544
chr1,28878528,28880528,chr1:28878528-28880528,1,2001,11.434712113039495
chr1,28917711,28919711,chr1:28917711-28919711,1,2001,11.485570316348229
chr1,28918006,28920006,chr1:28918006-28920006,1,2001,11.482411127193876
chr1,29062451,29064451,chr1:29062451-29064451,1,2001,11.47757246653974
chr1,29449421,29451421,chr1:29449421-29451421,1,2001,11.473843788587676
chr1,29556470,29558470,chr1:29556470-29558470,2,2001,11.516144618290515
chr1,31537564,31539564,chr1:31537564-31539564,2,2001,11.44773695772328
chr1,31711734,31713734,chr1:31711734-31713734,1,2001,11.511935341748364
chr1,31768644,31770644,chr1:31768644-31770644,1,2001,11.539042056776369
chr1,31768828,31770828,chr1:31768828-31770828,1,2001,11.533237533694269
chr1,31845135,31847135,chr1:31845135-31847135,2,2001,11.474128683153275
chr1,31882020,31884020,chr1:31882020-31884020,1,2001,11.482873672993465
chr1,32228664,32230664,chr1:32228664-32230664,1,2001,11.431547224875633
chr1,32384259,32386259,chr1:32384259-32386259,1,2001,11.438319800844907
chr1,32478294,32480294,chr1:32478294-32480294,1,2001,11.53088824813849
chr1,32644344,32646344,chr1:32644344-32646344,1,2001,11.50931047736281
chr1,32711817,32713817,chr1:32711817-32713817,1,2001,11.432805162325183
chr1,32738711,32740711,chr1:32738711-32740711,4,2001,11.395111729159446
chr1,32756707,32758707,chr1:32756707-32758707,1,2001,11.45944838158186
chr1,32800840,32802840,chr1:32800840-32802840,1,2001,11.460853129113488
chr1,32929657,32931657,chr1:32929657-32931657,2,2001,11.53473701393382
chr1,33115191,33117191,chr1:33115191-33117191,1,2001,11.50174513090682
chr1,33167361,33169361,chr1:33167361-33169361,1,2001,11.429513572590386
chr1,33351097,33353097,chr1:33351097-33353097,2,2001,11.462664049982257
chr1,33429414,33431414,chr1:33429414-33431414,1,2001,11.540654821392065
chr1,33501512,33503512,chr1:33501512-33503512,1,2001,11.520885025903235
chr1,33545713,33547713,chr1:33545713-33547713,2,2001,11.491569325704232
chr1,33785699,33787699,chr1:33785699-33787699,1,2001,11.463329639987325
chr1,33840194,33842194,chr1:33840194-33842194,1,2001,11.567106097125263
chr1,34325075,34327075,chr1:34325075-34327075,1,2001,11.625226621935932
chr1,34328677,34330677,chr1:34328677-34330677,1,2001,11.518029458294368
chr1,34629875,34631875,chr1:34629875-34631875,2,2001,11.471717750317158
chr1,34630443,34632443,chr1:34630443-34632443,2,2001,11.458281321910604
chr1,34631483,34633483,chr1:34631483-34633483,2,2001,11.430249773992795
chr1,35219647,35221647,chr1:35219647-35221647,1,2001,11.460471043156756
chr1,35224341,35226341,chr1:35224341-35226341,1,2001,11.451254120117273
chr1,35257598,35259598,chr1:35257598-35259598,2,2001,11.460147790001788
chr1,35394186,35396186,chr1:35394186-35396186,1,2001,11.462323598842312
chr1,36106152,36108152,chr1:36106152-36108152,1,2001,11.3986899191266
chr1,36106445,36108445,chr1:36106445-36108445,1,2001,11.445250518859623
chr1,36347795,36349795,chr1:36347795-36349795,1,2001,11.484465905244123
chr1,36553452,36555452,chr1:36553452-36555452,2,2001,11.513021208094866
chr1,36589685,36591685,chr1:36589685-36591685,2,2001,11.466110314038907
chr1,36620565,36622565,chr1:36620565-36622565,1,2001,11.45051940553075
chr1,36689012,36691012,chr1:36689012-36691012,1,2001,11.494138744901806
chr1,36689016,36691016,chr1:36689016-36691016,1,2001,11.493181881745658
chr1,36771707,36773707,chr1:36771707-36773707,1,2001,11.486422142136728
chr1,36788249,36790249,chr1:36788249-36790249,1,2001,11.457585386556625
chr1,36788755,36790755,chr1:36788755-36790755,1,2001,11.443077647305964
chr1,36929040,36931040,chr1:36929040-36931040,1,2001,11.51525800733753
chr1,37498844,37500844,chr1:37498844-37500844,1,2001,11.546396505960248
chr1,37979420,37981420,chr1:37979420-37981420,2,2001,11.517625703812081
chr1,38021519,38023519,chr1:38021519-38023519,1,2001,11.484468673807323
chr1,38060586,38062586,chr1:38060586-38062586,1,2001,11.554643701614047
chr1,38099595,38101595,chr1:38099595-38101595,1,2001,11.476143663486695
chr1,38454782,38456782,chr1:38454782-38456782,1,2001,11.447891858547553
chr1,38511450,38513450,chr1:38511450-38513450,2,2001,11.49157661858429
chr1,39324495,39326495,chr1:39324495-39326495,1,2001,11.496124940311443
chr1,39346298,39348298,chr1:39346298-39348298,1,2001,11.629496648784576
chr1,39394185,39396185,chr1:39394185-39396185,1,2001,11.494833742787634
chr1,39548838,39550838,chr1:39548838-39550838,2,2001,11.53175764435351
chr1,39874175,39876175,chr1:39874175-39876175,2,2001,11.50092353218176
chr1,39956317,39958317,chr1:39956317-39958317,1,2001,11.54324318241625
chr1,40104348,40106348,chr1:40104348-40106348,1,2001,11.46152675517922
chr1,40136710,40138710,chr1:40136710-40138710,1,2001,11.471535204535733
chr1,40156157,40158157,chr1:40156157-40158157,2,2001,11.447274016414275
chr1,40156382,40158382,chr1:40156382-40158382,1,2001,11.462590117832553
chr1,40348183,40350183,chr1:40348183-40350183,1,2001,11.546629317896807
chr1,40366687,40368687,chr1:40366687-40368687,1,2001,11.523484601189265
chr1,40419783,40421783,chr1:40419783-40421783,1,2001,11.475571985024876
chr1,40562142,40564142,chr1:40562142-40564142,3,2001,11.549736582965613
chr1,40722721,40724721,chr1:40722721-40724721,1,2001,11.517228508380061
chr1,40781939,40783939,chr1:40781939-40783939,1,2001,11.501927764860616
chr1,41453119,41455119,chr1:41453119-41455119,1,2001,11.596953522419474
chr1,41826602,41828602,chr1:41826602-41828602,2,2001,11.507480819187917
chr1,42618091,42620091,chr1:42618091-42620091,2,2001,11.445281334391142
chr1,42629395,42631395,chr1:42629395-42631395,2,2001,11.440149284094508
chr1,42799903,42801903,chr1:42799903-42801903,1,2001,11.489499164942977
chr1,43204925,43206925,chr1:43204925-43206925,1,2001,11.438546159380527
chr1,43231755,43233755,chr1:43231755-43233755,1,2001,11.520821322444101
chr1,43249702,43251702,chr1:43249702-43251702,1,2001,11.479846907492197
chr1,43281775,43283775,chr1:43281775-43283775,1,2001,11.48144016940461
chr1,43282059,43284059,chr1:43282059-43284059,2,2001,11.48953641586247
chr1,43423847,43425847,chr1:43423847-43425847,1,2001,11.51049819999713
chr1,43612593,43614593,chr1:43612593-43614593,1,2001,11.470566477825521
chr1,43734664,43736664,chr1:43734664-43736664,2,2001,11.455555109788579
chr1,43750250,43752250,chr1:43750250-43752250,1,2001,11.448862766570597
chr1,43750288,43752288,chr1:43750288-43752288,1,2001,11.448068697393934
chr1,43765565,43767565,chr1:43765565-43767565,4,2001,11.439260456141893
chr1,43823625,43825625,chr1:43823625-43825625,2,2001,11.496847931651498
chr1,43918660,43920660,chr1:43918660-43920660,1,2001,11.464215006076666
chr1,44411477,44413477,chr1:44411477-44413477,1,2001,11.477684637073333
chr1,44439319,44441319,chr1:44439319-44441319,1,2001,11.528097525393736
chr1,44443873,44445873,chr1:44443873-44445873,1,2001,11.44732730588851
chr1,44456267,44458267,chr1:44456267-44458267,1,2001,11.434459370489966
chr1,44583521,44585521,chr1:44583521-44585521,1,2001,11.432126839978734
chr1,44819951,44821951,chr1:44819951-44821951,1,2001,11.485559119265584
chr1,45139280,45141280,chr1:45139280-45141280,1,2001,11.469189319071319
chr1,45139393,45141393,chr1:45139393-45141393,1,2001,11.457753534804636
chr1,45264896,45266896,chr1:45264896-45266896,1,2001,11.49049337139699
chr1,45307616,45309616,chr1:45307616-45309616,2,2001,11.43268732825275
chr1,45451394,45453394,chr1:45451394-45453394,1,2001,11.49781167595343
chr1,45476027,45478027,chr1:45476027-45478027,2,2001,11.52027951957237
chr1,45476804,45478804,chr1:45476804-45478804,1,2001,11.498587187054024
chr1,45671250,45673250,chr1:45671250-45673250,1,2001,11.539792411389634
chr1,45804341,45806341,chr1:45804341-45806341,1,2001,11.5236605788941
chr1,45805142,45807142,chr1:45805142-45807142,1,2001,11.513229128377457
chr1,45955840,45957840,chr1:45955840-45957840,1,2001,11.502667395571066
chr1,46152846,46154846,chr1:46152846-46154846,1,2001,11.486555105946941
chr1,46597380,46599380,chr1:46597380-46599380,1,2001,11.508439691978829
chr1,46597708,46599708,chr1:46597708-46599708,1,2001,11.493053623814095
chr1,46639748,46641748,chr1:46639748-46641748,1,2001,11.484977650550352
chr1,46641167,46643167,chr1:46641167-46643167,1,2001,11.463389785714414
chr1,46668005,46670005,chr1:46668005-46670005,1,2001,11.44709369336575
chr1,46712366,46714366,chr1:46712366-46714366,1,2001,11.40864447050097
chr1,46768038,46770038,chr1:46768038-46770038,2,2001,11.480937165788468
chr1,46768284,46770284,chr1:46768284-46770284,2,2001,11.475114136641398
chr1,46971667,46973667,chr1:46971667-46973667,5,2001,11.490702064900475
chr1,47015887,47017887,chr1:47015887-47017887,1,2001,11.44119273141341
chr1,47068966,47070966,chr1:47068966-47070966,1,2001,11.491185507900195
chr1,47136504,47138504,chr1:47136504-47138504,1,2001,11.481831946253498
chr1,47488239,47490239,chr1:47488239-47490239,2,2001,11.502947343397206
chr1,47778819,47780819,chr1:47778819-47780819,1,2001,11.54163569625757
chr1,47880743,47882743,chr1:47880743-47882743,1,2001,11.438160085837517
chr1,47900688,47902688,chr1:47900688-47902688,1,2001,11.45634415315997
chr1,49241641,49243641,chr1:49241641-49243641,3,2001,11.445668920237623
chr1,50488626,50490626,chr1:50488626-50490626,1,2001,11.483060796322544
chr1,51566899,51568899,chr1:51566899-51568899,1,2001,11.667167819223204
chr1,51786940,51788940,chr1:51786940-51788940,1,2001,11.419106098999402
chr1,51886793,51888793,chr1:51886793-51888793,2,2001,11.715816553956518
chr1,51983995,51985995,chr1:51983995-51985995,2,2001,11.479956540872232
chr1,52343609,52345609,chr1:52343609-52345609,1,2001,11.545232059050106
chr1,52455436,52457436,chr1:52455436-52457436,1,2001,11.443741162856348
chr1,52520843,52522843,chr1:52520843-52522843,1,2001,11.513296147002205
chr1,52520856,52522856,chr1:52520856-52522856,1,2001,11.51204992759565
chr1,52830877,52832877,chr1:52830877-52832877,1,2001,11.509714241465677
chr1,52869143,52871143,chr1:52869143-52871143,2,2001,11.580068766487058
chr1,52869218,52871218,chr1:52869218-52871218,2,2001,11.584630038085374
chr1,53526723,53528723,chr1:53526723-53528723,1,2001,11.470343667927311
chr1,53607304,53609304,chr1:53607304-53609304,2,2001,11.478128682120003
chr1,53685311,53687311,chr1:53685311-53687311,1,2001,11.499883647569323
chr1,53792821,53794821,chr1:53792821-53794821,1,2001,11.461858546277066
chr1,53924071,53926071,chr1:53924071-53926071,2,2001,11.512833258360908
chr1,54198877,54200877,chr1:54198877-54200877,2,2001,11.601519984141564
chr1,54354487,54356487,chr1:54354487-54356487,1,2001,11.534412406607553
chr1,54410496,54412496,chr1:54410496-54412496,2,2001,11.384201757841659
chr1,54410981,54412981,chr1:54410981-54412981,2,2001,11.374697848135991
chr1,54410998,54412998,chr1:54410998-54412998,2,2001,11.374487220011323
chr1,54482859,54484859,chr1:54482859-54484859,1,2001,11.382267872344942
chr1,54617854,54619854,chr1:54617854-54619854,1,2001,11.504660607068244
chr1,54664774,54666774,chr1:54664774-54666774,1,2001,11.533377988840861
chr1,54664839,54666839,chr1:54664839-54666839,1,2001,11.540889547893952
chr1,55012806,55014806,chr1:55012806-55014806,3,2001,11.466264477380268
chr1,55088200,55090200,chr1:55088200-55090200,2,2001,11.432720033628446
chr1,55106412,55108412,chr1:55106412-55108412,1,2001,11.490419402138645
chr1,55265941,55267941,chr1:55265941-55267941,1,2001,11.51375707737601
chr1,55270735,55272735,chr1:55270735-55272735,1,2001,11.433671168044862
chr1,55445336,55447336,chr1:55445336-55447336,1,2001,11.468907855986362
chr1,55463616,55465616,chr1:55463616-55465616,1,2001,11.44887831938378
chr1,57044257,57046257,chr1:57044257-57046257,1,2001,11.475612528338614
chr1,57430813,57432813,chr1:57430813-57432813,1,2001,11.606227243551539
chr1,59164747,59166747,chr1:59164747-59166747,2,2001,11.510272416949778
chr1,60391470,60393470,chr1:60391470-60393470,2,2001,11.580642067581328
chr1,60538442,60540442,chr1:60538442-60540442,2,2001,11.534326342733818
chr1,62190095,62192095,chr1:62190095-62192095,2,2001,11.560749992469688
chr1,62659473,62661473,chr1:62659473-62661473,1,2001,11.25187883968228
chr1,62784083,62786083,chr1:62784083-62786083,1,2001,11.512715414001438
chr1,62784085,62786085,chr1:62784085-62786085,1,2001,11.51261455491107
chr1,63787729,63789729,chr1:63787729-63789729,1,2001,11.51683087232127
chr1,64057946,64059946,chr1:64057946-64059946,1,2001,11.523638719902051
chr1,65431252,65433252,chr1:65431252-65433252,1,2001,11.497128010567835
chr1,65431619,65433619,chr1:65431619-65433619,1,2001,11.50866440675212
chr1,66796790,66798790,chr1:66796790-66798790,1,2001,11.68384846112847
chr1,66998251,67000251,chr1:66998251-67000251,2,2001,11.512193164531208
chr1,66998638,67000638,chr1:66998638-67000638,1,2001,11.53754674259937
chr1,67519080,67521080,chr1:67519080-67521080,3,2001,11.480594183903573
chr1,67599654,67601654,chr1:67599654-67601654,1,2001,11.546752952182834
chr1,67631168,67633168,chr1:67631168-67633168,1,2001,11.66718898504193
chr1,67772046,67774046,chr1:67772046-67774046,1,2001,11.538668038076663
chr1,68149859,68151859,chr1:68149859-68151859,1,2001,11.484830043454407
