enhancer,entropy
chr1:17019394-17019738,9.52414636305075
chr1:17353741-17353845,8.0008644493169
chr1:17425016-17425355,9.66469263656951
chr1:17454855-17455288,10.00456769858
chr1:17956441-17957463,11.2671457758754
chr1:19360402-19360809,9.94807017734363
chr1:19762527-19762798,9.27571064811124
chr1:19803913-19804113,8.90017414740605
chr1:20881978-20882230,9.2947441478066
chr1:20993397-20993558,8.6793866766972
chr1:21348947-21349299,9.72557065282685
chr1:21475659-21476054,9.80728429847155
chr1:21588829-21589430,10.5056313570248
chr1:21611199-21611583,9.8920912348376
chr1:22231370-22231630,9.27517909294684
chr1:22366226-22366841,10.5676962109488
chr1:22863291-22863389,7.81491247599299
chr1:23916918-23917225,9.57984098376282
chr1:24063897-24064210,9.3513485934403
chr1:24519628-24519970,9.72712730578621
chr1:24854734-24855006,9.28337338100311
chr1:25021969-25022194,9.1270289640056
chr1:25251631-25252076,10.0833959269197
chr1:25347909-25348138,9.18057354789789
chr1:25360165-25361177,11.2396179527375
chr1:25566195-25566411,8.91677029211667
chr1:25665993-25666367,9.79570716631899
chr1:26615016-26615421,9.96670849858716
chr1:26616527-26617019,10.2171635552139
chr1:26678060-26678317,9.24331221151443
chr1:26933734-26933982,9.24433040580101
chr1:27185755-27186143,9.87185478527369
chr1:27400779-27401092,9.61731252578995
chr1:27462835-27462988,8.61196202737876
chr1:27691785-27692261,10.080751924303
chr1:27890194-27890387,8.94040620531414
chr1:27935491-27936061,10.2660709675503
chr1:27985869-27985982,8.18298303302151
chr1:28433172-28433306,8.41201142414272
chr1:28641770-28641993,9.03364751267385
chr1:29195388-29195583,8.93354950449322
chr1:30446180-30446480,9.52399469443565
chr1:31216468-31217229,10.830429575923
chr1:31223594-31223943,9.73491210216355
chr1:31232736-31232923,8.76079638613667
chr1:32180603-32180986,9.80407844149778
chr1:32314121-32314597,10.1319877989704
chr1:32421622-32422096,10.2173139689353
chr1:32423598-32423720,8.23537568149449
chr1:32729476-32729672,8.79412373328271
chr1:33225777-33226084,9.50564106121523
chr1:33284832-33285123,9.36754553945741
chr1:33427851-33428169,9.59371700037658
chr1:33438571-33438703,8.23882525662453
chr1:33446816-33447482,10.6339452839734
chr1:33448758-33448929,8.65208859697226
chr1:33454783-33455472,10.6913831670992
chr1:33515825-33516245,9.9728465444903
chr1:33685276-33685676,9.98230477001444
chr1:35953903-35954237,9.64371008856645
chr1:36489072-36489418,9.67631969809141
chr1:36849527-36849580,7.08508217620772
chr1:36877889-36878288,9.76868104338857
chr1:36952484-36952865,9.81506874581616
chr1:37721552-37721986,10.0835803234079
chr1:37784198-37784531,9.53659989777673
chr1:37937293-37937526,9.14142388884941
chr1:38009784-38010404,10.4107961236252
chr1:38010731-38010979,9.24696662526227
chr1:38287158-38287399,9.19117717908116
chr1:38311465-38311868,9.89347532788491
chr1:38317043-38317898,11.0440180944388
chr1:38948025-38948274,9.21245398795378
chr1:38958971-38959191,9.07579537948078
chr1:40005546-40005959,9.96489973168208
chr1:40606256-40606595,9.60908052949194
chr1:40805764-40805964,8.92585570577481
chr1:40841336-40841595,9.30721504120636
chr1:41005233-41005440,8.91320339794579
chr1:41164800-41165075,9.37801735327743
chr1:41825927-41826139,9.00045942095121
chr1:41915297-41915638,9.73495129612895
chr1:42192975-42193489,10.2680343338084
chr1:42206832-42207209,9.86882612145889
chr1:42275404-42275646,9.20769498150821
chr1:42328578-42328878,9.48860919284934
chr1:42385609-42385954,9.65554365813758
chr1:42934748-42935131,9.835565988222
chr1:43405621-43405821,8.78870357189955
chr1:43428386-43429108,10.7857625637219
chr1:43997843-43998152,9.58591863817992
chr1:44176533-44177122,10.4439883789968
chr1:44973431-44973656,9.11878716341885
chr1:44984751-44985020,9.30789477703353
chr1:45083225-45083530,9.55099508926005
chr1:45085192-45085548,9.73404744192233
chr1:46010722-46010902,8.82745415230495
chr1:46351629-46351956,9.47654933939164
chr1:46637172-46637331,8.55622841696191
chr1:46796624-46796901,9.31658460214706
chr1:49032892-49033158,9.38339241963796
chr1:49430429-49430657,9.13870579512701
chr1:51757763-51757925,8.59524948841969
chr1:53588397-53588520,8.23154700272251
chr1:54953784-54954325,10.1738923958901
chr1:55436992-55437436,10.0372510385925
chr1:55753963-55754247,9.36932565752021
chr1:55840427-55840729,9.51449931529496
chr1:56972242-56972492,9.24024884046527
chr1:56976994-56977444,10.0843338957775
chr1:57042744-57043185,10.0890563486683
chr1:57043287-57044160,11.0125765212014
chr1:57472428-57472552,8.16997185381861
chr1:57482949-57483134,8.79135969367696
chr1:57948146-57948309,8.28501104504213
chr1:59229881-59230252,9.7889820006331
chr1:59369049-59370138,11.2314901408839
chr1:59395500-59395772,9.34641632042884
chr1:59629518-59629774,9.2969009122388
chr1:59734755-59734992,9.18000075097078
chr1:60062084-60062408,9.66895883395891
chr1:61478973-61479215,9.22576448386671
chr1:61649786-61650305,10.1997650055504
chr1:62698531-62698618,7.64086378429787
chr1:64127998-64128504,10.2746010386037
chr1:64496116-64496488,9.77956815144438
chr1:65549780-65550082,9.31595814192122
chr1:66231335-66231771,10.0460288877495
chr1:66277656-66278058,9.99358767568836
chr1:66472257-66472674,9.978289128289
chr1:66712370-66712790,9.98367144801972
chr1:66716160-66716649,10.2066645750226
chr1:66717339-66717678,9.71687636811094
chr1:66747978-66748387,10.0049896610657
chr1:66778961-66779513,10.4415301751574
chr1:66800202-66800555,9.72486716669958
chr1:66815726-66816360,10.5847761921184
chr1:66859299-66859884,10.495884844604
chr1:66863786-66863913,8.32593654272508
chr1:66867932-66868143,9.05495097051265
chr1:67847773-67848018,9.22827512190776
chr1:67944536-67944823,9.43847009018203
chr1:68166463-68166766,9.5361733492908
chr1:68215256-68215932,10.6876515886792
chr1:68285768-68286070,9.44845936758773
chr1:68314949-68315302,9.71774021823785
chr1:68354536-68354908,9.83070129398961
chr1:68488279-68488394,7.81049873436178
chr1:68945486-68945782,9.41426457358245
chr1:70418678-70418852,8.50640634787211
chr1:70691921-70692281,9.71979743143735
chr1:70709017-70709466,9.86878766601308
chr1:70806613-70806974,9.67091650905239
chr1:71399907-71400234,9.60013418258345
chr1:72686486-72686621,8.23238812299595
chr1:72750417-72750888,10.0565415257639
chr1:73066346-73066731,9.80547598383489
chr1:73859450-73859778,9.3964406963069
chr1:74264571-74264859,9.39252311536633
chr1:75102878-75102994,8.22795547307521
chr1:75435312-75435653,9.66175829100874
chr1:75590785-75591155,9.71000995837137
chr1:76080205-76080672,9.99702000466675
chr1:77230839-77231032,8.82519208975867
chr1:77404135-77404353,9.04497430492977
chr1:78557346-78557710,9.80640359212516
chr1:79215772-79216132,9.72257352139208
chr1:80186272-80186571,9.32194094285643
chr1:82913618-82913898,9.43632438170583
chr1:84120524-84120814,9.40582387920452
chr1:84134786-84135032,9.16369878090599
chr1:84284633-84284926,9.49441864181214
chr1:84844335-84844468,8.41027059495416
chr1:84848055-84848491,10.0655421857183
chr1:85349108-85349420,9.58566927947781
chr1:85457149-85457643,10.2812471516474
chr1:85737728-85738105,9.80724533440016
chr1:85796595-85797055,10.1067123688571
chr1:85991291-85991622,9.63739977923317
chr1:86077140-86077408,9.40516371251505
chr1:86077578-86077925,9.7136623294596
chr1:86078461-86078819,9.80151488998137
chr1:87624464-87624629,8.63692253187298
chr1:87800631-87801610,11.077384839631
chr1:88655570-88655742,8.70821097170916
chr1:88716578-88716942,9.82560141839649
chr1:88907516-88907759,9.11339649416963
chr1:89112806-89113177,9.81516617344135
chr1:89466934-89467175,9.21188959158461
chr1:89534473-89534797,9.64308522947439
chr1:89535751-89536015,9.33075181293136
chr1:89595596-89595852,9.24560222639377
chr1:90101821-90102213,9.86101308430405
chr1:90190139-90190909,10.864034569196
chr1:90204490-90205244,10.8576482911641
chr1:90309838-90310280,10.049540903326
chr1:90321378-90321621,9.16635395312284
chr1:90376424-90376756,9.63073837068085
chr1:91478571-91478975,9.86714851672368
chr1:92048914-92049154,9.1481112811358
chr1:94133922-94134283,9.72123407356225
chr1:94189333-94189558,9.10665675457107
chr1:94429275-94429464,8.730052613014
chr1:95080650-95081082,10.0370296827885
chr1:95113814-95114327,10.2290044020543
chr1:95191212-95191391,8.78164331760786
chr1:95193393-95193837,10.0301144417018
chr1:95258204-95258621,9.91835672838823
chr1:95260997-95261398,9.85146278713271
chr1:95263833-95264301,10.0764780366482
chr1:95645260-95645496,9.20158584504289
chr1:97994700-97995088,9.79291404289171
chr1:98408796-98409171,9.7183014556343
chr1:98518546-98518920,9.32614664411569
chr1:98788970-98789228,9.30946829054773
chr1:99784335-99784593,9.28560051890001
chr1:100104444-100104686,9.15805506524435
chr1:100138206-100138591,9.8431762220573
chr1:100140321-100140582,9.3013897437501
chr1:100169951-100170218,9.22682017373395
chr1:100494312-100494735,10.0090151626626
chr1:100827551-100827774,9.05184938327039
chr1:100905821-100906168,9.71147948423134
chr1:100996437-100996829,9.90298618742327
chr1:101202267-101202571,9.53418641187721
chr1:101725356-101725679,9.65113558077045
chr1:101758840-101759229,9.75938603446125
chr1:101774729-101775525,10.7972748712124
chr1:101775588-101775858,9.34541270693478
chr1:101853882-101854194,9.59438966870193
chr1:101873254-101873661,9.95366318041892
chr1:103475785-103476234,10.050966096113
chr1:108329022-108329589,10.3857828669289
chr1:108338013-108338351,9.64981980624927
chr1:108479405-108480123,10.7426664935305
chr1:108581319-108581798,10.1518702650649
chr1:108592060-108592279,9.04534840032367
chr1:108594435-108594579,8.39844020951821
chr1:108595513-108595797,9.38095458921133
chr1:108595998-108596525,10.3300279629305
chr1:108650339-108650754,9.94905131930809
chr1:108661190-108661332,8.40513909727671
chr1:108695322-108695861,10.3736941013756
chr1:109100040-109100237,8.95298223390106
chr1:109104473-109104583,8.00731345117896
chr1:109133120-109133338,9.02425350104835
chr1:109133637-109134097,10.0749133745823
chr1:109262615-109262764,8.51339722517484
chr1:109467804-109468470,10.68235573521
chr1:109515208-109515609,9.81495616144577
chr1:109842394-109842833,10.0437977949443
chr1:109933790-109934137,9.73570636014156
chr1:110333273-110333688,9.98993719110235
chr1:110336950-110337403,10.0549936216593
chr1:110363861-110364229,9.82597867701531
chr1:110418068-110418377,9.53013269429015
chr1:110429456-110429734,9.41891798096862
chr1:110444415-110444738,9.62520997510576
chr1:110454846-110455290,10.1553525650628
chr1:110537379-110537528,8.49599124567403
chr1:110976504-110976901,9.9556785004835
chr1:111053467-111053812,9.65035967085641
chr1:111170436-111170835,9.92843797547199
chr1:111188051-111188448,9.91707890529091
chr1:111189973-111190443,10.1376178167162
chr1:111191148-111191392,9.19663988330488
chr1:111329904-111330079,8.78106828336293
chr1:111417124-111417532,9.99677920605059
chr1:111759901-111760085,8.80695961068151
chr1:111762260-111762740,10.1803758639983
chr1:111764327-111764759,10.0553848232674
chr1:112058341-112058601,9.18909496449635
chr1:113086746-113087141,9.89108412595629
chr1:113369203-113369427,9.05873390062763
chr1:114656563-114656717,8.6067026214149
chr1:114665635-114666029,9.94524670299096
chr1:115052481-115052766,9.43116162129525
chr1:115605190-115605611,9.99364208918056
chr1:115605746-115606114,9.7724717346663
chr1:115873164-115873576,9.95138979279781
chr1:115968975-115969167,8.90905336317428
chr1:116039640-116039989,9.76624839197349
chr1:116088478-116088732,9.24900447026981
chr1:116370977-116371565,10.3129647186494
chr1:116920378-116921129,10.8001172812435
chr1:117047053-117047428,9.84886519108564
chr1:117129425-117129671,9.25138329495796
chr1:117424835-117425013,8.61790868237755
chr1:117493512-117493635,8.28038950943917
chr1:118197244-118197521,9.39434340184864
chr1:118198788-118199247,10.1219713110155
chr1:118203607-118204114,10.2282758972007
chr1:118792385-118792801,9.98173614783569
chr1:119503304-119503581,9.39833029787611
chr1:119506251-119506502,9.27198774158218
chr1:143992805-143993078,9.40410801271796
chr1:144533627-144534178,10.2848450835712
chr1:144908312-144908601,9.41158225453729
chr1:144927217-144927550,9.65077369966826
chr1:145023690-145024549,11.0194270678547
chr1:145042783-145043227,10.0453711260417
chr1:145058996-145059322,9.63304809638056
chr1:145064438-145064839,9.80060399689403
chr1:145090155-145090603,10.0546206898551
chr1:145092450-145092883,9.9565878963318
chr1:145113904-145114998,11.3153546798818
chr1:145195834-145196197,9.81583035832944
chr1:145435103-145435641,10.3860112958418
chr1:146612089-146612358,9.34880064951299
chr1:147120817-147121145,9.65150020088692
chr1:150154529-150154860,9.59871350239154
chr1:150159099-150159241,8.22341995492119
chr1:150585815-150586394,10.4124879085313
chr1:150592182-150592667,10.1798451849694
chr1:150735950-150736336,9.75740214401575
chr1:150800498-150800843,9.65755946725444
chr1:151166314-151166527,8.8277334877305
chr1:151284018-151284391,9.83319269386159
chr1:151445792-151446161,9.67062034827734
chr1:151792678-151793001,9.64975558419423
chr1:151809390-151809745,9.79972174230593
chr1:151961675-151962369,10.7483320009913
chr1:152007615-152008057,10.1307939459071
chr1:153361312-153361704,9.87137741696738
chr1:153541018-153541368,9.67239507265059
chr1:153715466-153715694,9.11037042976316
chr1:153762591-153763309,10.727278091549
chr1:154392646-154393050,9.76464051905128
chr1:154395894-154396284,9.87517584222084
chr1:154404273-154404562,9.39453430876769
chr1:154731745-154732111,9.79716356870227
chr1:154973335-154973935,10.4113865044988
chr1:155944562-155945214,10.6508452266021
chr1:156073142-156073699,10.4258710201546
chr1:156073854-156074351,10.23726666491
chr1:156074715-156075305,10.5224003708407
chr1:156103413-156103690,9.43622016928817
chr1:156134935-156135401,10.1400119765741
chr1:156426931-156427503,10.330264021398
chr1:156494222-156494678,10.1039001107027
chr1:156718467-156719136,10.7207007537891
chr1:156774360-156774606,9.29114030183437
chr1:156864713-156865066,9.7905968512239
chr1:157244599-157245063,10.147222591101
chr1:157246189-157246519,9.64881632359624
chr1:157249264-157249609,9.64924559980966
chr1:158147244-158147839,10.3662534057626
chr1:158255393-158256068,10.6880275119052
chr1:158779760-158780042,9.43099300216631
chr1:158789355-158789655,9.4753573888768
chr1:158994687-158995148,10.0658865435326
chr1:159142876-159143043,8.65656335471099
chr1:159798443-159799254,10.9392387695312
chr1:159852272-159852569,9.50878528604026
chr1:159880076-159880706,10.5827819953468
chr1:160072097-160072234,8.41804640538576
chr1:160182240-160182579,9.66595241852579
chr1:160377718-160378261,10.3652762556311
chr1:160489695-160490087,9.89613390190581
chr1:160510042-160510238,8.88912324157323
chr1:160537909-160538272,9.80158389947834
chr1:160674845-160675222,9.82604452915655
chr1:160701970-160702334,9.7802493987275
chr1:160711095-160711588,10.2138101274709
chr1:160877833-160878093,9.2106202631567
chr1:160881277-160881698,9.92238039690371
chr1:160982920-160983992,11.3519032593321
chr1:161321309-161321798,10.2186379696865
chr1:161348767-161349231,10.0308535108333
chr1:161352257-161352597,9.69812016796674
chr1:161996651-161996978,9.6239408059729
chr1:162508612-162508929,9.56488446213856
chr1:162659800-162660152,9.69335597606383
chr1:164340132-164340494,9.79425823079096
chr1:164389251-164389388,7.71618557712893
chr1:164686304-164686686,9.83965172915883
chr1:164736884-164737252,9.78447496812086
chr1:164961189-164961330,8.46561006106796
chr1:165205285-165205518,9.01322932228722
chr1:167425853-167426232,9.84538893321437
chr1:167485764-167486128,9.7229630210683
chr1:167520671-167521013,9.710263027694
chr1:167650955-167651264,9.55665762727248
chr1:167658009-167658396,9.82027600715466
chr1:167730247-167730494,9.2527331707719
chr1:168479815-168480142,9.57342714138615
chr1:168594082-168594481,9.73839816079193
chr1:169540812-169540977,8.58711520374743
chr1:169661915-169662500,10.4650597202112
chr1:169860308-169860488,8.7573304343934
chr1:170669976-170670263,9.43366004345097
chr1:170677232-170677374,8.43506450780564
chr1:171257317-171257381,7.02413069944069
chr1:171360015-171360229,8.80996900797716
chr1:171404934-171405057,8.19048706289228
chr1:171714228-171714396,8.59139782335445
chr1:172324588-172324814,9.0577500423941
chr1:172639921-172640161,9.1673320257236
chr1:172715484-172715760,9.43977834757866
chr1:172723165-172723536,9.83459191696693
chr1:172727569-172727695,8.19798924331658
chr1:172788027-172788361,9.68059773472066
chr1:172796968-172797220,9.27439879442286
chr1:172814602-172814764,8.61433773236277
chr1:172828423-172828792,9.79706825594597
chr1:172882769-172883147,9.87106606356417
chr1:172888696-172888994,9.52768064790301
chr1:172920935-172921277,9.68654861875231
chr1:172972573-172972790,8.83877042859079
chr1:173091914-173092434,10.322643716273
chr1:174220636-174220943,9.4992194317364
chr1:174788416-174788807,9.88252852355783
chr1:174907888-174908105,9.02013993659626
chr1:175094142-175094504,9.74878815975508
chr1:175224481-175224839,9.7113716019798
chr1:175492766-175493084,9.59218126964456
chr1:175579228-175579572,9.73352323233015
chr1:177146488-177146831,9.6546251530364
chr1:177155509-177155571,7.19008936281823
chr1:177178348-177178736,9.93658563345801
chr1:178121154-178121309,8.60163904924656
chr1:178157578-178157966,9.82719315048572
chr1:178207948-178208160,9.01318250897626
chr1:178305054-178305336,9.39817353519307
chr1:178379281-178379736,10.1169240735752
chr1:178509347-178509739,9.83571715391065
chr1:179108920-179109313,9.92778015336668
chr1:179279883-179280253,9.78855095115002
chr1:179997226-179997609,9.85083731160466
chr1:180562543-180562696,8.5816209549705
chr1:180895607-180895967,9.70589074353286
chr1:181060502-181060611,8.06149731507402
chr1:181074349-181074924,10.2156829779526
chr1:181104473-181105818,11.5250956013011
chr1:181454376-181454805,9.96383629152568
chr1:182115300-182115596,9.51596101939735
chr1:182116340-182116866,10.2854399221813
chr1:182118170-182119053,11.0723632346289
chr1:182143008-182143387,9.86592369204023
chr1:182269466-182269764,9.58115143787885
chr1:183129116-183129507,9.87061799714392
chr1:183149947-183150219,9.36836150362969
chr1:183171353-183171815,10.0836623195134
chr1:183241451-183241867,10.0059074638785
chr1:183333168-183333467,9.47204457693273
chr1:183526698-183527308,10.5218832920046
chr1:183552584-183552988,9.87279614069629
chr1:183557915-183558504,10.5292435743607
chr1:183573035-183573933,11.1151213130976
chr1:183776671-183777014,9.70860432983344
chr1:183836661-183836955,9.49847414920615
chr1:183846576-183846867,9.46595491802627
chr1:183855028-183855346,9.56709450530975
chr1:183861530-183861762,9.15016450003805
chr1:184128022-184128982,11.1882832029846
chr1:184129300-184129941,10.5501402371334
chr1:184130086-184130836,10.8520694609751
chr1:184132883-184133080,8.96769818267344
chr1:184265554-184265938,9.86871685685578
chr1:184603995-184604243,9.22476930702012
chr1:184773428-184773803,9.83448266329933
chr1:184828541-184828899,9.74577463031101
chr1:184929910-184930144,9.11732896010716
chr1:185127324-185127657,9.5937169592119
chr1:185308384-185308771,9.8694530356866
chr1:185315008-185315352,9.6549497793133
chr1:185315613-185315702,7.85138521201053
chr1:185374355-185374736,9.81403004688229
chr1:185528945-185529618,10.6909911830915
chr1:185796352-185796554,8.9422952912196
chr1:186090860-186091020,8.59912669401653
chr1:186525885-186526258,9.78003516843049
chr1:186580348-186580617,9.34920356892589
chr1:186590040-186590634,10.449421006553
chr1:186623829-186624230,9.75349187289136
chr1:186625019-186625399,9.83614973327067
chr1:186707372-186707639,9.30364554865207
chr1:186707805-186708434,10.5838690031456
chr1:186788311-186788564,9.2008419861113
chr1:186814656-186815200,10.3439436393779
chr1:186935248-186935528,9.34003015105044
chr1:186943840-186944382,10.3505405602113
chr1:186964999-186965356,9.76616841686806
chr1:187268687-187268975,9.43748335669044
chr1:187647524-187647721,8.67162630598518
chr1:190678395-190678750,9.68639278601102
chr1:192216449-192216576,8.27483586800038
chr1:192458942-192459176,9.12191352410015
chr1:192485848-192486563,10.675531837727
chr1:192500254-192500504,9.22580960209782
chr1:192519890-192520690,10.9327651316503
chr1:192521878-192522349,10.0704400656882
chr1:192569418-192569748,9.63968684532397
chr1:192574180-192574494,9.50001468305052
chr1:192757327-192757592,9.30300292901972
chr1:192835441-192835683,9.2029425610261
chr1:192873637-192874003,9.72297031732627
chr1:192876755-192877567,10.9549850035744
chr1:193226500-193227132,10.5440857581775
chr1:193427775-193428193,9.94279466560253
chr1:193448401-193448721,9.59424592067977
chr1:193647067-193647431,9.7843129032925
chr1:194258819-194259202,9.8512109077277
chr1:194828218-194828283,7.05815290013578
chr1:195765278-195765540,9.13853743366889
chr1:197747792-197747875,7.67845016509982
chr1:198128112-198128944,10.88319319143
chr1:198590109-198590618,10.2994332154832
chr1:198603022-198603333,9.56196105355453
chr1:198647552-198647977,9.96887367918503
chr1:198650930-198651643,10.7297156157776
chr1:198888798-198889070,9.31709795372317
chr1:198898987-198899513,10.2900480488987
chr1:198901469-198901869,9.89058706363975
chr1:198903935-198904934,11.189324775628
chr1:199253218-199253776,10.3676627070677
chr1:199436119-199436458,9.63522962226322
chr1:199711776-199712042,9.36032848097552
chr1:200325072-200325315,9.23243177242896
chr1:200597363-200597666,9.49103561432417
chr1:200783735-200784105,9.68953219085589
chr1:200849437-200849683,9.26816940203012
chr1:200857233-200857815,10.4999742970969
chr1:201472589-201472996,9.9067633557111
chr1:201515368-201515617,9.19476760215075
chr1:201572031-201572237,8.94616092120217
chr1:201684946-201685300,9.78912878016011
chr1:202045307-202045525,9.07338975154452
chr1:202075010-202075191,8.82604247547601
chr1:202217450-202217807,9.76280419882315
chr1:203122696-203123081,9.90938542890233
chr1:203258547-203259334,10.9058924481625
chr1:203259429-203259985,10.3235198280142
chr1:203296328-203297068,10.6859450603282
chr1:203643182-203643803,10.418939811919
chr1:204071387-204071653,9.26830902229614
chr1:204073791-204074252,10.1104365891231
chr1:204289566-204289863,9.50973301895803
chr1:204531285-204531644,9.6797817467993
chr1:204700209-204700421,9.01648892600013
chr1:204961641-204962301,10.6203913512892
chr1:205254805-205255191,9.62445474469429
chr1:205267691-205267999,9.57108303546752
chr1:205288770-205288915,8.4509900621359
chr1:205410224-205410578,9.77597212935143
chr1:205466653-205467067,10.0172694149304
chr1:205510005-205510378,9.82519471330898
chr1:205638734-205639222,10.2063977281043
chr1:205645820-205646052,9.17963318307933
chr1:206272966-206273628,10.6276958396131
chr1:206688246-206688461,8.95820629920399
chr1:206859748-206860259,10.253234309977
chr1:206918122-206918360,9.16382008474271
chr1:206921953-206922243,9.50339977224974
chr1:206926556-206926809,9.22069417731202
chr1:206966600-206966901,9.48403255331511
chr1:207032663-207032940,9.4673791820086
chr1:207489914-207490291,9.83042996761333
chr1:207671434-207671825,9.8356849425973
chr1:207999163-207999611,10.0192410572868
chr1:208085821-208086214,9.90928143753097
chr1:208358733-208359022,9.42134781907022
chr1:208377298-208378003,10.7425547331331
chr1:208412497-208412696,8.98862445278598
chr1:209215272-209215534,9.29611468020491
chr1:209542596-209542897,9.53722354803485
chr1:209578512-209578819,9.523527936459
chr1:209589374-209589797,10.0570707194495
chr1:209822403-209823008,10.5322876073424
chr1:209827285-209827712,10.0317382550657
chr1:209833148-209833823,10.6526108489023
chr1:209938931-209939742,10.9268830458151
chr1:210058060-210058292,9.15701016190401
chr1:210186039-210186345,9.47529563825374
chr1:211823764-211823781,3.8386326883507
chr1:212113260-212113497,9.2137349864821
chr1:212513330-212513719,9.71269133548233
chr1:212654863-212655019,8.53239562906995
chr1:212656151-212656660,10.2624058526878
chr1:212661846-212662402,10.4321430593667
chr1:212809966-212810356,9.88873875998115
chr1:212841280-212841455,8.75635374743897
chr1:212844659-212845312,10.6161822788075
chr1:212854473-212854873,9.8678447413956
chr1:212856011-212856573,10.4052685214995
chr1:213101984-213102303,9.62915987722044
chr1:213151011-213151388,9.85173152551608
chr1:213500745-213500914,8.74248215604934
chr1:213647809-213648167,9.7122170202271
chr1:215011690-215012052,9.77085453978717
chr1:215130656-215131050,9.87766230849502
chr1:216914036-216914339,9.4897851867823
chr1:217105953-217106090,8.05764213712025
chr1:218382752-218383112,9.7428019283726
chr1:218523725-218524123,9.87933926372725
chr1:218866278-218866341,7.34590574706517
chr1:219547203-219547495,9.36669414808802
chr1:220393257-220393560,9.5234448954401
chr1:220510650-220511010,9.77454991285236
chr1:220671702-220671851,8.49220287624781
chr1:221143804-221143903,7.95686485348276
chr1:221198928-221199214,9.37960174356093
chr1:221219642-221220032,9.90831855783321
chr1:221271745-221272272,10.3435725385108
chr1:221356304-221356835,10.3067018744068
chr1:221361834-221362273,10.035454232758
chr1:221482496-221482661,8.62918994323544
chr1:221536365-221536752,9.83600323794552
chr1:221567491-221567844,9.68613736071907
chr1:221612801-221613016,9.02598777901737
chr1:221614030-221614267,9.18190785929445
chr1:221869897-221870257,9.76477596242349
chr1:221877654-221878134,10.1703336288875
chr1:221881394-221881826,10.0364767209131
chr1:221887766-221888016,9.21035968438672
chr1:221913881-221914483,10.312995659491
chr1:221949932-221950137,8.94039490745133
chr1:221950157-221950602,10.0852751155335
chr1:221951076-221951724,10.5939814006136
chr1:221968806-221968942,8.40309677562437
chr1:221982394-221982755,9.79827593231477
chr1:221983045-221983456,9.98062822245608
chr1:222011312-222011511,8.84236619385659
chr1:222144602-222144957,9.7686110435953
chr1:222161205-222161607,9.87801248754562
chr1:222163243-222163609,9.81041119887699
chr1:222167595-222168014,10.0369113786242
chr1:222828361-222828786,9.93538005371513
chr1:222830626-222830783,8.62274890456067
chr1:223356633-223356937,9.48428920819779
chr1:223892678-223892997,9.61713416792988
chr1:224014874-224015267,9.94887116259494
chr1:224545542-224546006,10.0937337406438
chr1:224685994-224686507,10.2766111250467
chr1:224690718-224691054,9.61044898183261
chr1:224691192-224691563,9.78364257939016
chr1:224730441-224730985,10.3541841430734
chr1:224819300-224819585,9.41429151142325
chr1:225642606-225642805,8.92218766319349
