promoter,entropy
chr1:16173358-16175358,12.2702463893786
chr1:16301627-16303627,12.2578524443002
chr1:16345089-16347089,12.3081833598756
chr1:16347485-16349485,12.3013432382294
chr1:16369230-16371230,12.2881665667235
chr1:16399127-16401127,12.226475305165
chr1:16481604-16483604,12.2819634499254
chr1:16762919-16764919,12.1503042736663
chr1:16939100-16941100,12.2648346412514
chr1:17089975-17091975,12.2812554751211
chr1:17247444-17249444,12.2917391835404
chr1:17307081-17309081,12.2217512644279
chr1:17337467-17339467,12.2792763605042
chr1:17379665-17381665,12.173246620254
chr1:17574592-17576592,12.2376130039409
chr1:17633689-17635689,12.2431739987696
chr1:17697690-17699690,12.2906792575708
chr1:17764059-17766059,12.270579337779
chr1:17906047-17908047,12.2578811097033
chr1:18080807-18082807,12.2435992470277
chr1:18433239-18435239,12.2135443935142
chr1:18806423-18808423,12.2849854900028
chr1:19185155-19187155,12.2581191631543
chr1:19216385-19218385,12.2515670880769
chr1:19535746-19537746,12.2629259972879
chr1:19922470-19924470,12.2533986594714
chr1:20125514-20127514,12.2660686015437
chr1:20140771-20142771,12.2781436412179
chr1:20395700-20397700,12.1919628094146
chr1:20502857-20504857,12.2495942473207
chr1:20616411-20618411,12.2257213601705
chr1:21043510-21045510,12.2283462376491
chr1:21058133-21060133,12.1921584314357
chr1:21436876-21438876,12.1783375205784
chr1:21994873-21996873,12.3082479959264
chr1:22108692-22110692,12.2729731007167
chr1:22302386-22304386,12.2512386861956
chr1:22327148-22329148,12.2564040586999
chr1:22378119-22380119,12.2258940587106
chr1:22777343-22779343,12.2753567485712
chr1:22961998-22963998,12.263776649554
chr1:22978473-22980473,12.2670837863422
chr1:23290923-23292923,12.248478713925
chr1:23341343-23343343,12.1288668361679
chr1:23344940-23346940,12.2397304209624
chr1:23520222-23522222,12.2598605288237
chr1:23856712-23858712,12.2732044576769
chr1:23885285-23887285,12.2850712628341
chr1:23952823-23954823,12.1867663011766
chr1:24017268-24019268,12.2295023221419
chr1:24068855-24070855,12.2547446681286
chr1:24103875-24105875,12.2523904629797
chr1:24126034-24128034,12.2883714660871
chr1:24150949-24152949,12.2241380365285
chr1:24193859-24195859,12.2415156429543
chr1:24512765-24514765,12.2310835736323
chr1:24645055-24647055,12.2889741790361
chr1:24648529-24650529,12.2636884550217
chr1:24738976-24740976,12.2241707379273
chr1:24739262-24741262,12.1872449230742
chr1:24740587-24742587,12.206862427884
chr1:24741244-24743244,12.2637936370603
chr1:24828386-24830386,12.2261581324538
chr1:24968593-24970593,12.2689025989189
chr1:25290501-25292501,12.2945663113312
chr1:25558013-25560013,12.268861831933
chr1:25597976-25599976,12.2631660138239
chr1:26145396-26147396,12.2257235650123
chr1:26184949-26186949,12.2446905896017
chr1:26231993-26233993,12.2843447973841
chr1:26323648-26325648,12.2722694230045
chr1:26371629-26373629,12.3054441116826
chr1:26484510-26486510,12.3204258191265
chr1:26516118-26518118,12.2853276020536
chr1:26559643-26561643,12.2634669074883
chr1:26605212-26607212,12.2813422526027
chr1:26632195-26634195,12.2607064127838
chr1:26643410-26645410,12.2822450030978
chr1:26643756-26645756,12.2792637682126
chr1:26679621-26681621,12.30229507439
chr1:26698285-26700285,12.2281983805961
chr1:26757772-26759772,12.2496267332855
chr1:26855248-26857248,12.2490212129267
chr1:27225962-27227962,12.2357153187959
chr1:27239567-27241567,12.0965111799829
chr1:27285901-27287901,12.2854131848384
chr1:27338333-27340333,12.2456822721295
chr1:27480621-27482621,12.2513364575654
chr1:27647635-27649635,12.2346965009306
chr1:27667482-27669482,12.2440460646243
chr1:27700343-27702343,12.2712053300288
chr1:27952106-27954106,12.212724046714
chr1:27997724-27999724,12.2190161206754
chr1:28051489-28053489,12.2833113991457
chr1:28098693-28100693,12.25617324556
chr1:28198053-28200053,12.2704558504488
chr1:28260465-28262465,12.2273030797301
chr1:28414148-28416148,12.2055492375442
chr1:28502455-28504455,12.2620813484023
chr1:28558542-28560542,12.1932576034463
chr1:28584962-28586962,12.3029923188081
chr1:28654512-28656512,12.132181834573
chr1:28695064-28697064,12.254215217914
chr1:28843744-28845744,12.2507826886419
chr1:28878528-28880528,12.0412636148648
chr1:28917711-28919711,12.2978859959442
chr1:28918006-28920006,12.301577504817
chr1:29062135-29064135,12.262881777996
chr1:29137653-29139653,12.2687537068992
chr1:29507637-29509637,12.2519258326243
chr1:29562027-29564027,12.2193331589908
chr1:31195432-31197432,12.2842298690686
chr1:31229683-31231683,12.3018748818872
chr1:31537564-31539564,12.2504344282689
chr1:31768644-31770644,12.2505601260471
chr1:31768828-31770828,12.2539625171157
chr1:31845135-31847135,12.2778436985488
chr1:31882020-31884020,12.2598178706919
chr1:32168768-32170768,12.2747470338658
chr1:32228664-32230664,12.2006343301287
chr1:32402988-32404988,12.2124853989745
chr1:32572643-32574643,12.2359747817569
chr1:32664986-32666986,12.2927729602138
chr1:32673694-32675694,12.2504420873905
chr1:32686972-32688972,12.2754094674748
chr1:32738711-32740711,12.2140369442284
chr1:32756707-32758707,12.2728300614393
chr1:32800840-32802840,12.2736949704367
chr1:32859062-32861062,12.2665545413008
chr1:33115191-33117191,12.2270706666107
chr1:33115748-33117748,12.26630912779
chr1:33167361-33169361,12.2845089317079
chr1:33282042-33284042,12.2870493530939
chr1:33282118-33284118,12.289373058263
chr1:33282633-33284633,12.2920632869325
chr1:33335414-33337414,12.3009958142661
chr1:33351097-33353097,12.296088149661
chr1:33366041-33368041,12.2840230437664
chr1:33429414-33431414,12.257563136949
chr1:33501512-33503512,12.25147552834
chr1:33545713-33547713,12.2850044344413
chr1:33641151-33643151,12.1986035438613
chr1:33785699-33787699,12.2800940649726
chr1:34325075-34327075,12.2212088616846
chr1:34631483-34633483,12.2969915583107
chr1:34641552-34643552,12.2894289691445
chr1:35224341-35226341,12.2873996462537
chr1:35245789-35247789,12.2614746192313
chr1:35246910-35248910,12.2983165045289
chr1:35257598-35259598,12.2865499614947
chr1:35323646-35325646,12.2594709033905
chr1:35324417-35326417,12.2627149826902
chr1:35394186-35396186,12.2529872938916
chr1:35496569-35498569,12.184509914922
chr1:35524386-35526386,12.1315131573052
chr1:35543963-35545963,12.1902104920477
chr1:35733567-35735567,12.2656629353177
chr1:36022037-36024037,12.2827209832212
chr1:36022392-36024392,12.2865863000076
chr1:36181512-36183512,12.2481307505064
chr1:36272827-36274827,12.2125640341812
chr1:36347795-36349795,12.2811290869645
chr1:36395682-36397682,12.2572758385477
chr1:36548675-36550675,12.2717921954088
chr1:36589685-36591685,12.2931481644004
chr1:36614115-36616115,12.2658378833934
chr1:36689012-36691012,12.2783707245103
chr1:36689016-36691016,12.2782125504838
chr1:36770993-36772993,12.2902283331525
chr1:36929040-36931040,12.2520505869438
chr1:37498844-37500844,12.2868156930219
chr1:37939118-37941118,12.2492781985579
chr1:37979420-37981420,12.2719876843782
chr1:38021519-38023519,12.291959260231
chr1:38099595-38101595,12.2987494123117
chr1:38229824-38231824,12.2230657271029
chr1:38260159-38262159,12.2790450889489
chr1:38272472-38274472,12.2767543859599
chr1:38272865-38274865,12.2763698529977
chr1:38324292-38326292,12.2699914844991
chr1:38454782-38456782,12.1402085503323
chr1:38470187-38472187,12.2948706723385
chr1:38477383-38479383,12.1971441597213
chr1:39324495-39326495,12.2568267052849
chr1:39346298-39348298,11.9191441815582
chr1:39394185-39396185,12.2426814649404
chr1:39455915-39457915,12.2620993884345
chr1:39548838-39550838,12.2191027644033
chr1:39956317-39958317,12.2686336649539
chr1:40041521-40043521,12.2325434974061
chr1:40136710-40138710,12.3018675851329
chr1:40203516-40205516,12.222362828535
chr1:40348183-40350183,12.2313711757783
chr1:40419783-40421783,12.274988400228
chr1:40505254-40507254,12.2955371000906
chr1:40562142-40564142,12.2198786845379
chr1:40626040-40628040,12.2617089402099
chr1:40712572-40714572,12.2191490974201
chr1:40722721-40724721,12.2424756790052
chr1:40781939-40783939,12.2887456893599
chr1:40838377-40840377,12.2117971221876
chr1:40839304-40841304,12.1942575166015
chr1:41130324-41132324,12.2894952644697
chr1:41443970-41445970,12.2676750135218
chr1:41453119-41455119,12.2595172019564
chr1:41486427-41488427,12.3041264894356
chr1:41626104-41628104,12.2246966184876
chr1:42618091-42620091,12.2874200175382
chr1:42800548-42802548,12.2558755167469
chr1:42845467-42847467,12.2815912483965
chr1:42997690-42999690,12.2133654690607
chr1:43123047-43125047,12.2592586895436
chr1:43290248-43292248,12.2436865147128
chr1:43311243-43313243,12.2178499679508
chr1:43612593-43614593,12.2405070672136
chr1:43734664-43736664,12.2812354163116
chr1:43750250-43752250,12.2920529231842
chr1:43750288-43752288,12.2900381468047
chr1:43854483-43856483,12.2614465355185
chr1:43854555-43856555,12.2551527156906
chr1:43990707-43992707,12.2530183319888
chr1:44114796-44116796,12.2642209199635
chr1:44172203-44174203,12.2705505579012
chr1:44411477-44413477,12.2840945444628
chr1:44434652-44436652,12.2575066794859
chr1:44482012-44484012,12.2313113193377
chr1:44583521-44585521,12.2242439355853
chr1:44678124-44680124,12.2806270645718
chr1:44819951-44821951,12.266691003625
chr1:44869831-44871831,12.2449324015269
chr1:45240245-45242245,12.272805393617
chr1:45252426-45254426,12.262156345913
chr1:45271957-45273957,12.3165227485311
chr1:45273153-45275153,12.3085968737543
chr1:45451394-45453394,12.2276401428818
chr1:45476804-45478804,12.2779587504801
chr1:45791544-45793544,12.256633279172
chr1:45805142-45807142,12.2747741464424
chr1:45955840-45957840,12.2695316375488
chr1:45964855-45966855,12.2063451986746
chr1:45986610-45988610,12.2672521547656
chr1:45987562-45989562,12.1041611815443
chr1:46015454-46017454,12.2310620705315
chr1:46048659-46050659,12.2634560023687
chr1:46088731-46090731,12.2787171958331
chr1:46151302-46153302,12.2686150944223
chr1:46152846-46154846,12.2442519995593
chr1:46215485-46217485,12.2579916900125
chr1:46597380-46599380,12.2792540094536
chr1:46597708-46599708,12.3007706188533
chr1:46639748-46641748,12.2451355366115
chr1:46668005-46670005,12.1869474598213
chr1:46805849-46807849,12.2950075446732
chr1:46971667-46973667,12.2363566312424
chr1:47068966-47070966,12.2785976599894
chr1:47079805-47081805,12.2970817922807
chr1:47133099-47135099,12.2758719304079
chr1:47263669-47265669,12.2823173673549
chr1:47406156-47408156,12.2437171233076
chr1:47488239-47490239,12.236390237907
chr1:47532159-47534159,12.2374320050575
chr1:47602096-47604096,12.2431799046987
chr1:47654771-47656771,12.3142202130026
chr1:47778819-47780819,12.2334596584336
chr1:47798468-47800468,12.2739002812062
chr1:48461562-48463562,12.2818907614327
chr1:48687356-48689356,12.2850084745156
chr1:48936880-48938880,12.253220513992
chr1:49241641-49243641,12.2830133888577
chr1:50488626-50490626,12.2734539906666
chr1:50573591-50575591,12.2451337757519
chr1:50888119-50890119,12.2898077055036
chr1:51433366-51435366,12.2929347091242
chr1:51566899-51568899,12.1775253085998
chr1:51700944-51702944,12.2658133431781
chr1:51886793-51888793,12.1896566595193
chr1:51983995-51985995,12.2514719351147
chr1:52194485-52196485,12.2490452515749
chr1:52343609-52345609,12.2671480236548
chr1:52455436-52457436,12.2608204446475
chr1:52869143-52871143,12.2555671030174
chr1:52869218-52871218,12.2478515580216
chr1:53017762-53019762,12.2716362172376
chr1:53163038-53165038,12.2341622281188
chr1:53191130-53193130,12.2316523909329
chr1:53307182-53309182,12.1560099506594
chr1:53386446-53388446,12.2368803143388
chr1:53526723-53528723,12.2771822736814
chr1:53607304-53609304,12.2789608913571
chr1:53661100-53663100,12.2812273354777
chr1:53685311-53687311,12.2648115574013
chr1:53703282-53705282,12.2593018843803
chr1:53924071-53926071,12.2492836240692
chr1:54198877-54200877,12.2385802508352
chr1:54410496-54412496,12.2008213245549
chr1:54518111-54520111,12.2750436718703
chr1:54518244-54520244,12.2793906069151
chr1:54664839-54666839,12.2574936408256
chr1:55012806-55014806,12.29612224556
chr1:55088200-55090200,12.2465756154297
chr1:55106412-55108412,12.2826153839284
chr1:55229226-55231226,12.2422612276851
chr1:55270735-55272735,12.2754913324058
chr1:55351921-55353921,12.2805864870794
chr1:55445336-55447336,12.2698019303383
chr1:55463616-55465616,12.2271446108763
chr1:55504148-55506148,12.2695348034325
chr1:57284369-57286369,12.2949632219871
chr1:57319442-57321442,12.2056511405679
chr1:57430813-57432813,12.1809856823578
chr1:58715219-58717219,12.2530069953826
chr1:59042166-59044166,12.2438548155419
chr1:60538442-60540442,12.2472308264454
chr1:61546979-61548979,12.2314666244101
chr1:62190095-62192095,12.2598692268359
chr1:62784083-62786083,12.2871202305935
chr1:62784085-62786085,12.286542128041
chr1:62900974-62902974,12.2713130005434
chr1:63062157-63064157,12.2053089121732
chr1:63248776-63250776,12.2037431361964
chr1:63987944-63989944,12.2341876736798
chr1:63987971-63989971,12.2338436866734
chr1:64057946-64059946,12.2676274339008
chr1:64087886-64089886,12.2366535431547
chr1:64238689-64240689,12.2312103808328
chr1:64668300-64670300,12.2157532500854
chr1:65431252-65433252,12.2604085439398
chr1:65431619-65433619,12.2583291653991
chr1:65774217-65776217,12.2636420676406
chr1:66257855-66259855,12.2659598704445
chr1:66796790-66798790,12.237357622025
chr1:67265942-67267942,12.2129736805373
chr1:67389570-67391570,12.2759426796626
chr1:67389577-67391577,12.2756706323678
chr1:67599654-67601654,12.231179516626
chr1:67772046-67774046,12.2126354645857
chr1:68298155-68300155,12.2692592304793
chr1:68697229-68699229,12.2598576650261
chr1:68697284-68699284,12.2537095109517
chr1:68914642-68916642,12.2327899071098
chr1:68961904-68963904,12.2422215411111
chr1:70031867-70033867,12.1834482793753
chr1:70224857-70226857,12.1793722239136
chr1:71512491-71514491,12.2561524969194
chr1:71545972-71547972,12.2414397116393
chr1:72747277-72749277,12.2193997527593
chr1:74700070-74702070,12.1719463394495
chr1:75138422-75140422,12.2626368381006
chr1:75197835-75199835,11.9927279004328
chr1:75197839-75199839,11.998223787996
chr1:75198092-75200092,12.2131388876734
chr1:75593118-75595118,12.2333765134778
chr1:76075799-76077799,12.1252986007468
chr1:76189031-76191031,12.242431283894
chr1:76250878-76252878,12.231914283714
chr1:76261555-76263555,12.2445640652334
chr1:76397116-76399116,12.1875638322229
chr1:76539368-76541368,12.2282787760613
chr1:77332092-77334092,12.2521206461435
chr1:77746661-77748661,12.2695504014061
chr1:77747286-77749286,12.2857150216149
chr1:78147343-78149343,12.226075760778
chr1:78148112-78150112,12.2309976597781
chr1:78224564-78226564,12.2604414370588
chr1:78244308-78246308,12.2213137917196
chr1:78443889-78445889,12.2498580483478
chr1:78444867-78446867,12.1361454051187
chr1:78510588-78512588,12.2554249971094
chr1:78955727-78957727,12.2655442894438
chr1:79085066-79087066,12.1692428095625
chr1:79114476-79116476,12.2059182094404
chr1:79471495-79473495,12.2392877914202
chr1:82164454-82166454,12.2313517789282
chr1:82265081-82267081,12.2458905990621
chr1:84463870-84465870,12.2613159126959
chr1:84608930-84610930,12.1874684736533
chr1:84628866-84630866,12.2127167591704
chr1:84863214-84865214,12.2396102808482
chr1:84943919-84945919,12.2489158307267
chr1:84970983-84972983,12.2646526444341
chr1:84971262-84973262,12.257128836564
chr1:85039163-85041163,12.2439843258178
chr1:85155240-85157240,12.244523386136
chr1:85461805-85463805,12.1204397122046
chr1:85513223-85515223,12.2640561785615
chr1:85526980-85528980,12.2168158900817
chr1:85741587-85743587,12.2452898256704
chr1:86043046-86045046,12.2525134257054
chr1:86045443-86047443,12.084205444443
chr1:86173116-86175116,12.0968071874919
chr1:86621154-86623154,12.2935541455871
chr1:86888565-86890565,12.2378571850025
chr1:86933525-86935525,12.2041896875595
chr1:87011758-87013758,12.1725630351418
chr1:87169252-87171252,12.257973483451
chr1:87677351-87679351,12.2590173965756
chr1:87793150-87795150,12.2540408141474
chr1:89148826-89150826,12.2696653410035
chr1:89356301-89358301,12.2200042849359
chr1:89457643-89459643,12.2523590666312
chr1:89530043-89532043,12.2163276448469
chr1:89590842-89592842,12.2128407544794
chr1:89640723-89642723,12.2054833914612
chr1:89663633-89665633,12.2450130304943
chr1:89737544-89739544,12.138492136458
chr1:89989396-89991396,12.2432763934435
chr1:90023271-90025271,12.1936676290371
chr1:90286479-90288479,12.2729480009423
chr1:90459653-90461653,12.2460204097762
chr1:91181794-91183794,12.2156088970849
chr1:91869426-91871426,12.2072814178244
chr1:91965403-91967403,12.2656437106277
chr1:92350836-92352836,12.2214683872792
chr1:92413927-92415927,12.2564682264956
chr1:92540029-92542029,12.1781721883586
chr1:92544861-92546861,12.236437154907
chr1:92633414-92635414,12.1756458432104
chr1:92682572-92684572,12.2582636222307
chr1:93426079-93428079,12.2723185366185
chr1:93543791-93545791,12.247845724341
chr1:93645246-93647246,12.2581743266123
chr1:93645272-93647272,12.2605606419184
chr1:93810477-93812477,12.2490312535497
chr1:93912687-93914687,12.2875129944088
chr1:94311706-94313706,12.24865193662
chr1:94343762-94345762,12.2400729633927
chr1:94374154-94376154,12.2333517357467
chr1:94585705-94587705,12.2803758665054
chr1:94702307-94704307,12.2319810045016
chr1:94712316-94714316,12.234431964564
chr1:95284897-95286897,12.2666878370662
chr1:95285099-95287099,12.260785399488
chr1:95391779-95393779,12.2935839124943
chr1:95537507-95539507,12.1518192796539
chr1:95698710-95700710,12.257853403814
chr1:97186160-97188160,12.2738659231544
chr1:99469449-99471449,12.2556777250116
chr1:100110430-100112430,12.2515808242383
chr1:100230349-100232349,12.1519970273348
chr1:100315044-100317044,12.2445995266757
chr1:100502788-100504788,12.2455816166339
chr1:100597651-100599651,12.2742869534791
chr1:100597705-100599705,12.2750055465344
chr1:100714409-100716409,12.2414351949858
chr1:101002727-101004727,12.1921454322648
chr1:101184195-101186195,12.2474749745525
chr1:101359735-101361735,12.250506771737
chr1:101360631-101362631,12.2766040617859
chr1:101360633-101362633,12.2766976269809
chr1:101490362-101492362,12.2690259028308
chr1:102311636-102313636,12.2131719205832
chr1:103573052-103575052,12.2830865248527
chr1:104067577-104069577,11.9453883365106
chr1:104096265-104098265,12.2002585142724
chr1:104158953-104160953,12.2250359326652
chr1:107598266-107600266,12.2714391766891
chr1:107681539-107683539,12.2756498816362
chr1:108230126-108232126,12.2339921984019
chr1:108741980-108743980,12.2509130793992
chr1:109101970-109103970,12.2476213147766
chr1:109233931-109235931,12.2685503816647
chr1:109254555-109256555,12.2252759813982
chr1:109398726-109400726,12.2393211160954
chr1:109418602-109420602,12.2577930423853
chr1:109505121-109507121,12.2435212673335
chr1:109617624-109619624,12.2264679585321
chr1:109632362-109634362,12.1847260515982
chr1:109632402-109634402,12.1803312349307
chr1:109655479-109657479,12.169456546926
chr1:109655584-109657584,12.1620509425132
chr1:109755514-109757514,12.2579767541328
chr1:109824790-109826790,12.2664766946614
chr1:109848663-109850663,12.2793675702784
chr1:109934979-109936979,12.2028641823961
chr1:109939567-109941567,12.2488415969603
chr1:109968070-109970070,12.2359472032278
chr1:110165609-110167609,12.3059561659535
chr1:110253863-110255863,12.2933431022455
chr1:110282660-110284660,12.2404185235122
chr1:110305644-110307644,12.3035118245668
chr1:110526386-110528386,12.2828885274694
chr1:110573198-110575198,12.2020651862469
chr1:110612322-110614322,12.2927425369916
chr1:110654061-110656061,12.291398522945
chr1:110692135-110694135,12.2851774760203
chr1:110932704-110934704,12.2425590683251
chr1:110949546-110951546,12.258324551047
chr1:110992787-110994787,12.2349797921507
chr1:111060797-111062797,12.225572574731
chr1:111173096-111175096,12.2784337815565
chr1:111216655-111218655,12.2778742841035
chr1:111414721-111416721,12.2562814418999
chr1:111681004-111683004,12.236602504447
chr1:111681784-111683784,12.2262321285449
chr1:111681838-111683838,12.2258966758999
chr1:111742325-111744325,12.2946227990841
chr1:111769280-111771280,12.2727359256714
chr1:111832473-111834473,12.1987088652473
chr1:111888181-111890181,12.2617082762423
chr1:111990742-111992742,12.2766990612922
chr1:111990930-111992930,12.268182376402
chr1:112015490-112017490,12.1818556915679
chr1:112105625-112107625,12.1895764820822
chr1:112161404-112163404,12.2306521848949
chr1:112297189-112299189,12.2239858084022
chr1:113008162-113010162,12.2514914745219
chr1:113215933-113217933,12.2585662811654
chr1:113216094-113218094,12.2623575416719
chr1:113614791-113616791,12.2691775401491
chr1:114413381-114415381,12.2554138796432
chr1:114429169-114431169,12.243405540322
chr1:114470995-114472995,12.2575504285102
chr1:114521012-114523012,12.258470292463
chr1:114694062-114696062,12.2756696544991
chr1:115211732-115213732,12.2393094494755
chr1:115258515-115260515,12.2352777738936
chr1:115299671-115301671,12.2562213216779
chr1:115396423-115398423,12.2513922578855
chr1:115571444-115573444,12.1971520583811
chr1:115631121-115633121,12.2862844295723
chr1:116310426-116312426,12.2396362764241
chr1:116382333-116384333,12.2078024369199
chr1:116382747-116384747,12.1937127950415
chr1:116518118-116520118,12.2515732936831
chr1:117208578-117210578,12.2741899810149
chr1:117209377-117211377,12.2685047785444
chr1:117296051-117298051,12.2410564306192
chr1:117543371-117545371,12.2204358790598
chr1:117745458-117747458,12.2696680734794
chr1:117752582-117754582,12.2590321418257
chr1:118147603-118149603,12.2707117170113
chr1:118471302-118473302,12.2752016366232
chr1:118471371-118473371,12.2778632617653
chr1:118726892-118728892,12.2567560655179
chr1:119529476-119531476,12.2604663922089
chr1:119531179-119533179,12.2976546641366
chr1:119682295-119684295,12.2523236529513
chr1:119910398-119912398,12.2570706247404
chr1:120048825-120050825,12.2391249727182
chr1:120253418-120255418,12.2389530806681
chr1:120310555-120312555,12.248192181518
chr1:120353203-120355203,12.2360596522987
chr1:120386503-120388503,12.2457998735207
chr1:120838004-120840004,12.2945112169996
chr1:143766881-143768881,12.1470434471912
chr1:144592687-144594687,12.2348873743501
chr1:144613958-144615958,12.2358944510739
chr1:144994033-144996033,12.2655449824923
chr1:145075186-145077186,12.1616134988915
chr1:145095406-145097406,12.223414590964
chr1:145208112-145210112,12.2052837494995
chr1:145292370-145294370,12.245477152517
chr1:145412190-145414190,12.1602678951205
chr1:145438346-145440346,12.25314521624
chr1:145469408-145471408,12.2382452198295
chr1:145469507-145471507,12.2427285866922
chr1:145476066-145478066,12.2499917524685
chr1:145506556-145508556,12.2305543670346
chr1:145515559-145517559,12.2845691656919
chr1:145523890-145525890,11.6661994348218
chr1:145548208-145550208,12.2837417896934
chr1:145574987-145576987,12.2770085144011
chr1:145714639-145716639,12.2267285035379
chr1:146643168-146645168,12.2663302962964
chr1:147231714-147233714,12.2497624050685
chr1:147244466-147246466,12.220179792112
chr1:147373945-147375945,12.2540401086747
chr1:148345756-148347756,12.2129187286141
chr1:148345791-148347791,12.2136864377224
chr1:148557187-148559187,12.1877580147822
chr1:148559846-148561846,12.2230032761232
chr1:149753249-149755249,12.2438978224108
chr1:149782928-149784928,12.2373558401087
chr1:149784236-149786236,12.2369149979101
chr1:149857232-149859232,12.2611585424458
chr1:149857524-149859524,12.2604927700846
chr1:149858466-149860466,12.2659735257042
chr1:149899144-149901144,12.2754633085821
chr1:149907266-149909266,12.2867600491114
chr1:149907791-149909791,12.2853430421262
chr1:149981686-149983686,12.2275051975852
chr1:150038349-150040349,12.2423848266987
chr1:150120623-150122623,12.2601270044966
chr1:150229137-150231137,12.2829173157649
chr1:150240609-150242609,12.2676583819662
chr1:150243686-150245686,12.2832753413362
chr1:150244182-150246182,12.2910335125298
chr1:150253942-150255942,12.2756097585453
chr1:150292916-150294916,12.2038449581143
chr1:150458839-150460839,12.2497726579186
chr1:150551214-150553214,12.2516212263821
chr1:150601098-150603098,12.2490089219678
chr1:150692364-150694364,12.1452331162191
chr1:150737433-150739433,12.2019195566573
chr1:150779917-150781917,12.2418028099113
chr1:150953498-150955498,12.2902102946988
chr1:150979854-150981854,12.2699125940491
chr1:150979866-150981866,12.2703011756973
chr1:151031125-151033125,12.2879394514321
chr1:151031150-151033150,12.2868808399233
chr1:151128104-151130104,12.2588472319051
chr1:151170020-151172020,12.2637307059669
chr1:151226175-151228175,12.1978695889904
chr1:151226196-151228196,12.1978960474904
chr1:151253787-151255787,12.2781460563679
chr1:151318769-151320769,12.2664742469097
chr1:151344210-151346210,12.1878858492424
chr1:151371040-151373040,12.2545502470429
chr1:151413681-151415681,12.1943079813564
chr1:151482861-151484861,12.2238997448225
chr1:151511780-151513780,12.2819301536544
chr1:151693012-151695012,12.2838108457567
chr1:151735392-151737392,12.245694023144
chr1:151776918-151778918,12.2914406448551
chr1:151797553-151799553,12.2641911136752
chr1:151812033-151814033,12.2881426568327
